Nombre,Precio,kilometraje,Transmisión,Combustible
2020 Suzuki Ignis,11000000,21.000 km,Manual,Bencina
2013 Mazda Bt-50 2.2 DSL SDX Hi Rider,17000000,227.000 km,Manual,Diesel
2013 Hyundai Santa Fe 2.4 DM GLS Auto,7000000,120.000 km,Automática,Bencina
2016 Hyundai Accent 1.6 RB GL Full,8690000,107.000 km,Manual,Bencina
2015 Ford Ecosport CONSULTA POR FINANCIAMIENTO,10990000,1 km,Manual,Bencina
2005 Honda Civic 1,5500000,170.508 km,Manual,Bencina
2016 Mazda Cx-5 2.0 Skyactiv R Auto,15500000,52.409 km,Automática,Bencina
2020 Chevrolet Spark 1.2 LT Full,7500000,10.500 km,Manual,Bencina
2008 BMW Z4 2.5 ROADSTER AUTO,15500000,114.000 km,Automática,Bencina
2012 Toyota Yaris Sport 1.3 Sport GLI 3P,9200000,110.000 km,Manual,Bencina
2011 Chevrolet Spark Gt,5700000,37.900 km,Manual,Bencina
2015 INFINITI Qx50,17350000,86.000 km,Automática,Bencina
2018 Ford Fusion,15000000,67.000 km,Automática,Bencina
2014 Daihatsu Terios 1.5 Wlid GLI,9800000,96.995 km,Manual,Bencina
2007 Chrysler Town & Country,6900000,200.000 km,Automática,Bencina
2020 Chevrolet Silverado 5.3 Auto LT Trail Boss DC 4WD,39500000,31.000 km,Automática,Bencina
2015 Freightliner CL 120 0 2015,30000000,587.100 km,Manual,Diesel
2014 Audi A3 1.8 TFSI S Tronic,16590000,90.807 km,Automática,Bencina
2017 Toyota Rav4,16200000,45.000 km,NA,NA
2010 Kia Mohave,12000000,220.000 km,Automática,Bencina
2012 Chevrolet Aveo III,6200000,155.865 km,Manual,Bencina
2019 Hyundai Grand I10 1.2 Manual GLS AC 2AB ABS PE,8500000,33.000 km,Manual,Bencina
2018 Mazda 6 2.5 Skyactiv-G GT Auto GPS,20500000,58.000 km,Automática,Bencina
2010 Kia Cerato 1.6 SX Manual DH AC DAB ABS,6800000,220.000 km,Manual,Bencina
2015 Citroën C-Elysee 1.6 HDI Exclusive,7000000,185.000 km,Manual,Diesel
2017 Suzuki Celerio 1.0 Manual GLX AC,8490000,70.400 km,Manual,Bencina
2001 Hyundai H-100 2.5 FURGON TURBO DIESEL,4500000,180.000 km,Manual,Diesel
2001 Volkswagen Saveiro,6700000,90.000 km,Manual,Bencina
2019 Dfsk Cargo Van,7290000,56.000 km,Manual,Bencina
2018 Dodge Journey,16900000,44.500 km,Automática,Bencina
2017 Toyota Hilux 2.4D Manual SR 4WD,17500000,93.000 km,Manual,Diesel
2012 Toyota Rav4,10400000,138.000 km,Manual,Bencina
2019 Jeep Wrangler 3.6 Sport Auto 4WD,30000000,29.000 km,Automática,Bencina
2014 Peugeot Partner 1.6 HDI L1 90HP Pack AA,8500000,180.572 km,Manual,Diesel
2016 SsangYong Rexton 2.0 MT DIESEL,16290000,87.000 km,Manual,Diesel
2020 Kia Sportage 2.0 DSL LX Auto 6AB,25000000,50.000 km,Automática,Diesel
2013 Jeep Grand Cherokee,19000000,68.000 km,Automática,Bencina
2015 Great Wall Wingle 5 2.0 VGT Diesel LUX 4WD,10000000,140.000 km,Manual,Diesel
2015 Great Wall Haval H6 2.0 TD CLE,10000000,140.000 km,Manual,Diesel
2014 Peugeot Boxer,13950000,270.000 km,Manual,Diesel
2008 Chevrolet Spark 1.0,3300000,191.700 km,Manual,Bencina
2016 Citroën Berlingo 1.6 HDI VU BVM5 AA 2AB Corto,9000000,135.000 km,Manual,Diesel
2019 Peugeot 5008 1.6 THP 165 Auto Allure,23000000,33.000 km,Automática,Bencina
2019 Ford Ecosport 1.5 Manual Freestyle,15000000,16.000 km,Manual,Bencina
2015 Renault Fluence 2.0 Dynamique CVT,11400000,60.000 km,Automática,Bencina
2017 Honda Cr-V EXL,18500000,110.000 km,Automática,Bencina
2012 Subaru Forester 2.0 5D Auto AWD XS,11300000,147.000 km,Automática,Bencina
2014 MINI Cooper S,14000000,170.000 km,Manual,Bencina
2019 Dfm Joyear X3,9500000,26.500 km,Manual,Bencina
2005 Kia Besta 3.0 Grand Ultra,6800000,250.000 km,Manual,Diesel
2007 Suzuki Grand Vitara,7400000,207 km,Manual,Bencina
2006 Toyota 4Runner,12500000,237.000 km,Automática,Bencina
2017 Peugeot 208 164 e-HDI 92 HP MSQ6 Allure Pack,12490000,1 km,Manual,Diesel
2016 Ssangyong STAVIC AT,15490000,166.058 km,Automática,Bencina
2016 Kia Rio 4 1.4 EX Manual AC DAB ABS,9790000,69.000 km,Manual,Bencina
2020 Hyundai Ioniq,18750000,6.000 km,Automática,Híbrido
2013 Hyundai Tucson 2.0 LM GL AC 2WD,12000000,104.150 km,Manual,Bencina
2003 Volkswagen New Beetle 1.8 turbo 150,5500000,160.000 km,Manual,Bencina
2001 Hyundai Elantra 1.8 GLS AUTO FULL,2200000,200.000 km,Manual,Bencina
2019 Foton AUMAN 2544,57000000,227.500 km,Automática,Diesel
2019 Renault Clio 1.2 Manual Expression Rojo,11590000,31.000 km,Manual,Bencina
2014 Nissan Navara 2.5 DSL SE DC 2AB ABS AE 4WD,13300000,170.000 km,Manual,Diesel
2021 BMW X4 2.0 i,48990000,6.000 km,Automática,Bencina
2013 Toyota YARIS GLI 1.5 AUT,7700000,184.000 km,Automática,Bencina
1992 Mercedes-Benz 300 Ce,17800000,250.000 km,Automática,Bencina
2018 Mercedes-Benz Gle 400,39990000,37.000 km,Automática,Bencina
2016 Ford F-150 3.5 XLT Double Cab,24990000,60.000 km,Automática,Bencina
2018 Suzuki Celerio GLX SPORT 1.0,10290000,63.500 km,Automática,Bencina
2021 Ram Ram 2500 6.7 Diesel 2500 Laramie Crew Cab 4WD,68490000,14.019 km,Automática,Diesel
2016 Kia Sportage Lx,15000000,120.000 km,Manual,Bencina
2011 Chevrolet Cruze 1.8 AUTO FULL,5500000,100.000 km,Automática,Bencina
2017 Nissan Titan,60000000,39.800 km,Automática,Diesel
2020 Peugeot 5008 1.5 BlueHDI 130 HP Auto Active,20380000,NA,Automática,Diesel
2017 Mercedes-Benz 250,23000000,67.000 km,Automática,Bencina
2012 Volvo Xc90,14700000,85.500 km,Automática,Bencina
2015 Kia Morning,5990990,120.000 km,Manual,Bencina
2016 Ford F-150 5.0 Double Cab Lariat Sport 4WD,33790000,85.000 km,Automática,Bencina
2013 Nissan Navara 2.5 DSL Auto LE EC DC 4WD,16200000,150.000 km,Automática,Diesel
2007 Nissan Murano,83000000,144.000 km,Automática,Bencina
2020 Renault Clio 1.2 Manual Expression,10680000,24.000 km,Manual,Bencina
2019 Chevrolet SAIL 1.5,8390000,60.000 km,Manual,Bencina
2014 Land Rover Defender 90 PUMA,42990000,55.000 km,Manual,Diesel
2018 Nissan Pathfinder 3.5 Advance CVT Auto,26490000,42.574 km,Automática,Bencina
2013 SsangYong Actyon Sports,9990000,185.000 km,Manual,Diesel
2017 Mazda 3 2.0 Auto Skyactiv-G V SR,12000000,216.781 km,Automática,Bencina
2000 Peugeot 206 XS,3800000,260.000 km,Manual,Bencina
2012 Hyundai Veracruz VERACRUZ GLS 3.0 AUT.,14950000,212.700 km,Automática,Diesel
2008 BMW 320I,18900000,138.000 km,Automática,Bencina
2014 Peugeot Expert,11000000,500 km,Manual,Diesel
2015 Opel Corsa 1.6 Turbo OPC,14800000,50.000 km,Manual,Bencina
2014 Chevrolet Sail 1.4,5900000,60.200 km,Manual,Bencina
2008 Toyota Yaris 1.5 GLI,5700000,223.361 km,Manual,Bencina
2016 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,32600000,76.200 km,Automática,Bencina
