Nombre,Precio,kilometraje,Transmisión,Combustible
1995 Suzuki Vitara,5000000,220 km,Manual,Bencina
2018 Porsche Cayenne 4.0 V8 Turbo Triptonic 4WD,92000000,13.100 km,Automática,Bencina
CHEVROLET TRACKER 2014 TRACKER LS 1.8,11190000,112.400 km,Manual,Bencina
PEUGEOT 3008 2012 1.6,10790000,130.000 km,Manual,Bencina
2016 Jeep Grand Cherokee,26470000,69.980 km,Automática,Bencina
2013 Hyundai Elantra 1.8 MD GLS Full Auto,9790000,98.310 km,Automática,Bencina
2011 Byd F0 1.0 GLXi,4200000,185.000 km,Manual,Bencina
2015 Suzuki Sx4 1.6 GLX Sport AC,9450000,116.000 km,Manual,Bencina
2012 Mitsubishi Montero 3.2 CR 3P Diesel Auto,17980000,148.458 km,Automática,Diesel
2013 Honda Cr-V 2.4 LX Auto,12990000,1 km,Automática,Bencina
2015 MINI Cooper,12980000,59.733 km,Manual,Bencina
2017 Mazda 3 2.5 Auto Skyactiv-G GT A. Bose,17980000,56.000 km,Automática,Bencina
2016 BMW 420 2.0 420i A,24300000,41.000 km,Automática,Bencina
2018 Peugeot 208,9200000,40.000 km,Manual,Diesel
2016 Mercedes-Benz Cla 200 1.6 CLA 200 Urban Auto,20990000,48.000 km,Automática,Bencina
2013 Ford Ecosport ford,9500000,45.000 km,Manual,Bencina
2012 Jac 137 Sport 1.3 SE,4000000,120.000 km,Manual,Bencina
2012 Toyota Yaris 1.5 GLI Auto,7100000,133.000 km,Automática,Bencina
2019 Nissan March 1.6 Manual Sport Drive AC,8590000,12.000 km,Manual,Bencina
2018 Chevrolet Silverado 5.3 Auto LTZ DC 4WD,34500000,68.000 km,Automática,Bencina
2022 Ferrari SF90 Stradale 4.0L BITURBO V8 1000 HP,586665,370 km,Automática,Híbrido
2019 Citroën C3 1.2 Manual Puretech 82 BVM Feel,12390000,21.000 km,Manual,Bencina
2018 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,12600000,115.000 km,Manual,Diesel
2010 Samsung Sm3 PE 1.6 Entry,4000000,179.123 km,Manual,Bencina
2010 Mercedes-Benz C 180 1.8 C 180 CGI Blue Efficiency Limited,11850000,70.000 km,Automática,Bencina
2012 Volvo Xc90 2.4 D5 Auto 4WD,16200000,144.000 km,Automática,Diesel
2009 Mazda 2,6300000,125.660 km,Manual,Bencina
1971 Pontiac Lemans CONVERTIBLE,31900000,95.400 km,Automática,Bencina
2015 Ford F-150,29000000,55.000 km,Automática,Bencina
2018 Hyundai SANTA FE 2.4 GLS 2WD DM FULL AT 5P,20990000,65.154 km,Automática,Bencina
2011 Toyota Corolla 1.6 XLI AC,6500000,177.000 km,Manual,Bencina
1999 Ferrari 456,60000000,20.750 km,Automática,Bencina
2016 Toyota Rav4 2.0 Lujo,14890000,100.000 km,Manual,Bencina
2014 Chevrolet Sonic,6500000,108.000 km,Manual,Bencina
2011 Ford Ranger Heritage XLT 2.3L,9950000,152.000 km,Manual,Bencina
2019 Suzuki CIAZ 1.4 GL BT MT 4P KRGL77,9990000,32.968 km,Manual,Bencina
2016 Mercedes-Benz A 200 D,19900000,75.000 km,Automática,Diesel
2014 Mercedes-Benz A 200 1.6 A 200 Blue Efficiency,16580000,103.900 km,Manual,Bencina
2018 MG Mg Gs 1.5T STD,11980000,78.000 km,Manual,Bencina
MAZDA 3 2017 NEW 3 HB 2.0,16090000,72.824 km,Manual,Bencina
2022 Honda Accord 2.0 T,32390000,NA,Automática,Bencina
2019 Range Rover Range Rover Sport,85980000,32.500 km,Automática,Diesel
2018 Suzuki Vitara 1.6 Manual GLS,15000000,32.500 km,Manual,Bencina
2015 Fiat 500L,6500000,78.500 km,Manual,Bencina
2017 Ford F-150 5.0 Double Cab XLT 4WD,27500000,120.000 km,Automática,Bencina
2004 Land Rover Freelander,7500000,107.900 km,Automática,Bencina
2015 Chevrolet Traverse 3.6 LT Auto 4WD,16900000,85.000 km,Automática,Bencina
2009 Peugeot 207 1.4 Compact On Line,4000000,190.600 km,Manual,Bencina
2003 Citroën Xsara Picasso 2.0HDI,4900000,213.000 km,Manual,Diesel
2006 Toyota Corolla 1.6 XLi MT,5700000,159.000 km,Manual,Bencina
2017 Suzuki Celerio,6700000,55.000 km,Manual,Bencina
2016 Volvo Xc90,28580000,84.400 km,Automática,Bencina
2003 SsangYong Musso,5500000,7.409 km,Manual,Diesel
2018 Volkswagen Voyage 1.6 Manual Power,8600000,87.000 km,Manual,Bencina
2017 Subaru Xv 2.0i CVT Auto Dynamic Active 4WD,17500000,80.000 km,Automática,Bencina
2014 Toyota Yaris SPORT GLI,8890000,83.000 km,Manual,Bencina
2013 Nissan X-Trail,10500000,181.000 km,Manual,Bencina
2017 Mazda 3 1.6 S,13290000,57.000 km,Manual,Bencina
2018 Volvo V90 Cross Country 2.0 D5 Auto Inscription,35800000,35.000 km,Automática,Diesel
2000 Jaguar S-Type 4.0 HIGH,3990000,156.000 km,Automática,Bencina
2008 Audi Q7,12680000,262.000 km,Automática,Bencina
2018 Ford Explorer 2.3 Ecoboost Auto,23990000,89.100 km,Automática,Bencina
2016 Hyundai I10,8290000,99.000 km,Manual,Bencina
2013 Suzuki Alto 1.0 K10 GL AC,3700000,136.000 km,Manual,Bencina
