Nombre,Precio,kilometraje,Transmisión,Combustible
2010 Mercedes-Benz Sprinter 313 313 CDI 15+1,11000000,250.000 km,Manual,Diesel
2018 Citroën C3,11000000,67.000 km,Manual,Bencina
2016 Subaru Forester 2.0 X 4WD,15990000,82.000 km,Manual,Bencina
2019 BMW X4 2.0 XDrive20D A M Sport,43180000,15.000 km,Automática,Diesel
2009 Chevrolet Captiva 2.0 DSL LTZ AUTO AWD,9000000,114.000 km,Automática,Diesel
2018 Ford Ranger 2.5 XLT,19500000,120.000 km,Manual,Bencina
2005 Chevrolet Uplander Ls,5800000,181.000 km,Automática,Bencina
2017 Toyota Hilux 2.4D Manual DX SC,17990000,140.000 km,Manual,Diesel
1987 Mercedes-Benz 300,4100000,245.000 km,Automática,Bencina
2019 Volkswagen Gol 1.6 Comfortline,9590000,18.000 km,Manual,Bencina
2014 SKODA Rapid 1.6 AMBIENTE DIESEL UNICO DUENO,8900000,100.000 km,Manual,Diesel
2010 Hyundai Elantra HD 1.6 GLS AC 2AB Auto,7290000,120.000 km,Automática,Bencina
2015 Toyota Auris 1.6 LEI CVT,13200000,80.000 km,Automática,Bencina
2019 Ford Ranger 3.2 DSL Auto Limited 4WD,28000000,81.000 km,Automática,Diesel
2002 Toyota Yaris 1.5 XLi,2800000,354.000 km,Manual,Bencina
2017 Toyota HILUX,6500000,115.591 km,Manual,Bencina
2017 SsangYong Actyon Sports,15500000,107.000 km,Manual,Diesel
2012 Mazda 3 1.6 Sport V,7200000,127.000 km,Manual,Bencina
1994 Mercedes-Benz S 320,10000000,200.000 km,Automática,Bencina
2014 Audi A3 1.2 TFSI S Tronic Attraction Sportback,13000000,95.000 km,Automática,Bencina
2015 Hyundai Eon 0.8 GL,5500000,34.000 km,Manual,Bencina
2016 Toyota Camry Hybrid,18970000,77.000 km,Automática,Híbrido
2018 Nissan Pathfinder 3.5 Advance CVT Auto,26490000,42.574 km,Automática,Bencina
2010 Audi Q7 4.2 TDI Tiptronic Quattro,18990000,145.000 km,Automática,Diesel
2014 Chevrolet Sonic 1.6 LT,6200000,62.000 km,Manual,Bencina
2015 SsangYong Actyon Sports 2.0D LL ABS 2AB 4WD,14990000,143.105 km,Manual,Diesel
2018 Volkswagen Golf 1.4 TSI Manual Design,13500000,72.000 km,Manual,Bencina
2012 Mitsubishi Outlander K2 GLS Auto,12500000,163.000 km,Automática,Bencina
2011 Citroën C3 1.4 SX,5400000,185.500 km,Manual,Bencina
2017 Hyundai Accent 1.4 RB Manual GL AC 2AB,10300000,88.000 km,Manual,Bencina
2014 Hyundai Tucson 2.0 CRDI GL AA,13600000,130.000 km,Manual,Diesel
2018 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,12280000,143.088 km,Manual,Diesel
2017 Foton Ft-500 2.8 Manual Diesel STD,11500000,60.000 km,Manual,Diesel
2006 Honda Civic LX AT 1.7,6200000,160.000 km,Automática,Bencina
2017 Suzuki Dzire GL,8490000,56.685 km,Manual,Bencina
2017 Chevrolet Cruze 1.4T Auto LTZ,12800000,45.000 km,Automática,Bencina
2019 Chevrolet Tracker 1.8 LT,13200000,39.000 km,Manual,Bencina
2017 Mercedes-Benz E 300 2.0 E 300 Auto,31990000,51.916 km,Automática,Bencina
VOLVO V40 2013 V40 D2 DRIVE,13190000,130.402 km,Manual,Diesel
2017 Chevrolet Spin 1.8 LTZ,7400000,231.000 km,Manual,Bencina
2018 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,13190000,73.000 km,Manual,Diesel
2022 Mercedes-Benz C 200 2.0 TURBO 184 HP,38770000,150 km,Automática,Bencina
2015 Dfsk Mini Truck Mini Truck,5690000,60.000 km,Manual,Bencina
2015 Peugeot 3008,14200000,165.000 km,Automática,Diesel
2019 Audi A3 1.4 35 TFSI Stronic Auto Sportback,20690000,17.600 km,Automática,Bencina
2017 Renault Captur,11990000,55.000 km,Manual,Diesel
2013 Volkswagen Gol 1.6 Trendline,6100000,77.700 km,Manual,Bencina
2018 Peugeot Expert 2.0 HDI 150 HP Manual Premium,18900000,113.000 km,Manual,Diesel
2015 Toyota Yaris 1.5 GLI Auto,8000000,120.000 km,Automática,Bencina
1997 Mercedes-Benz E 420,8000000,200.000 km,Automática,Bencina
PEUGEOT 208 2013 208 ACTIVE 1.2,7890000,86.772 km,Manual,Bencina
2011 Mitsubishi L300 2.0 Furgon Gasolina,7780000,160.191 km,Manual,Bencina
2015 Dodge Charger,15000000,90.000 km,Automática,Bencina
2019 Jeep Renegade 1.8 Auto Sport LX,16500000,28.359 km,Automática,Bencina
2017 Peugeot 308 1.2 Puretech 130 HP Manual Allure Pack,12200000,45.000 km,Manual,Bencina
2016 Fiat Strada 1.4 Manual Trekking,8390000,190.000 km,Manual,Bencina
2013 Nissan Tiida 1.6 S AC,6500000,145.000 km,Manual,Bencina
2018 Mitsubishi Montero,23500000,75.000 km,Manual,Diesel
2018 Peugeot Partner 1.6 hdi,12950000,81.150 km,Manual,Diesel
2004 Toyota Corolla 1.6 VVT-i Sport,4850000,397.000 km,Manual,Bencina
2016 Nissan Qashqai Sense MT,13690000,53.000 km,Manual,Bencina
2008 Suzuki Apv Furgon 1.6,5700000,233.000 km,Manual,Bencina
2021 Renault Clio 1.2 Manual Expression,13290000,9.031 km,Manual,Bencina
2016 Kia Sportage Sportage LX 2.0 AUT,15000000,104.000 km,Automática,Bencina
2019 Volkswagen Tiguan 1.4 TSI Trendline 7A,19990000,27.500 km,Manual,Bencina
2017 Citroën C4 Picasso HDI 1.6,16990000,127.000 km,Automática,Diesel
1983 Mercedes-Benz 280 SEL,3900000,185.000 km,Manual,Diesel
2011 BMW 116I,10500000,129.000 km,Manual,Bencina
2014 Hyundai Elantra 1.6 MD GLS AC 2AB ABS,9200000,95.000 km,Manual,Bencina
2020 Audi S5 3.0 Quattro,53990000,9.000 km,Automática,Bencina
2020 Suzuki Baleno,11500000,20.000 km,Manual,Bencina
2017 Mazda 2 1.5 V Auto Skyactive,11800000,27.000 km,Automática,Bencina
2020 Toyota Yaris 1.5 GLI,13400000,6.090 km,Manual,Bencina
2018 Chevrolet Onix 1.4 LTZ,8890000,1 km,Manual,Bencina
2010 Toyota Yaris Sport 1.3 Sport XLI LS,6390000,140.000 km,Manual,Bencina
