Nombre,Precio,kilometraje,Transmisión,Combustible
2014 Renault Kangoo,7000000,200.000 km,Manual,Diesel
2018 CHEVROLET SILVERADO 5.3 Auto LTZ DC 4WD,35990000,33.000 km,Automática,Bencina
2006 Toyota Hilux 2.7 4x2 D/C AC VE CC,9800000,22.000 km,Manual,Bencina
2016 Kia Cerato 1.6 SX Manual AC DAB,9880000,170.000 km,Manual,Bencina
2018 Land Rover RANGE ROVER VELAR,45000000,40.000 km,Automática,Diesel
2014 Mitsubishi L200,14450000,160.000 km,Manual,Diesel
2017 Mercedes-Benz C 180,23500000,40.000 km,Automática,Bencina
2019 Cadillac Ct6,79990000,20.000 km,Automática,Bencina
2021 MG Mg Zs 1.5 Auto Comfort,15890000,40 km,Automática,Bencina
2017 Toyota Hilux 2.4D Manual SR,18690000,88.700 km,Manual,Diesel
2016 Peugeot 108 Top Allure 1.2 Puretech 82HP,8490000,77.000 km,Manual,Bencina
2016 Volkswagen Amarok,18890000,99.000 km,Automática,Diesel
2008 Audi A4 2.0,9390000,108.700 km,Automática,Bencina
2012 Hyundai Tucson 2.0 CRDI LM GL 4WD AC 2AB Auto,16000000,70.000 km,Automática,Diesel
2020 Nissan X-Trail 2.5 CVT Auto Sense,19490000,9.409 km,Automática,Bencina
2021 Maxus T60 2.0D Auto GLX 4WD,22890000,700 km,Automática,Diesel
2019 Honda Cr-V 1.5T Touring Auto 4WD,26500000,56.000 km,Automática,Bencina
2016 Chevrolet D-Max 2.5 DC,19800000,99.000 km,Manual,Diesel
2005 BMW X5 4.4 V8 AT,8900000,230.000 km,Automática,Bencina
2015 Suzuki Swift 1.2 GL,7600000,79.000 km,Manual,Bencina
2016 Chevrolet Orlando,13500000,49.450 km,Automática,Bencina
2012 Ford Escape 2.5 XLT 4X4 Auto,13980000,53.000 km,Automática,Bencina
1997 Volkswagen Polo,2400000,252.000 km,Manual,Bencina
2019 Volkswagen Voyage 1.6 Comfortline,10690000,51.643 km,Manual,Bencina
2018 Toyota Rav4 2.0 Manual Lujo,16000000,41.600 km,Manual,Bencina
2021 Chevrolet Silverado 5.3 Auto LTZ DC 4WD,36190000,NA,Automática,Bencina
2013 Ford F-150 XLT 5.4 4WD RAPTOR 6.2 4x4,28000000,NA,Automática,Bencina
2012 Dodge Durango 5.7 V8 Hemi Citadel AWD,15200000,200.000 km,Automática,Bencina
2008 Toyota Yaris 1.5 XLI AUTO,6390000,150.000 km,Automática,Bencina
2019 Hyundai GRAND I10 GLS ABS AC 2AB SEDAN,9590000,26.700 km,Manual,Bencina
KIA GRAND CARNIVAL 2016 GRAND CARNIVAL EX 2.2,22490000,154.600 km,Automática,Diesel
2018 SsangYong Tivoli 1.6D Manual,12650000,52.000 km,Manual,Diesel
2018 Hyundai Grand I10,8990000,14.000 km,Manual,Bencina
2012 Citroën C4 1.6 HDI 110 HP SX,8800000,140.000 km,Manual,Diesel
2018 Great Wall Voleex C30,13500000,178.000 km,Manual,Bencina
2014 Land Rover Evoque,23980000,124.394 km,Automática,Diesel
2015 Hyundai I10 GLS 1.2,7890000,106.587 km,Manual,Bencina
2019 Fiat 500 FIAT 500C POP 1.2 AT CABRIO,15680000,21.000 km,Automática,Bencina
2016 Kia Frontier MECANICO CARROZADO CARGA GENERAL,15990000,1 km,Manual,Diesel
2019 Mercedes Benz Sl 63 Amg AMG,110000000,6.800 km,Automática,Bencina
2016 Kia Sportage 2.0 LX AC DAB,16500000,98.000 km,Manual,Bencina
2020 Peugeot Traveller L3H1 BLUE HDI,22600000,53.500 km,Manual,Diesel
2019 Citroën C3 1.6 Manual BlueHDI 100 S&S Shine C. Cam,12500000,65.000 km,Manual,Diesel
2014 Dodge Ram 1500,20500000,169.000 km,Automática,Bencina
2010 Mazda 6 2.0 V Auto,8500000,166.000 km,Automática,Bencina
2007 Suzuki GRAND VITARA 1.6,5990000,133.466 km,Manual,Bencina
2012 Volvo Xc60 2.4 D5 AWD R-Design,16000000,140.000 km,Automática,Diesel
2018 Foton Midi Doble Cabina,6900000,24.500 km,Manual,Bencina
2014 Chevrolet Suburban 5.3 LT Auto 4WD,24990000,145.000 km,Automática,Bencina
2016 Nissan X-Trail 2.5 CVT Advance,16500000,62.120 km,Automática,Bencina
2019 Chevrolet Sail 1.5,8100000,41.000 km,Manual,Bencina
