Nombre,Precio,kilometraje,Transmisión,Combustible
2020 Chevrolet Spark 1.2 GT LT AC,8890000,16.000 km,Manual,Bencina
2018 Mitsubishi L200 2.4 TD Manual Work CD CR,19990000,28.000 km,Manual,Diesel
2013 Chevrolet Cruze 1.8 LS,7500000,109.000 km,Manual,Bencina
2018 Changan Ms201 LFYW89,6500000,22.600 km,Manual,Bencina
2019 Chevrolet Colorado 2.8TD LTZ 4WD,25000000,65.000 km,Manual,Diesel
1998 Chrysler Stratus,4000000,123.000 km,Manual,Bencina
2019 Toyota Prius C,13990000,66.000 km,Automática,Híbrido
2016 Hyundai Grand I10 1.2 GLS AC 2AB ABS,7900000,75.000 km,Manual,Bencina
2007 Chevrolet Astra 1.9D ENJOY MT,5900000,192.000 km,Manual,Diesel
1983 Mercedes-Benz 230,12470000,150.000 km,Manual,Bencina
2013 Mitsubishi MONTERO SPORT G2 MT 4X4,18790000,110.000 km,Manual,Diesel
2014 Hyundai H-1 2.5 CRDI GL 3S Doble Puerta,12000000,200.000 km,Manual,Diesel
2016 Kia Rio 5,9550000,80.000 km,Manual,Bencina
2008 Nissan Tiida,4900000,1.480.000 km,Manual,Bencina
2020 Audi A3 1.4 35 TFSI Stronic Auto Sport Sportback,28000000,9.000 km,Automática,Bencina
2021 Volkswagen Amarok 3.0 TDI Auto 4WD,39000000,29.000 km,Automática,Diesel
2017 Kia Grand Carnival 2.2 DSL EX Full Auto,27280000,94.000 km,Automática,Diesel
2020 Nissan Kicks 1.6 Manual Advance,16450000,9.432 km,Manual,Bencina
2014 Zna Rich 2.4 Standard,7150000,63.000 km,Manual,Bencina
2013 Citroën Ds3,7600000,137.000 km,Manual,Bencina
2018 Citroën C4 Cactus 1.2 Manual Puretech 110 S&S Feel Habana,13890000,37.700 km,Manual,Bencina
2008 Citroën C5,5200000,208.000 km,Manual,Bencina
2015 Mercedes Benz CLA 200 Sedan - RESERVADO,19490000,42.129 km,Automática,Bencina
2013 Mazda Bt-50 2.2 DSL SDX Hi Rider,17000000,227.000 km,Manual,Diesel
2004 Hyundai Elantra,3800000,150.000 km,Automática,Bencina
2018 Volkswagen Polo 1.6 Manual Highline,8800000,134.000 km,Manual,Bencina
2017 CitroÃ«n SPACETOURER HDI 2.0 MT A/C,19990000,84.700 km,Manual,Diesel
2016 MG Mg3,7390000,839.000 km,Manual,Bencina
2012 Dodge Ram 1500,15000000,91.000 km,Automática,Bencina
2017 Hyundai Grand Santa Fe,24990000,17.000 km,Automática,Bencina
2007 Mercedes-Benz A 170,6790000,100.000 km,Manual,Bencina
2021 Volkswagen Amarok 2.0 TDI Manual Comfortline,32000000,2.229 km,Manual,Diesel
2010 MINI Cabrio,11600000,114.000 km,Manual,Bencina
2011 Dodge Ram 1500 1500 4x4,18550000,137.000 km,Automática,Bencina
CHEVROLET TRACKER 2019 TRACKER II 1.8 FWD LT MT L,16390000,25.500 km,Manual,Bencina
2011 Toyota Rav4 2.4 Lujo Auto 4x2,7500000,13.800 km,Automática,Bencina
2018 Suzuki Swift 1.2 Manual GL Sport,9750000,27.000 km,Manual,Bencina
2014 Volvo S60 1.6 T4 Powershift Comfort,15250000,64.588 km,Automática,Bencina
2007 Pontiac Grand Prix,9500000,131.000 km,Automática,Bencina
2007 Subaru Wrx,12650000,220 km,Manual,Bencina
2013 Nissan Qashqai+2 2.0 CVT 4WD,9600000,141.000 km,Automática,Bencina
2015 Ford Ranger 3.2 DSL Duratorq XL,15970000,125.000 km,Manual,Diesel
2017 Fiat Doblo Cargo,7400000,107.000 km,Manual,Diesel
2018 Audi Tt 2.0 TFSI Stronic Auto Coupe,32980000,38.000 km,Automática,Bencina
2012 Lifan X60,5600000,98.000 km,Manual,Bencina
2010 Mercedes-Benz C 180,12880000,79.873 km,Manual,Bencina
2020 KIA MOTORS SPORTAGE 2.0 GSL LX C Special Pack,19490000,35.800 km,Manual,Bencina
2017 Mazda 5,13500000,74.000 km,Automática,Bencina
2016 Mitsubishi L200,18300000,97.000 km,Automática,Diesel
2007 Renault Mégane,4390000,213.000 km,Manual,Bencina
2016 Mazda Cx-5 2.2 Diesel Skyactiv GT Auto 4WD,19500000,105.000 km,Automática,Diesel
2014 Mahindra Pik Up 2.2 CRDE XL DC,10500000,90.000 km,Manual,Diesel
2019 Subaru Outback LIMITED AWD CVT 2.5,27900000,31.100 km,Automática,Bencina
2016 Jaguar Xe 2.0 R-Sport Auto,24990000,60.000 km,Automática,Bencina
2014 Citroën Nemo 1.2 HDI P. Lateral,6800000,120.000 km,Manual,Diesel
2016 Toyota Tundra 5.7 Limited Auto,26800000,190.000 km,Automática,Bencina
2016 BMW 116 1.6 116i A M Sport,16200000,61.740 km,Automática,Bencina
2013 Mazda 6 Mazda,12300000,100.800 km,Automática,Bencina
2021 SsangYong Musso 2.2D Grand Full 4WD QL712,24990000,21.000 km,Manual,Diesel
2019 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,41990000,30.576 km,Automática,Bencina
2020 Dongfeng Sx6 1.6 Luxury 7 Asientos,11800000,21.400 km,Manual,Bencina
2017 Baic X35,9100000,96.148 km,Manual,Bencina
2012 Suzuki Celerio,4300000,142.000 km,Manual,Bencina
2009 Citroën C4 1.6 Auto,4000000,100.000 km,Automática,Bencina
2013 Toyota Yaris 1.5 GLI AA,7000000,175.000 km,Manual,Bencina
2013 Chevrolet Aveo 1.4,55000000,1.300.000 km,Manual,Bencina
2012 Fiat 500 1.2,6980000,107.000 km,Manual,Bencina
2021 Maxus G10 1.9T Cargo,17980000,NA,Manual,Diesel
2014 Alfa Romeo Giulietta 1.4 T 170BHP Progression TCT,11600000,96.000 km,Automática,Bencina
