Nombre,Precio,kilometraje,Transmisión,Combustible
2017 CHEVROLET SILVERADO 5.3 Auto LTZ DC 4WD,35990000,78.000 km,Automática,Bencina
2011 Porsche Cayenne 4.8 S Tiptronic,23900000,108.000 km,Automática,Bencina
2018 Jeep Compass 2.4 Sport LX,16000000,71.000 km,Manual,Bencina
2019 Ford EXPLORER ECOBOOST 2.3 4X2,27990000,19.000 km,Automática,Bencina
2015 Subaru Xv Awd,14990000,1 km,Manual,Bencina
2019 Chevrolet Cavalier 1.5 LS,9690000,18.000 km,Manual,Bencina
2014 Audi Q3 2.0 TFSI S Tronic Quattro,20000000,100.000 km,Automática,Bencina
2018 Chevrolet Prisma 1.4 LTZ,9600000,33.000 km,Manual,Bencina
2018 Mitsubishi Outlander 2.0 Manual,14990000,85.000 km,Manual,Bencina
2015 Ford Ranger 3.2 DSL Duratorq XL,16400000,181.000 km,Manual,Diesel
2018 SsangYong Actyon Sports 2.2D Full Manual 6AS712 2AB 4WD,19480000,127.000 km,Manual,Diesel
2014 Hyundai Santa Fe GLS 4WD 2.4 AT,17590000,131.000 km,Automática,Bencina
2021 Chery Tiggo 2 AUTOMATICO CONSULTA FINANCIAMIENTO,12690000,1 km,Automática,Bencina
MAZDA 5 2017 5 V 2.0,15390000,76.517 km,Manual,Bencina
2014 Nissan March 1.6 Sence Auto,7990000,57.100 km,Automática,Bencina
AUDI A4 2010 A4 1.8T MULTITRONIC,10990000,85.100 km,Automática,Bencina
2019 Citroën Ds4,17500000,56.000 km,Automática,Diesel
2003 Nissan X-Trail,5600000,131.258 km,Automática,Bencina
2015 Fiat 500 CONSULTA POR FINANCIAMIENTO,8690000,1 km,Manual,Bencina
2020 Nissan Versa Sense,12600000,20.000 km,Manual,Bencina
2019 Mazda 3 Sport,15990000,21.000 km,Automática,Bencina
2011 Mazda 2 1.5 V,6900000,108.000 km,Manual,Bencina
2018 Volkswagen Amarok 2.0 TDI Comfortline Auto 4WD,22400000,58.000 km,Automática,Diesel
2014 Suzuki Grand Vitara 2.4 GLX Sport Winche 4WD,10500000,138.500 km,Manual,Bencina
2016 Kia Rio 4 1.4 EX Manual,8500000,96.000 km,Manual,Bencina
2017 Toyota COROLLA 1.8 GLI VG0 CVT AT 4P,12490000,61.100 km,Automática,Bencina
2008 Toyota Rav4 2.4 4x2 AUTO,9500000,138.900 km,Automática,Bencina
1990 Jeep Cherokee,7800000,200 km,Automática,Bencina
2008 Mitsubishi Lancer GLX,5500000,179.000 km,Manual,Bencina
2017 Jac S5 2.0 Comfort,9200000,63.300 km,Manual,Bencina
1966 Ford MUSTANG 289 CABRIO REALMENTE NUEVO,31990000,200.000 km,Automática,Bencina
2013 Kia Frontier,14500000,230.000 km,Manual,Diesel
2012 Hyundai Elantra 1.6 MD GLS AC 2AB,8000000,40.500 km,Manual,Bencina
2013 Volvo C30 2.0 Auto,11100000,70.000 km,Automática,Bencina
2016 Geely Ex7 2.0 GS,8500000,10.880 km,Manual,Bencina
RENAULT CLIO 2017 1.2 EXPRESSION,10680000,101.000 km,Manual,Bencina
2013 Volkswagen Amarok 2.0 TDI Trendline,13400000,118.000 km,Manual,Diesel
2018 Kia Sportage 2.0 GSL LX,16900000,66.000 km,Manual,Bencina
2014 Mazda 3 Sport,8990000,150.000 km,Manual,Bencina
2019 Peugeot 2008,15890000,67.000 km,Manual,Diesel
2016 Brilliance H230,5800000,58.000 km,Manual,Bencina
2012 Chevrolet Aveo 1.4 LS AC,6690000,129.000 km,Manual,Bencina
2020 Mercedes-Benz C 300 2.0 C 300 Auto Coupe,45000000,4.878 km,Automática,Bencina
2014 Kia Sorento,16500000,132.000 km,Automática,Bencina
2018 Chevrolet Traverse,28000000,36.000 km,Automática,Bencina
2014 Mercedes-Benz E 250 2.0 E 250 Auto,22500000,92.000 km,Automática,Bencina
2018 Chevrolet SAIL LT MT A/C 1.5CC,9490000,30.298 km,Manual,Bencina
2016 Suzuki Grand Vitara,13500000,65.000 km,Manual,Bencina
2014 Citroën C3 1.4 HDI Seduction,8500000,74.100 km,Manual,Diesel
2017 Ford Ranger 3.2 Manual DSL Duratorq XL 4WD,18800000,73.500 km,Manual,Diesel
PEUGEOT 2008 2020 2008 ALLURE BLUEHDI 1.5 AUT,20990000,36.250 km,Automática,Diesel
2013 Byd S6 2.0 GLXI,6800000,87.500 km,Manual,Bencina
2014 Hyundai Santa Fe 2.2 DM GLS CRDI Auto,17450000,87.000 km,Automática,Diesel
2014 Chevrolet Silverado 5.3 Auto CD 4WD,26490000,91.187 km,Automática,Bencina
2012 Hyundai I30 1.6 Auto GLS AC 2AB ABS,8590000,70.500 km,Automática,Bencina
2011 Volvo C30,9000000,115.000 km,Automática,Bencina
2021 Honda Wr-V 1.5 LX,14200000,2.700 km,Manual,Bencina
2010 Audi A6 2.0 TFSI Multitronic,10590000,181.000 km,Automática,Bencina
2013 Ford Focus,8450000,144.000 km,Manual,Bencina
2021 Kia MORNING MT 1.2 EX,10590000,5.500 km,Manual,Bencina
2010 Chevrolet Colorado 3.7 Z71 Auto 4x4,12000000,160.000 km,Automática,Bencina
2015 Peugeot 2008,3000000,149.263 km,Manual,Diesel
2011 Volvo Xc70 3.2 AWD,11900000,176.000 km,Automática,Bencina
2016 Audi Tt 2.0 TFSI S Tronic Coupe,28800000,58.000 km,Automática,Bencina
2013 SsangYong Korando 2.0D,9000000,124 km,Manual,Diesel
2021 Maxus V80 2.5 LWB MR,23907100,NA,Manual,Diesel
2019 Skoda OCTAVIA 1.4 MT,15990000,22.700 km,Manual,Bencina
2007 BMW 330,13900000,115.000 km,Automática,Bencina
2012 Dodge Dakota 3.7 Sport Quad Cab SXT 4X2 Auto,16280000,85.000 km,Automática,Bencina
2010 Mercedes Benz GL 450 GL 450,21490000,184.000 km,Automática,Bencina
2017 Peugeot 301 1.6 VTI Manual,8500000,104.000 km,Manual,Bencina
2016 Peugeot 308,12690000,1 km,Automática,Bencina
2018 Honda Hr-V 1.8 CVT Auto EX,15300000,42.000 km,Automática,Bencina
2018 Citroën C-Elysee 1.6 Manual HDI 92 Feel,9850000,166.000 km,Manual,Diesel
2014 Nissan 370Z 3.7 Auto,21500000,55.000 km,Automática,Bencina
2018 SsangYong Actyon Sports 2.2D STD Manual 6AS611,15200000,58.000 km,Manual,Diesel
2015 MAZDA 3 2.0 Skyactiv-G V,12990000,159.800 km,Manual,Bencina
2007 Nissan Pathfinder 2.5D LE LUX AT 4X4 MARUBENI,10500000,200.000 km,Automática,Diesel
2016 Mahindra Xuv500 2.2 Diesel,10990000,167.000 km,Manual,Diesel
2011 Dodge Durango EXPRESS 3.6 AUT,11990000,323.000 km,Automática,Bencina
2016 Rolls-Royce GHOST 6.6 AUT,152990000,11.093 km,Automática,Bencina
1999 Ford F-150,6200000,285.000 km,Manual,Bencina
2015 Honda Accord 3.5 V6 Auto,15000000,138.000 km,Automática,Bencina
2019 Kia SPORTAGE 2.0 GSL Auto LX C Special Pack,20990000,35.000 km,Automática,Bencina
2016 Hyundai Tucson,15800000,80.000 km,Manual,Diesel
2018 Peugeot 208 1.6 BlueHDI 100 Manual HPActive,12990000,28.726 km,Manual,Diesel
2015 Ford F-150 5.0 Double Cab Lariat Luxury 4WD,25850000,220.000 km,Automática,Bencina
"2017 Mazda 3 Sport Bosé - 2,5 GT",16000000,66.000 km,Automática,Bencina
2019 MG 3 Confort,9350000,4.600 km,Manual,Bencina
2015 Porsche Cayenne 3.6 V6 Tiptronic 4WD,34250000,92.000 km,Automática,Bencina
2017 Kia Cerato Cerato Ex 1.6 G,11300000,170 km,Manual,Bencina
2013 Toyota YARIS GLI 1.5 AUT,8300000,184.000 km,Automática,Bencina
2017 Kia Frontier 2.5 CRDI SR CS,21984953,111.248 km,Manual,Diesel
2008 Chevrolet Corsa 1.6 PWR DH,3580000,154.000 km,Manual,Bencina
2010 Ford Mustang GT Deluxe 4.6 24V V8,18750000,107.000 km,Automática,Bencina
2009 Nissan X-Trail 2.5 X CLASSIC 4X4 ALW,8500000,93.000 km,Manual,Bencina
2017 MINI Cooper F56 COOPER 1.5 MT,15990000,98.000 km,Manual,Bencina
2009 Toyota Corolla 1.6 XLI,5590000,224.000 km,Manual,Bencina
2019 Haval H2 1.5T Elite,14500000,8.900 km,Manual,Bencina
2014 Mercedes-Benz E 200 2.0 E 200 Auto SRF,17890000,95.000 km,Automática,Bencina
