Nombre,Precio,kilometraje,Transmisión,Combustible
2013 Opel Corsa Color 1.6 Turbo,10500000,68.000 km,Manual,Bencina
2006 Volvo V50,5950000,149.400 km,Automática,Bencina
2005 Chevrolet Corsa 1.6 Extra Pwr Cd Ac,3290000,199.000 km,Manual,Bencina
2004 Volkswagen Polo Hatchback 1.6,4000000,143.171 km,Manual,Bencina
2017 Kia Morning 1.2 EX Full,7890000,55.000 km,Manual,Bencina
2021 Ford Bronco Sport 2.0 Wildtrak Auto 4WD,31500000,14.500 km,Automática,Bencina
1994 Opel Corsa,2000000,1.000.000.000 km,Automática,Bencina
2013 Byd F0 1.0 GLi,4000000,65.554 km,Manual,Bencina
2019 Toyota Rush 1.5 MT,13000000,525 km,Manual,Bencina
2019 HYUNDAI ELANTRA 1.6 Premium,13990000,51.720 km,Manual,Bencina
2015 Mitsubishi Montero Sport 2.5 Diesel G2 4X2,18990000,56.000 km,Manual,Diesel
2016 Ford Ranger 3.2 DSL Duratorq XLT 4WD,16000000,159.000 km,Manual,Diesel
2015 Nissan Navara,14500000,58.000 km,Manual,Diesel
2019 Renault Symbol Sedan,8300000,39.000 km,Manual,Bencina
2019 MINI F56,18990000,19.858 km,Automática,Bencina
2011 Subaru XV XV 2.0 R AWD MT,9890000,135.350 km,Manual,Bencina
2013 Volvo Xc60 2.0 T5 Confort,13750000,111.000 km,Automática,Bencina
2017 CitroÃ«n SPACETOURER BUSINESS HDI 2.0 AC,19490000,82.403 km,Manual,Diesel
2019 BMW X1 2.0 SDrive18i A Luxury,27790000,52.000 km,Automática,Diesel
2017 Audi A3 1.4 TFSI Stronic Auto,17500000,72.000 km,Automática,Bencina
2017 Hyundai Porter DOBLE CABINA CAJA 6TA,18490000,138.000 km,Manual,Diesel
2017 Jeep Wrangler SPORT 4X4 3.6 A,25990000,59.112 km,Automática,Bencina
2021 Dfsk Refritruck CARGO BOX,16590000,50 km,Manual,Bencina
2017 Hyundai Grand I10,7690000,60.000 km,Manual,Bencina
2014 Toyota Fj Cruiser 4.0 LTD Auto 4WD,25600000,100.000 km,Automática,Bencina
2008 Chrysler Caravan,5850000,290.000 km,Automática,Bencina
2012 Peugeot Partner,7500000,181.000 km,NA,NA
2015 Renault Fluence 2.0 Dynamique CVT,11200000,37.000 km,Automática,Bencina
2013 Jeep Grand Cherokee 3.6 Laredo Auto,15200000,188.000 km,Automática,Bencina
2017 Maxus V80,16800000,290.000 km,Automática,Diesel
2008 Hyundai Getz FL 1.4 GL 2AB 3P,4350000,144.441 km,Manual,Bencina
SUZUKI CELERIO 2016 CELERIO GA HB 1.0,6790000,70.299 km,Manual,Bencina
2019 Jeep Wrangler 3.6 Sport Auto 4WD,30000000,29.000 km,Automática,Bencina
2017 Suzuki Alto 0.8 800 Manual DLX AC 2AB,5000000,123.000 km,Manual,Bencina
2019 Hyundai I20 1.4 Manual Active L,10980000,44.000 km,Manual,Bencina
2020 Subaru Forester SUBARU NEW FORESTER,22990000,23.000 km,Automática,Bencina
2017 Chevrolet Cruze 1.4T Auto LTZ,12950000,20.000 km,Automática,Bencina
2012 Mitsubishi L200 D/C 4X4 TD Katana CRM,13500000,246.000 km,Manual,Diesel
2019 Mitsubishi Mirage 1.2 Manual GLX,7500000,50.000 km,Manual,Bencina
2012 Hyundai H-1,12800000,246.450 km,Manual,Diesel
2010 Hyundai Santa Fe 2.4 GLS 4WD Auto FullL,10100000,169.000 km,Automática,Bencina
2013 Ford Escape 2.5 S Auto,11250000,150.000 km,Automática,Bencina
2018 Porsche Boxster,46900000,16.000 km,Automática,Bencina
2014 Alfa Romeo Mito 1.4 Turbo Distinctive,14990000,43.500 km,Manual,Bencina
2012 Jeep Grand Cherokee 3.6 Limited 4WD Auto,16000000,159.000 km,Automática,Bencina
2018 Toyota Tundra 5.7 Limited Auto,29990000,73.000 km,Automática,Bencina
1991 Nissan V16,2900000,167.000 km,Manual,Bencina
2011 Chrysler Grand Town Country LX 3.8 AUT,8990000,100.625 km,Automática,Bencina
2017 Volvo V40 Cross Country 2.0 D2 Auto,17500000,91.000 km,Automática,Diesel
2008 Mitsubishi Outlander GL 2WD,6800000,189.000 km,Automática,Bencina
2010 Suzuki Grand Vitara,9000000,170.000 km,Manual,Bencina
2014 Toyota Auris 1.6 LEI,10500000,120.000 km,Manual,Bencina
2018 Suzuki Sinmodelo Swift,10300000,4.600 km,Manual,Bencina
2021 BMW X6 4.4 M Competition Auto,133000000,4.000 km,Automática,Bencina
2017 Mercedes-Benz Gle Coupe 43 Amg 3.0 Mercedes-AMG GLE 43 Auto 4Matic,50000000,54.000 km,Automática,Bencina
2011 Volvo S60,10500000,135.000 km,Automática,Bencina
SUZUKI CELERIO 2016 CELERIO GA HB 1.0,7790000,70.299 km,Manual,Bencina
2008 Volvo C30,7890000,182.500 km,Manual,Bencina
2010 Renault Sandero Expression AC,4700000,2.223 km,Manual,Bencina
2019 Peugeot Partner NEW PARTNER 1.6 MT 4X2 DSL AB2 90 HP EV,14900000,81.194 km,Manual,Diesel
2021 Uaz Profi 2.7 CS GLP 4WD,16291100,6 km,Manual,Bencina
2013 Dodge Dart 2.0 Auto SXT Rallye Sport,13200000,100.000 km,Automática,Bencina
FORD EXPLORER 2019 EXPLORER LTD 4X4 2.3 AUT,34590000,29.946 km,Automática,Bencina
2018 Ford Edge 2.0 Ecoboost Auto SE,19000000,80.000 km,Automática,Bencina
2016 Hyundai Accent 1.4 RB GL AC,9000000,76.000 km,Manual,Bencina
2018 Peugeot 301 1.6 HDI Active Pack,10590000,80.000 km,Manual,Diesel
2010 Fiat Fiorino,2800000,100.000 km,Manual,Bencina
2001 Peugeot 406,4950000,180.000 km,NA,NA
2012 Dodge Caliber,8800000,206.000 km,Automática,Bencina
2015 BMW X5 3.0 XDrive30D A,28790000,215.000 km,Automática,Diesel
2010 Renault Sandero Dynamique,4800000,125.000 km,Manual,Bencina
2005 Volkswagen Gol,3250000,167.000 km,Manual,Bencina
2014 Peugeot Boxer 2.2 HDI 110 Chassis Cab CD L3,13990000,277.000 km,Manual,Diesel
2019 Volkswagen Tiguan 1.4 TSI DSG Comfortline 5A,21470000,26.000 km,Automática,Bencina
2007 Volkswagen Fox 1.6 AA,3900000,105.000 km,Manual,Bencina
2017 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,32990000,116.810 km,Automática,Bencina
2017 Audi A3 1.4 TFSI Stronic Auto,16990000,72.000 km,Automática,Bencina
