Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Volkswagen Volare Voyage,6900000,79.500 km,Manual,Bencina
2016 Kia Soul 1.6 EX,12990000,89.000 km,Manual,Bencina
2014 Citroën Nemo 1.2 HDI P. Lateral,7490000,154.600 km,Manual,Diesel
2012 SsangYong Actyon Sports 2.0 4x4 Full,10490000,274.548 km,Manual,Diesel
2011 Chevrolet Optra 1.6 XL Limited,5800000,106.400 km,Manual,Bencina
2018 Suzuki Vitara 1.6 Manual GLS,15000000,32.500 km,Manual,Bencina
2017 Peugeot 308 1.2 Puretech 130 HP Manual Allure Pack,12200000,45.000 km,Manual,Bencina
2018 Nissan X-Trail 2.5 CVT Auto Sense,16800000,33.000 km,Automática,Bencina
2012 Toyota 4Runner 4.0 Limited 4x4 Auto,18500000,173.000 km,Automática,Bencina
2018 Peugeot 3008 2.0 BlueHDI 180 Auto GT,24990000,43.000 km,Automática,Diesel
2009 Ford F-150,12000000,202.000 km,Automática,Bencina
2022 Maxus T60 T60 GL 4x4 D20,19623100,NA,Manual,Diesel
2013 Mercedes-Benz C 180 1.8 C CGI Blue Efficiency,14500000,66.450 km,Automática,Bencina
KIA RIO 2016 RIO 5 EX 1.2,9990000,63.966 km,Manual,Bencina
2017 SKODA Spaceback,11800000,73.000 km,Automática,Bencina
2013 Ford Focus SE 2.0,8500000,135.000 km,Automática,Bencina
2019 Peugeot 3008 1.6 THP 165 Auto Allure,21500000,33.500 km,Automática,Bencina
2019 Ford FIESTA HB 1.6,11490000,NA,Manual,Bencina
2016 Peugeot Boxer 2.2 HDI 150 HP L1H1,14500000,202.500 km,Manual,Diesel
2017 Dodge Ram 2500,40000000,125.000 km,Automática,Diesel
2006 Chevrolet Corsa 1.6 DH 5P,3000000,141.500 km,Manual,Bencina
2017 Chevrolet Sail 1.5,7500000,137.000 km,Manual,Bencina
2020 Mercedes-Benz A 35 Amg,45500000,4.900 km,Automática,Bencina
2011 Jmc Carrying,10500000,58.000 km,Manual,Diesel
2020 Brilliance Konect,10500000,10.040 km,Manual,Bencina
2020 Fiat 500 Pop,8500000,6.172 km,Manual,Bencina
2014 Kia Rio 5 1.4 EX Manual AB AC,8850000,95.000 km,Manual,Bencina
2017 SsangYong Actyon Sports 2.0D Manual Full NAS612,15900000,77.000 km,Manual,Diesel
2014 Hyundai Elantra 1.6 MD GLS AC 2AB,9000000,134.050 km,Manual,Bencina
2018 Peugeot 3008 1.6 THP 165 Auto Active Pack,9000000,46.000 km,Automática,Bencina
2017 Hyundai Accent 1.4 RB Manual GL 2AB,9890000,92.867 km,Manual,Bencina
2016 Audi Q3 1.4 TFSI S Tronic,18490000,154.000 km,Automática,Bencina
2013 Hyundai Veloster 1.6 GLS Full,10900000,89.893 km,Manual,Bencina
2018 Ford F-150,34950000,70.300 km,Automática,Bencina
2007 Hyundai Tucson 2.0 GL MT 4WD,6000000,201.000 km,Manual,Bencina
2008 BMW 530 530I A,11680000,204.000 km,Automática,Bencina
