Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Audi A4 2.0 TFSI Stronic Auto Design,20990000,45.500 km,Automática,Bencina
2018 Ford Focus 2.0 SE Power Shift Auto,13000000,61.628 km,Automática,Bencina
2013 SsangYong Actyon Sports 2.0D 4WD,11790000,169.000 km,Manual,Diesel
2021 Foton Midi CABINA SIMPLE 1.3CC,7550000,NA,Manual,Bencina
2006 Nissan 350Z,19500000,80.000 km,Manual,Bencina
2016 Kia Cerato 1.6 EX Manual Special Pack,16080000,180.000 km,Manual,Bencina
2005 Hyundai Sonata 2.0 GLS AUTO 4AB ABS,5500000,220.000 km,Automática,Bencina
2016 Audi A4 1.4 TFSI AUT,22990000,28.600 km,Automática,Bencina
2015 Suzuki Sx4 S-Cross GL SCROSS,10980000,165.000 km,Manual,Bencina
2011 Nissan Murano,11800000,149.970 km,Automática,Bencina
2016 Dodge Ram 1500 4x4,24800000,100.000 km,Automática,Bencina
2018 Volvo S90 2.0 T6 Inscription 4WD,31900000,33.500 km,Automática,Bencina
2012 Audi A6 Allroad Quattro,18000000,80.000 km,Automática,Bencina
2018 Maserati Quattroporte 3.0 V6 SQ4 Auto 4WD,57990000,17.000 km,Automática,Bencina
2019 Jeep Grand Cherokee 3.6 Limited 4WD Auto,38500000,6.900 km,Automática,Bencina
2017 Ford F-150 5.0 Double Cab XLT 4WD,27900000,117.000 km,Automática,Bencina
2006 Ford Expedition,10380000,134.000 km,Automática,Bencina
2012 BMW 316 316iA,10000000,120.000 km,Automática,Bencina
1994 Toyota Corolla,2990000,360.000 km,Automática,Bencina
2017 Ford Ecosport 1.6 Manual Titanium,12990000,1 km,Manual,Bencina
2007 Subaru B9 Tribeca,7800000,125.000 km,Automática,Bencina
2014 Ford Focus,8990000,89.000 km,Manual,Bencina
2019 Citroën C3 Aircross C3 AIRCROSS HB 1.6,16990000,81.913 km,Manual,Bencina
2014 Hyundai I10,5500000,85.000 km,Manual,Bencina
2018 Jeep Renegade 1.8 Manual Sport LX,15200000,30.154 km,Manual,Bencina
2014 Suzuki Alto,5190000,83.561 km,Manual,Bencina
2009 Jeep Wrangler Unlimited,20000000,197.000 km,Automática,Diesel
2019 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,27990000,74.800 km,Automática,Diesel
2013 Chrysler Town & Country,13200000,148.000 km,Automática,Bencina
2015 Mazda 3 2.0 Skyactiv-G V Auto,12000000,115.000 km,Automática,Bencina
2013 Peugeot 207 1.4 HDI 68 HP Compact Generation,6100000,177.558 km,Manual,Diesel
2011 Hyundai Tucson 2.0 LM GL 4WD AC 2AB ABS Auto,11390000,132.500 km,Automática,Bencina
2014 Nissan Qashqai,11300000,111.526 km,Automática,Bencina
2014 Fiat Doblo Cargo 1.3D,9500000,1 km,Manual,Diesel
2013 Hyundai Equus 4.6 VS,15390000,93.000 km,Automática,Bencina
2018 SsangYong Actyon Sports 2.0D Manual Full NAS612,14500000,76.700 km,Manual,Diesel
2016 Peugeot 308 1.6 e-HDI 115 HP Allure,13800000,71.500 km,Manual,Diesel
2017 Mercedes-Benz C 180 1.6 C 180 Auto,23980000,14.000 km,Automática,Bencina
FORD EXPLORER 2019 EXPLORER LTD 4X4 2.3 AUT,34590000,29.946 km,Automática,Bencina
2018 Volkswagen Saveiro 1.6 Manual DC,10490000,NA,Manual,Bencina
2018 SKODA Rapid 1.4 TSI DSG Auto Style Spaceback,12750000,61.891 km,Automática,Bencina
2019 Renault Fluence 2.0 Dynamique CVT Auto,12990000,7.000 km,Automática,Bencina
2015 Renault Megane III,7600000,78.000 km,Manual,Bencina
2014 Volkswagen Gol,6400000,100.200 km,Manual,Bencina
2020 Hyundai H350 Solati,36890000,5.080 km,Manual,Diesel
2018 Citroën BERLINGO 1.6 Manual HDI VU BVM5 AA 2AB Corto,11990000,110.000 km,Manual,Diesel
2012 Nissan Versa 1.6 Sense Auto,8900000,64.500 km,Automática,Bencina
2019 Suzuki Ciaz 1.4 GL Auto BT,11900000,60.000 km,Automática,Bencina
2017 Jeep Compass,13980000,82.000 km,Automática,Bencina
2016 SKODA Rapid 1.4 TSI DSG Style Spaceback,12990000,5.500 km,Automática,Bencina
2016 Hyundai Accent 1.4 RB GL AC,9200000,47.000 km,Manual,Bencina
2014 BMW 530 3.0 530D A,24990000,84.000 km,Automática,Diesel
2020 Peugeot Boxer 2.0 BlueHDI 160 L4H2,30000000,101.300 km,Manual,Diesel
2010 Kia Carnival II,8150000,210.000 km,Manual,Diesel
2014 BMW X5,28000000,150.000 km,Automática,Diesel
2018 Toyota Hilux 2.8D SRV Auto 4WD,26450000,109.340 km,Automática,Diesel
2015 Suzuki Swift 1.2 GLX,8200000,84.000 km,Manual,Bencina
2018 Toyota Rav4 2.0 Manual Lujo,16500000,21.000 km,Manual,Bencina
2008 Kia Morning II 1.1 EX DH AA,3500000,162.000 km,Manual,Bencina
2015 Jeep Grand Cherokee 3.6 Limited 4WD Auto,23900000,90.000 km,Automática,Bencina
2018 Hyundai Porter 2.5 MT4X2 DSL ST,19990000,89.300 km,Manual,Diesel
2013 Chevrolet Spark Gt,6300000,77.000 km,Manual,Bencina
2021 Great Wall Poer 2.0 TD Deluxe,23500000,3.500 km,Manual,Diesel
2016 Toyota Hilux 2.8D Auto 4WD,20950000,110.000 km,Automática,Diesel
2016 Audi A3 1.4 TFSI S Tronic,16980000,53.000 km,Automática,Bencina
2018 Suzuki Alto 0.8 800 Manual DLX AC 2AB,6790000,130.000 km,Manual,Bencina
BMW 530 2014 550I PREMIUM 4.4 AUT,25990000,81.100 km,Automática,Bencina
2015 Volkswagen Saveiro,9500000,148.000 km,Manual,Bencina
CHEVROLET COLORADO 2021 COLORADO II LT MT 2.8TD 4WD,22990000,27.600 km,Manual,Diesel
2011 Mazda 3 1.6 V Auto SRF,7990000,89.000 km,Automática,Bencina
1988 Volkswagen Kombi,8900000,100.000 km,Manual,Bencina
2013 Ford Fiesta 1.6 Titanium,6450000,160.000 km,Manual,Bencina
2008 Chrysler Sebring CABRIO 2.7 TECHO DURO,11990000,98.000 km,Automática,Bencina
2018 Changan Cx70 Luxury,12100000,58.000 km,Manual,Bencina
2017 Peugeot Expert EXPERT 2.0 MT 4X2 DSL L2H1 HDI NAV E5,18900000,161.594 km,Manual,Diesel
2013 Chevrolet Cruze 1.8 LS,7500000,109.000 km,Manual,Bencina
2015 Suzuki Celerio 1.0 GLX,6200000,96.500 km,Manual,Bencina
RENAULT SYMBOL 2017 EXPRESSION 1.6,7490000,58.300 km,Manual,Bencina
2017 BMW 420 2.0 420i A Coupe,26700000,56.000 km,Automática,Bencina
2016 VOLKSWAGEN AMAROK 2.0,22950000,173.872 km,Automática,Diesel
2020 Mercedes-Benz Amg Gt 4.0 V8 S DCT,145000000,8.000 km,Automática,Bencina
2011 Audi S6 5.2 FSI Tiptronic Quattro,18900000,108.015 km,Automática,Bencina
2013 Land Rover Range Rover,37600000,145.000 km,Automática,Diesel
2012 Ford Econoline,15500000,64.000 km,Automática,Bencina
2012 Suzuki Alto 800 GL2,3800000,134.000 km,Manual,Bencina
2006 Mercedes-Benz E 280,9400000,195.000 km,Automática,Bencina
2019 Mercedes-Benz C 43 Amg 3.0 Mercedes-AMG C 43 Auto 4Matic,49500000,45.310 km,Automática,Bencina
1998 Suzuki Vitara,5500000,186.380 km,Manual,Bencina
2019 Ford ESCAPE AT,18890000,35.500 km,Automática,Bencina
2010 Samsung Sm3 LE 1.6 Auto SR,3500000,180.000 km,Automática,Bencina
"2007 Dodge Dakota slt 4,7",8290000,104.500 km,Automática,Bencina
2008 Jeep New Grand Cherokee,8500000,275.000 km,Automática,Bencina
2018 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD,23900000,125.000 km,Automática,Diesel
2014 Kia Rio 3,7300000,135.000 km,Manual,Otros
2017 Mahindra Xuv500 2.2 Manual Diesel,11990000,131.166 km,Manual,Diesel
2014 Foton Midi 1.5,5200000,165.000 km,Manual,Bencina
2009 Mazda 6 2.0 V Auto,9500000,90.000 km,Automática,Bencina
2018 Kia Morning,8200000,25.000 km,Manual,Bencina
2011 Chevrolet Aveo III,5000000,150.000 km,Manual,Bencina
2013 Peugeot Partner 1.6 HDI L1 90HP Pack,8490000,217.000 km,Manual,Diesel
