Nombre,Precio,kilometraje,Transmisión,Combustible
1997 Volkswagen Escarabajo 1.6 I,5180000,347.000 km,Manual,Bencina
2017 Toyota Fj Cruiser 4.0 4x4,31990000,55.200 km,Automática,Bencina
2020 Nissan Qashqai,17450000,19.290 km,Manual,Bencina
2014 Jeep Wrangler Sport,26990000,110.000 km,Automática,Bencina
2015 Renault Symbol FULL,7990000,96.695 km,Manual,Bencina
2018 Mazda Cx-3,15850000,43.000 km,Automática,Bencina
2012 Nissan Qashqai 1.6 4x2,9490000,167.500 km,Manual,Bencina
2018 BMW X1 2.0 SDrive20i A Luxury,23100000,36.500 km,Automática,Bencina
2006 Chevrolet Corvette,27000000,108.000 km,Automática,Bencina
2012 Jeep Grand Cherokee 5.7 Overland 4WD Auto,18490000,120.000 km,Automática,Bencina
2018 Mitsubishi Lancer 1.6 Manual R/T,11490000,104.000 km,Manual,Bencina
2019 Suzuki Celerio 1.0 Manual GA,7490000,68.568 km,Manual,Bencina
2014 Volkswagen Gol 1.6 Trendline 2AB ABS,7000000,150.000 km,Manual,Bencina
2005 Chevrolet Corsa,1700000,149.863 km,Manual,Bencina
2017 Renault Symbol 1.6 Expression,6900000,106.301 km,Manual,Bencina
2017 Jac T6 2.0 Comfort,10000000,114.000 km,Manual,Bencina
MITSUBISHI MIRAGE 2019 GLX 1.2,7190000,70.840 km,Manual,Bencina
2016 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,30500000,530.000 km,Automática,Bencina
2005 BMW 318 318IA,9200000,150.000 km,Automática,Bencina
2020 Suzuki Alto 1.0 K10 Manual GLX AC 2AB ABS,7290000,17.000 km,Manual,Bencina
2020 Mitsubishi L200,29990000,8.000 km,Automática,Diesel
2012 Mahindra Scorpio,8000000,260.000 km,Manual,Diesel
2012 Mercedes-Benz B 180,12500000,177.000 km,Automática,Diesel
1979 Mercedes-Benz 280 Si,3900000,170.000 km,Automática,Bencina
2009 Mercedes-Benz C 230 C 230 Elegance,9000000,119.000 km,Automática,Bencina
2017 Mazda Cx-5,17500000,54.000 km,Manual,Bencina
2016 Chevrolet Silverado 5.3 Auto LTZ DC 4WD,27490000,83.615 km,Automática,Bencina
2018 SsangYong Tivoli XLV,12500000,170.000 km,Manual,Diesel
2017 Mitsubishi L200 2.4 TD Manual Work CD CR,16200000,109.666 km,Manual,Diesel
2008 Toyota Yaris 1.5 XLI,5800000,194.000 km,Manual,Bencina
2016 Audi A3 1.4 TFSI S Tronic,15950000,101.000 km,Automática,Bencina
2013 Nissan Qashqai 1.6 4x2,11000000,81.000 km,Manual,Bencina
2018 Subaru Outback 2.5I CVT Auto Limited ES 4WD,24980000,42.000 km,Automática,Bencina
2010 Suzuki Alto,3500000,130.000 km,Manual,Bencina
2019 Mazda 3 1.6 S,14000000,39.600 km,Manual,Bencina
2014 Byd F0 1.0 GLi,4100000,134.000 km,Manual,Bencina
1996 Hyundai Accent,1000000,184.000 km,Manual,Bencina
2011 Chevrolet Spark 1.0 LT,3800000,118.000 km,Manual,Bencina
2019 Chery Arrizo3 CONSULTA POR FINANCIAMIENTO,8590000,1 km,Manual,Bencina
2001 Hyundai Accent Prime Prime GLS A/A,2500000,236.000 km,Manual,Bencina
2017 Subaru OUTBACK ALL NEW OUTBACK AWD 2.0 AUT,22990000,111.000 km,Automática,Diesel
2010 Kia Rio 5 1.4 EX Auto DH AC DAB LL,5800000,150.000 km,Automática,Bencina
2018 Nissan Qashqai,14999900,49.000 km,Manual,Bencina
2010 Subaru 2.0,7300000,180.226 km,Automática,Bencina
2017 MINI F56,16990000,58.400 km,Manual,Bencina
2012 Volkswagen Gol 1.6 Power AA,6500000,83.563 km,Manual,Bencina
2018 BMW X1 2.0 S-DRIVE 20I LUXURY MILLENIAL 4WD AT,26990000,22.020 km,Manual,Bencina
2015 Mazda 3 2.0 Skyactiv-G V,10890000,125.000 km,Manual,Bencina
2015 Jeep Patriot 2.4 Sport Auto,13900000,92.000 km,Automática,Bencina
2013 Nissan Navara 2.5 DSL SE DC 2AB ABS AE 4WD,10700000,300.000 km,Manual,Diesel
2013 Suzuki Grand Nomade 2.4 GLX Sport,9500000,205.000 km,Manual,Bencina
2007 Audi A6 Allroad Quattro,9800000,180.000 km,Automática,Bencina
2018 Toyota Hilux 2.4D Manual DX,18990000,63.000 km,Manual,Diesel
2018 BMW X4 3.0 M40I XDrive A,40990000,22.100 km,Automática,Bencina
2006 Hyundai H-1,5850000,260.000 km,Manual,Diesel
2018 Mazda Cx-3 2.0 R Auto Skyactive,18000000,27.000 km,Automática,Bencina
2018 Mercedes-Benz C 63 Amg 4.0 Mercedes-AMG C63 Auto,57990000,71.000 km,Automática,Bencina
2014 Kia Cerato,10800000,60.000 km,Manual,Bencina
2016 Mitsubishi L200 2.4 TD Dakar CD CRT 4WD,19500000,112.000 km,Manual,Diesel
2019 Peugeot Tepee TEPEE ELECTRICO 4X2 T/A,18490000,10.800 km,Automática,Eléctrico
2017 Mercedes-Benz A 200 1.6 Manual A 200,18900000,50.200 km,Manual,Bencina
2020 Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure,18190000,16.675 km,Automática,Diesel
2020 Kia Sportage 2.0 DSL LX Auto 6AB,25000000,50.000 km,Automática,Diesel
2021 Mazda CX-5 2.0 R CAR AUDIO 6MT,22490000,10.000 km,Manual,Bencina
2007 Hyundai Terracan,8400000,370.000 km,Manual,Diesel
2007 Suzuki Sx4,6000000,170.387 km,Manual,Bencina
2022 Renault Kwid 1.0 Life,8680000,NA,Manual,Bencina
2012 Mercedes-Benz C 200 1.8 C 200 Blue Efficiency Elegance,13000000,135.000 km,Automática,Bencina
2019 Ford F-150,25150000,56.000 km,Automática,Bencina
2005 Toyota 4Runner,5000000,23.000 km,Automática,Bencina
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,8790000,43.202 km,Manual,Bencina
2017 Chevrolet Tracker 1.8 LT ML,13790000,95.000 km,Manual,Bencina
2013 Honda Cr-V 2.4 EXL Auto 4WD,13880000,106.000 km,Automática,Bencina
2016 Jeep Wrangler UNLIMITED SAHARA,37990000,43.300 km,Automática,Diesel
2017 Nissan Np300 2.3 LE 4X4,26900000,59.900 km,Automática,Diesel
2016 Hyundai Accent 1.4 RB GL AC,9900000,65.000 km,Manual,Bencina
2004 Volkswagen Polo Hatchback 1.6,4000000,143.171 km,Manual,Bencina
2016 Mercedes-Benz E 250 2.0 Coupe E 250 Auto,28980000,58.000 km,Automática,Bencina
1996 Daewoo Racer,2200000,287.000 km,Manual,Bencina
2018 Chevrolet ONIX 1.4 LTZ MT,9390000,35.000 km,Manual,Bencina
2012 Chevrolet Captiva II LS 2.2,14090000,89.958 km,Manual,Diesel
2014 Nissan QASHQAI 2.0 EE 6MT 5P,10590000,146.697 km,Manual,Bencina
2011 Hyundai Elantra HD 1.6 GLS AA,6890000,118.000 km,Manual,Bencina
2017 Peugeot 301 1.6 ACTIVE PACK HDI DIESEL 92HP,8490000,247.000 km,Manual,Diesel
2014 Dodge Ram 2500,32000000,198.000 km,Automática,Diesel
2015 Nissan NAVARA 2.5 SE DIESEL 4WD MT 4P,13990000,153.366 km,Manual,Diesel
2016 Volvo V60 V60CC D4 LTD AWD CROSS COUNTRY,23290000,86.600 km,Automática,Diesel
2017 Peugeot 301 1.6 HDI Allure,8500000,86.000 km,Manual,Diesel
2019 Nissan Kicks 1.6 Manual Advance,14590000,50.000 km,Manual,Bencina
2014 NISSAN QASHQAI 1.6 MT,11650000,116.000 km,Manual,Bencina
2015 Ford Mustang 5.0 GT Auto,23000000,67.200 km,Automática,Bencina
2013 BMW 116I SPORT 1.6 AUT,13000000,98.858 km,Automática,Bencina
1985 BMW 323,22490000,1 km,Automática,Bencina
2018 BMW X2 sDRIVE 2.0 LOOK M,28980000,51.400 km,Automática,Bencina
2019 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,31500000,60.000 km,Automática,Diesel
2013 BMW 320I,15500000,100.000 km,Automática,Bencina
2019 Ford Explorer 3.5 XLT Auto 4WD,29450000,41.400 km,Automática,Bencina
2017 INFINITI Qx60 3.5 Auto Premium 4WD,18500000,50.000 km,Automática,Bencina
2016 BMW 120 1.6 120iA,18000000,45.000 km,Automática,Bencina
2018 Hyundai Accent 1.4 RB CVT Auto GL 2AB AC ABS,10990000,40.000 km,Automática,Bencina
