Nombre,Precio,kilometraje,Transmisión,Combustible
1999 Chevrolet S10,14500000,185.000 km,Manual,Bencina
2011 Mitsubishi L200,9200000,317.000 km,Manual,Diesel
2006 BMW X5,7000000,190 km,Automática,Bencina
1999 Toyota Corolla 1.6 XLI BASIC,2890000,290.000 km,Manual,Bencina
2017 Toyota HILUX DX 4X4 IVA Incluido,18100000,193.900 km,Manual,Diesel
2007 Fiat Weekend,4500000,139.203 km,Manual,Bencina
2019 Citroën Ds4,17500000,56.000 km,Automática,Diesel
2018 Suzuki Grand Nomade 2.4 Manual GLX Nav,13900000,33.000 km,Manual,Bencina
2015 Subaru Legacy 2.5I CVT Premium 4WD,15490000,93.300 km,Automática,Bencina
2019 BMW X1 2.0 SDrive20i A Millenium,26990000,6.608 km,Automática,Bencina
2009 Dodge Caliber,7800000,136.500 km,Automática,Bencina
2020 Fiat Uno 1.4 Manual Evo Way AC,8480000,7.900 km,Manual,Bencina
2015 Volvo V40 1.6 D2 Comfort,12590000,100.000 km,Manual,Diesel
2017 Nissan Np300 2.3 Manual DSL LE 4WD,21000000,94.680 km,Manual,Diesel
2017 Mazda Cx-3,14800000,36.000 km,NA,NA
2021 Chevrolet Suburban 5.3 Z71 Auto 4WD,51290000,4.500 km,Automática,Bencina
2015 Toyota Rav4 2.0 Lujo,14200000,92.718 km,Manual,Bencina
2019 Mahindra Scorpio 2.2 DSL,14980000,58.000 km,Manual,Diesel
2018 Peugeot 208 1.6 BlueHDI 100 HP Auto Allure Pack,11500000,68.000 km,Manual,Diesel
2019 Suzuki Dzire,9600000,39.000 km,Automática,Bencina
2013 Mitsubishi L200 D/C 4X2 TD Work CR,13350000,338.000 km,Manual,Diesel
2014 Citroën C-ELYSEE HDI 1.6,9190000,114.000 km,Manual,Diesel
DODGE JOURNEY 2015 JOURNEY SE 2.4 AUT,18090000,82.273 km,Automática,Bencina
2011 Volkswagen The Beetle 2.0 AT,11580000,121.000 km,Automática,Bencina
2012 Nissan Versa 1.6 Advance,7300000,90.300 km,Manual,Bencina
2010 BMW 325 325iA,11600000,155.000 km,Automática,Bencina
1997 Suzuki Baleno,2650000,120 km,Manual,Bencina
2010 Lexus Rc350 XV 350,11700000,147.000 km,Automática,Bencina
2011 BMW 320I 320IA,10880000,151.000 km,Automática,Bencina
2006 Hyundai Terracan 2.9 GL CRDi AT CC ABS 2AB,7500000,193.000 km,Automática,Diesel
2007 Suzuki Nomade,7550000,152.000 km,Manual,Bencina
2012 Byd F0 1.0 Gi,4100000,136.000 km,Manual,Bencina
2015 Honda Cr-V 2.4 LX Auto,15680000,79.000 km,Automática,Bencina
2019 Chevrolet Sail 1.5,7500000,41.000 km,Manual,Bencina
2018 Audi A3 2.0 TFSI Stronic Auto Sport,26450000,26.500 km,Automática,Bencina
2016 Hyundai Accent 1.4 RB GL AC 2AB ABS,9450000,64.000 km,Manual,Bencina
2005 Peugeot Boxer Tolé 290C HDI,6800000,328.000 km,Manual,Diesel
1999 Ford F-150,6900000,285.000 km,Manual,Bencina
2013 Chevrolet Captiva II,12490000,95.000 km,Automática,Bencina
2019 SsangYong Rexton 2.0 GSL Auto YRX111,19900000,53.000 km,Automática,Bencina
2013 Nissan Tiida 1.6 S AC,3950000,242.000 km,Manual,Bencina
2014 Nissan March,6400000,115.189 km,Manual,Bencina
2021 Chevrolet Sail 1.5,9700000,19.317 km,Manual,Bencina
2012 Mitsubishi L200 D/C 4X2 TD Work CR,12500000,179.000 km,Manual,Diesel
2018 Toyota Yaris 1.5 GLI Auto,11890000,51.000 km,Automática,Bencina
MITSUBISHI OUTLANDER 2014 N 4X4 2.4 AUT,15990000,87.000 km,Automática,Bencina
2020 Mazda 3 Sport,17000000,22.550 km,Manual,Bencina
2012 Dodge Journey 2.4 SE,12000000,135.000 km,Automática,Bencina
2009 Chevrolet COLORADO AT,9990000,250.000 km,Automática,Bencina
2022 Maxus T60 2.0D Auto GLX 4WD,20990000,NA,Automática,Diesel
2019 Changan Md201,7200000,60.000 km,Manual,Bencina
2017 Chevrolet N300 Max 1.2 Van,5980000,129.000 km,Manual,Bencina
2016 Nissan Nv350,16800000,170.000 km,Manual,Diesel
2021 Kia Rio 4 1.4 LX AC,11600000,18.400 km,Manual,Bencina
2014 BMW X6 3.0 XDrive30D A,30700000,140.659 km,Automática,Diesel
2009 Hyundai VERACRUZ GLS 4X4 3.8 AT 3 CORRIDAS,11980000,153.000 km,Automática,Bencina
2015 Alfa Romeo Giulietta 1.4 T 170BHP Progression TCT,14000000,115.000 km,Automática,Bencina
2020 Ram Ram 1500 5.7 Laramie Crew Cab 4WD,39980000,54.000 km,Automática,Bencina
2018 Kia Morning,8200000,25.000 km,Manual,Bencina
2018 BMW 530 3.0 530D A Luxury,41900000,30.000 km,Automática,Diesel
2016 Fiat Fiorino City,9290000,79.000 km,Manual,Diesel
2009 Ford Ranger XLT 4X4 2.5L DSL,12300000,234.000 km,Manual,Diesel
2017 Kia Rio 4 1.4 EX Auto AC 2AB ABS,11780000,28.000 km,Automática,Bencina
2014 Kia Rio 5 1.4 EX Manual AB AC,8500000,116.000 km,Manual,Bencina
2022 Nissan Navara 2.3D DC SE 4WD,25850000,3.000 km,Manual,Diesel
2011 Dodge Journey,9980000,136.000 km,Automática,Bencina
2012 Dongfeng Df-2500 grua doble rueda y wagon,7300000,70.000 km,Manual,Diesel
2016 TOYOTA RAV4 2.0 Lujo,16590000,77.000 km,Manual,Bencina
2014 Mitsubishi L300 2.0 Furgon Gasolina,7990000,120.000 km,Manual,Bencina
2018 Kia Cerato 1.6 EX Special Pack Full Manual AC ABS,13490000,41.000 km,Manual,Bencina
2014 Opel Astra 1.6 Turbo Enjoy,10800000,88.000 km,Manual,Bencina
2018 Volvo V90 Cross Country 2.0 D5 Auto Inscription,34990000,48.500 km,Automática,Diesel
2008 Fiat Weekend,3990000,200.000 km,Manual,Bencina
2011 Audi A3 1.8 TFSI S Tronic Cabriolet,14900000,155.000 km,Automática,Bencina
2016 Opel Astra 1.6 Turbo GTC Sport,18200000,40.000 km,Manual,Bencina
1929 Ford 1939,27490000,26.000 km,Manual,Bencina
2016 Chevrolet Tracker 1.8 LT,11990000,60.000 km,Manual,Bencina
2009 Mercedes-Benz C 220 C 220 CDI Elegance,10500000,174.000 km,Automática,Diesel
2008 Toyota Yaris Sport 1.3 SPORT XLI,5200000,132 km,Manual,Bencina
2017 Mitsubishi L200 2.4 TD Katana CD CRT 4WD,20000000,85.000 km,Manual,Diesel
2017 MINI Cooper S CABRIOLET 2.0,25980000,22.000 km,Automática,Bencina
2018 Volkswagen Golf 1.4 TSI Manual Highline,15900000,60.800 km,Manual,Bencina
2016 Renault FLUENCE FLUENCE AUTENTIQUE 1.6,7540000,123.935 km,Manual,Bencina
2015 Mercedes-Benz Gla 250,25000000,66.000 km,Automática,Bencina
2019 MG 3 1.5 STD,9990000,21.100 km,Manual,Bencina
2017 Renault Symbol 1.6 Manual Zen,7350000,115.000 km,Manual,Bencina
2015 Ford Ecosport CONSULTA POR FINANCIAMIENTO,10990000,1 km,Manual,Bencina
2013 Kia Rio 3 1.4 EX Manual AC DAB,7400000,83.000 km,Manual,Bencina
2018 Peugeot 208 1.6 BlueHDI 100 HP Auto Allure Pack,6800000,120 km,Manual,Diesel
2013 Toyota Tundra 5.7 Dc Auto 4WD,28000000,55.000 km,Automática,Bencina
2005 Toyota Yaris 1.5 GLi,4000000,228.000 km,Manual,Bencina
2003 Kia Rio II 1.3 RS,2300000,238.456 km,Manual,Bencina
TOYOTA YARIS 2011 YARIS SPORT XLI 1.3,7190000,103.373 km,Manual,Bencina
