Nombre,Precio,kilometraje,Transmisión,Combustible
2013 Chevrolet Tahoe 5.3 LT Auto 4WD,20500000,100.000 km,Automática,Bencina
2017 Mercedes-Benz A 200 2.1 A 200 CDI DCT Auto,22000000,76.000 km,Automática,Diesel
2013 Ford Raptor,39000000,84.000 km,Automática,Bencina
2014 Audi A7,23500000,85.000 km,Automática,Bencina
2013 Mercedes-Benz B 180,14200000,70.056 km,Manual,Bencina
2018 Mazda 3 Sport,14200000,605.000 km,Manual,Bencina
1941 Plymouth S,4500000,100 km,Manual,Bencina
2021 SsangYong Musso 2.2D 4WD,27480000,6.500 km,Manual,Diesel
2021 Honda Hr-V 1.8 CVT Auto EXS,17890000,6.000 km,Automática,Bencina
2006 Citroën C3 1.6 MT AC 5P,4000000,144.000 km,Manual,Bencina
2015 Nissan Qashqai2,12990000,99.000 km,Manual,Bencina
2019 Ford Ranger 2.2 DSL XL 4WD,21000000,75.289 km,Manual,Diesel
2001 BMW 530 530IA,8000000,275.000 km,Automática,Bencina
2014 Renault Symbol 1.6 Privilege,6500000,118.000 km,Manual,Bencina
2016 Toyota Rav4 2.0 Lujo,15570000,64.871 km,Manual,Bencina
2015 Chevrolet SAIL SAIL 1.4,6890000,73.788 km,Manual,Bencina
2011 Jeep Grand Cherokee 3.6 Laredo 4WD Auto,12500000,150.000 km,Automática,Bencina
1998 Mazda Artis 1.6 GLX,2600000,301.728 km,Manual,Bencina
2011 Suzuki Grand Vitara,10500000,261.000 km,Manual,Bencina
2019 Kia Soul 1.6 DSL DCT EX BT,14690000,64.000 km,Automática,Diesel
2019 Nissan Np300 DC xe 2.3 mt,19850000,67.000 km,Manual,Diesel
2019 Subaru Forester 2.0 CVT XS 4WD,22990000,15.801 km,Automática,Bencina
2013 Citroën C3 1.4 Seduction,6200000,121.000 km,Manual,Bencina
2007 Subaru Tribeca,8000000,211.111 km,Automática,Bencina
2018 Opel Corsa ENJOY HB3 1.4 M,10190000,41.000 km,Manual,Bencina
2020 SKODA Octavia 1.4 TSI Style DSG Auto,18990000,20.000 km,Automática,Bencina
2002 Chevrolet Corsa 1.6 Swing CD,2600000,177.000 km,Manual,Bencina
2014 Suzuki Grand Nomade 2.4 GLX Sport,10490000,173.000 km,Manual,Bencina
2020 Kia Sorento 2.4 GSL EX Special Pack,22900000,18.000 km,Manual,Bencina
2011 Peugeot 207 1.6 120 hp Premium XS,6300000,127.000 km,Manual,Bencina
2017 Volkswagen Golf 2.0 TDI Manual Comfortline,16000000,109.000 km,Manual,Diesel
