Nombre,Precio,kilometraje,Transmisión,Combustible
2014 Kia Koup 2.0 SX Auto,13000000,105.000 km,Automática,Bencina
2006 Hyundai H-1 2.5 TDI Furgón,7500000,150.000 km,Manual,Diesel
2017 Renault Koleos 2.5 Dynamique Auto,11490000,39.000 km,Automática,Bencina
2008 Hyundai Getz FL 1.4 GL 2AB,4500000,199.000 km,Manual,Bencina
2018 Hyundai Grand I10 1.2 Manual GLS AC 2AB ABS,8900000,52.800 km,Manual,Bencina
2014 Peugeot Partner 1.6 HDI L1 90HP Pack,8000000,312.322 km,Manual,Diesel
2005 Hyundai Elantra,1500000,120.000 km,Automática,Bencina
2010 Renault Symbol 1.6 Privilege,5000000,157.000 km,Manual,Bencina
2018 SsangYong Actyon Sports 2.2D Full Manual 6AS612,14690000,49.000 km,Manual,Diesel
2011 Dodge Dakota 3.7 Quad Cab SXT 4X4 Auto,12500000,152.000 km,Automática,Bencina
2004 Mitsubishi Outlander,6800000,2.015.000 km,Automática,Bencina
2010 Peugeot 308,7000000,205.000 km,Manual,Bencina
2016 Mercedes-Benz Citan 109,15800000,1.224.000 km,Manual,Diesel
2014 Mercedes-Benz C 180 1.8 C 180 Auto Blue Efficiency,15900000,82.000 km,Automática,Bencina
2013 Citroën B Jumper,10500000,330.000 km,Manual,Diesel
2009 Peugeot Partner HDI 1.6,4000000,200.000 km,Manual,Diesel
2013 Ford Ranger 3.2 DSL Duratorq XLT 4WD,15250000,197.342 km,Manual,Diesel
2012 Chevrolet Captiva,9990000,120.000 km,Manual,Bencina
2015 Mercedes-Benz Gla 200 1.6 GLA 200 DCT,20300000,43.500 km,Automática,Bencina
2017 Toyota Rav4 2.0 Manual Lujo,17250000,92.000 km,Manual,Bencina
2013 Chevrolet Captiva II,10500000,96.000 km,Automática,Bencina
2014 Volkswagen Voyage 1.6 Power AA,6650000,174.000 km,Manual,Bencina
2022 Maxus T60 2.8 DX 4WD,15990000,NA,Manual,Diesel
2012 Dodge Ram 1500 HEMI 5.7 4X4,19990000,157.000 km,Automática,Bencina
2020 MG 3,8000000,6.241 km,Manual,Bencina
2018 Volkswagen Tiguan 2.0 TDI DSG Limited 7A 4Motion,21790000,84.000 km,Automática,Diesel
2009 Hyundai Accent MC 1.6 GLS 2AB AC CVVT,5500000,119.000 km,Manual,Bencina
2020 Nissan Qashqai 2.0 Manual Advance,17480000,37.000 km,Manual,Bencina
2014 BMW 435,28490000,66.000 km,Automática,Bencina
2015 Ssangyong ACTYON SPORTS MT,16790000,150.000 km,Manual,Diesel
2010 Mercedes-Benz C 200 1.8 C 200 Blue Efficiency Elegance,13600000,84.000 km,Automática,Bencina
2011 Jeep Compass,11350000,76.209 km,Automática,Bencina
2017 BMW X1 2.0 SDrive20i A Luxury,20000000,50.000 km,Automática,Bencina
2019 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,11990000,55.000 km,Manual,Diesel
2018 Honda CITY 1.5 LX LLANTAS MT 4P,11290000,32.302 km,Manual,Bencina
2018 Hyundai Porter,18500000,130.000 km,Manual,Diesel
2019 Mercedes-Benz A 250 2.0 A 250 DCT AMG Line,28990000,12.200 km,Automática,Bencina
2013 Mercedes-Benz Slk 200 1.8 SLK 200 Auto,21700000,62.000 km,Automática,Bencina
1995 Kia Besta,2450000,175.000 km,Manual,Diesel
2019 Fiat Tipo 1.6 Auto Easy,11200000,29.000 km,Automática,Bencina
2015 Mitsubishi L200 D/C 4X4 TD Katana CRT,14000000,140.000 km,Manual,Diesel
2008 Chrysler Pacifica,4500000,147.420 km,Automática,Bencina
2013 Peugeot 3008,9500000,125.061 km,Manual,Diesel
2016 Subaru Legacy 2.5I CVT Limited 4WD,16990000,50.000 km,Automática,Bencina
2018 Hyundai Accent 1.4 RB Manual GL 2AB ABS AC NB,10190000,73.000 km,Manual,Bencina
2013 Ford Ranger 2.5 Duratec XLT,16800000,29.200 km,Manual,Bencina
2020 BMW M4 3.0 M4 Cabrio Auto,56900000,6.500 km,Automática,Bencina
2019 Fiat Tipo 1.6 Auto Easy,10980000,11.900 km,Automática,Bencina
2010 Fiat Fiorino 1.3 Furgon,4200000,82.000 km,Manual,Bencina
2020 SsangYong Rexton 2.2D Auto 4WD YRX211,26500000,27.000 km,Automática,Diesel
2015 Renault Koleos,12500000,58.000 km,Automática,Bencina
2020 Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure,19190000,52.318 km,Automática,Diesel
2015 Dodge Journey,14800000,126.000 km,Automática,Bencina
