Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Peugeot Partner,11000000,88.000 km,NA,NA
2017 Porsche Macan 2.0,37980000,55.300 km,Automática,Bencina
2013 Volkswagen Gol 1.6 Trendline,7200000,108.000 km,Manual,Bencina
2013 Chevrolet Spark 0.8 LS DH,3850000,88.000 km,Manual,Bencina
2015 Hyundai Accent 1.4 RB GL AC 2AB,9100000,22.300 km,Manual,Bencina
2011 Suzuki Grand Nomade 2.0 2WD GLX,9000000,212.000 km,Manual,Bencina
2017 Kia Sportage Special Pack,17980000,52.000 km,Automática,Bencina
HYUNDAI ACCENT 2016 ACCENT RB GL 1.4,9790000,122.000 km,Manual,Bencina
2003 Suzuki Aerio,2800000,250.000 km,Manual,Bencina
2013 Mazda 2,5800000,199.000 km,NA,NA
2011 Mazda 2 1.5 V,6780000,120.000 km,Manual,Bencina
2011 Audi A6 2.0 TFSI Multitronic,12500000,165.000 km,Automática,Bencina
2020 Chery Iq 1.0 GLS 2AB,6680000,13.000 km,Manual,Bencina
2015 SsangYong Rexton,14990000,121.000 km,Manual,Diesel
2017 Kia Cerato 1.6 EX Manual AC ABS,11900000,122.104 km,Manual,Bencina
2013 Nissan March,6900000,80.000 km,Manual,Bencina
2012 Chevrolet Optra 1.6 XL Limited,6500000,92.865 km,Manual,Bencina
2012 Peugeot 3008,8600000,103.000 km,Manual,Bencina
2021 Chevrolet Silverado 5.3 Auto LT Trail Boss DC 4WD,44000000,4.000 km,Automática,Bencina
2016 Volkswagen Saveiro,8990000,95.000 km,Manual,Bencina
2012 BMW 325 325iA,13000000,150.000 km,Automática,Bencina
2013 Porsche Cayman 3.4 S PDK,31990000,50.000 km,Automática,Bencina
2018 BMW 318 1.5 318i A,22500000,64.000 km,Automática,Bencina
2017 Volkswagen Gol,8700000,29.000 km,Manual,Bencina
2018 Chevrolet Prisma 1.4 LTZ,9200000,34.000 km,Manual,Bencina
2019 Honda Wr-V 1.5 Manual LX,12600000,16.500 km,Manual,Bencina
2016 Mazda 5,13000000,65.854 km,Manual,Bencina
2021 Chevrolet NKR 512 AC,27990000,1.600 km,Manual,Diesel
2017 Toyota Hilux 2.4D Manual SR 4WD,17500000,93.000 km,Manual,Diesel
2021 Land Rover Defender 2.0 300 Hp S Auto 4WD USD,89900000,13.500 km,Automática,Bencina
2014 Suzuki Swift 1.2 GL,7800000,72.000 km,Manual,Bencina
2014 Kia Rio 5 1.4 EX Manual AB AC,8500000,116.000 km,Manual,Bencina
2021 Volkswagen Nivus 1.0 TSI Auto Highline,18500000,5.200 km,Automática,Bencina
2008 Nissan D21 2.4 DC 4x2 Cidef,5100000,150.000 km,Manual,Bencina
2013 Audi A4 1.8 TFSI 170 HP Multitronic,12000000,75.741 km,Automática,Bencina
2013 BMW 328 328iA Sport,19900000,46.000 km,Automática,Bencina
2016 BMW 335 3.0 335i A,26900000,38.000 km,Automática,Bencina
2018 Nissan Versa CONSULTA POR FINANCIAMIENTO,8990000,1 km,Manual,Bencina
2014 Mazda 3,9290000,59.000 km,Manual,Bencina
2017 Peugeot 301 1.6 HDI Allure Pack,8400000,1.410.000 km,Manual,Diesel
SUZUKI VITARA 2020 VITARA OTTO 1.6,15690000,11.500 km,Manual,Bencina
2016 Fiat 500,9490000,50.000 km,Manual,Bencina
2015 Mercedes-Benz Gl 500 4.7 GL 500 4Matic,39500000,50.800 km,Automática,Bencina
"DFSK TRUCK 2015 1,3",5890000,73.556 km,Manual,Bencina
2015 Nissan Np300 2.3 DSL Auto LE 4WD,21000000,79.500 km,Automática,Diesel
2015 Mercedes-Benz Gla 220,22000000,130.000 km,Automática,Diesel
2006 Toyota 4Runner,9600000,212.000 km,Automática,Bencina
2018 BMW 318 M,23000000,48.000 km,Automática,Bencina
2002 Nissan Pathfinder,6200000,1 km,Automática,Bencina
2012 Hyundai I10,4950000,120.000 km,Manual,Bencina
2017 Suzuki Celerio 1.0 Manual GLX AC,8490000,70.400 km,Manual,Bencina
2013 Ford Mustang 5.0 GT Auto,24900000,143.000 km,Automática,Bencina
