Nombre,Precio,kilometraje,Transmisión,Combustible
2018 BMW 318 1.5 318i A,24000000,56.800 km,Automática,Bencina
2010 Nissan V16 1.6,2780000,390.000 km,Manual,Bencina
2015 Jeep Grand Cherokee SRT SRT8 4X4 V8 6.4 SOLO 66.000 KM,33980000,66.000 km,Automática,Bencina
2012 Peugeot Partner 1.6 HDI L1 90HP Pack AA,8190000,173.000 km,Manual,Diesel
2013 Ford Ranger 3.2 DSL Duratorq XLT 4WD,14990000,141.461 km,Manual,Diesel
2016 Toyota Hilux 2.4D,19900000,84.000 km,Manual,Diesel
2017 Volkswagen Caddy,11800000,59.000 km,Manual,Diesel
2017 Peugeot 301 1.6 HDI Allure Pack,8700000,108.000 km,Manual,Diesel
2015 Mercedes-Benz B 180,15490000,45.000 km,Manual,Bencina
2010 BMW 116I,10350000,167.000 km,Manual,Bencina
2006 Toyota Corolla 1.6 XLi MT,5500000,170.000 km,Manual,Bencina
1997 Kia Pride,1300000,190.000 km,Manual,Bencina
2013 Geely Ck 1.3 GS Plus,3500000,150.000 km,Manual,Bencina
2018 Mahindra Pick Up,11250000,111.000 km,Manual,Diesel
2014 Land Rover Evoque,24900000,81.000 km,Automática,Bencina
2014 Opel Insignia 2.8 V6 Turbo OPC 4X4 Auto,20990000,60.000 km,Automática,Bencina
2017 Chevrolet D-Max 2.5 DC,9500000,70.000 km,Manual,Diesel
2011 BMW 135 3.0 135iA,23000000,90.000 km,Automática,Bencina
2017 Kia Rio 5 1.4 Auto EX Full,12380000,76.000 km,Automática,Bencina
1999 Daewoo Lanos 1.5 SX FULL,1650000,250.000 km,Manual,Bencina
2014 Audi S4 3.0 TFSI STronic Quattro,20500000,90.000 km,Automática,Bencina
2013 Kia Rio 4 1.4 EX Manual,4200000,120.000 km,Manual,Bencina
2020 Nissan X-Trail 2.5 CVT Auto Sense,17000000,27.000 km,Automática,Bencina
2017 Peugeot 2008 ACTIVE HDI 1.6 MT,10990000,171.063 km,Manual,Diesel
2016 Mitsubishi L200 2.4 TD Katana CD CRT 4WD,18350000,108.800 km,Manual,Diesel
2017 Suzuki Jimny 4X4 1.3,10900000,109.000 km,Manual,Bencina
2014 BMW 116I,14700000,91.000 km,Automática,Bencina
2019 Toyota Rav4 2.0 CVT Auto Super Lujo,21990000,50.000 km,Automática,Bencina
2018 Kia Rio 5 1.4 Manual EX Full,10000000,48.000 km,Manual,Bencina
2015 Volkswagen Caddy,7800000,333.333 km,Manual,Diesel
2000 Mercedes-Benz Slk 230 SLK 230 KOMPRESSOR,7700000,143.800 km,Automática,Bencina
2006 Jaguar X-Type,12200000,119.231 km,Automática,Bencina
2013 Opel Corsa,7590000,120.000 km,Manual,Bencina
2017 Volkswagen KOMBI T6 PASAJEROS,18990000,155.000 km,Manual,Diesel
2007 BMW 525 525I A,7800000,105.662 km,Automática,Bencina
2016 SsangYong Rexton,13500000,160.000 km,Manual,Diesel
CHEVROLET N300 2019 MAX VAN 1.2,8290000,69.556 km,Manual,Bencina
2009 Fiat Grande Punto Sporting 1.4 16V,5500000,205.000 km,Manual,Bencina
2012 Citroën C3 Picasso Vendo Citroen C3 Picasso,6990000,200.000 km,Manual,Diesel
2017 Mercedes-Benz Sprinter,29000000,1.300.000 km,Manual,Diesel
2017 Chevrolet Sail 1.5,7800000,69.000.000 km,Manual,Bencina
2013 Land Rover Range Rover SPORT DIESEL 4X4,27970000,97.000 km,Automática,Diesel
2020 Mercedes-Benz C 180 1.6 C 180 Ptalla extend Auto,25000000,18.500 km,Automática,Bencina
2015 Kia Morning,7200000,39.500 km,Manual,Bencina
2013 Mazda 2 1.5 V,6200000,113.000 km,Manual,Bencina
2014 Audi A1 1.4 TFSI S-Tronic S Line,12800000,120.000 km,Automática,Bencina
2015 Opel Corsa 1.6 Turbo OPC Nuerburgring Edition,15000000,42.000 km,Manual,Bencina
2016 Mitsubishi L200 2.4 TD Dakar CD CRT 4WD,19500000,112.000 km,Manual,Diesel
2013 Peugeot 301 1.6 Allure,7290000,140.000 km,Manual,Bencina
2016 Dodge Journey 2.4,14600000,61.000 km,Automática,Bencina
2015 Hyundai Santa Fe 2.4 DM GLS,17980000,70.000 km,Manual,Bencina
2013 Nissan March 1.6 Sence LL,6500000,170.000 km,Manual,Bencina
SUZUKI VITARA 2016 VITARA GLS 1.6 AUT,13990000,107.712 km,Automática,Bencina
2017 Volkswagen Bora 2.0 TDI DSG Auto Highline,16190000,79.000 km,Automática,Diesel
2013 Fiat Punto,6000000,192.000 km,Manual,Bencina
2017 Nissan Np300 2.3 Manual DSL SE,16980000,85.000 km,Manual,Diesel
2010 Mitsubishi Asx Gl 4x2,8500000,150.000 km,Automática,Bencina
2018 Volkswagen Virtus 1.6 Manual Comfortline,11390000,35.000 km,Manual,Bencina
2019 SKODA Fabia 1.4 Manual TDI Style,12390000,40.500 km,Manual,Diesel
2014 Mazda Cx-5 2.0 Skyactiv R 4WD,14390000,100 km,Manual,Bencina
2019 SsangYong Actyon Sports 2.0D Manual Std NAS610A,16065000,50.000 km,Manual,Diesel
2012 Suzuki Celerio 1.0 GA,5000000,76.000 km,Manual,Bencina
2015 Peugeot 508 2.0 HDI 163 HP Allure Auto,12500000,180.000 km,Automática,Diesel
2018 Kia Rio 5 1.4 Manual EX Full,10500000,55.000 km,Manual,Bencina
2006 Mercedes-Benz C 200,7500000,214.000 km,Automática,Bencina
2011 Peugeot 207 1.6 Trendy HDI,5890000,100.000 km,Manual,Diesel
2015 Volvo V40 1.6 D2 Comfort,12980000,183.000 km,Manual,Diesel
2013 SsangYong Korando 2.0,10090000,39.900 km,Manual,Bencina
2017 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Corto,10200000,114.500 km,Manual,Diesel
