Nombre,Precio,kilometraje,Transmisión,Combustible
2010 Mercedes-Benz C 180 C 180 K,12900000,130.000 km,Automática,Bencina
2018 Nissan Versa 1.6 Manual Sense,9190000,111 km,Manual,Bencina
2018 Mazda Cx-3,16000000,35.000 km,Automática,Bencina
2014 Citroën C3 Picasso HDI 1.6,8590000,181.000 km,Manual,Diesel
2014 Zxauto Grandtiger 2.2 DC Plus,6500000,108.000 km,Manual,Bencina
2012 Chevrolet Spark Gt,5500000,115.675 km,Manual,Bencina
2016 Honda PILOT 3.5 Auto Elite 4WD,25990000,89.000 km,Automática,Bencina
2016 Chevrolet SPARK LT,7550000,55.000 km,Manual,Bencina
2016 BMW 318 1.5 318i A,16690000,75.000 km,Automática,Bencina
2019 Peugeot 208 .,12500000,65.000 km,Manual,Diesel
2011 Citroën C3,5000000,177 km,Manual,Bencina
2015 Jeep Compass 2.4 Sport Auto,14000000,70.000 km,Automática,Bencina
2018 Mercedes-Benz C 200 2.0 C 200 Auto,24990000,35.000 km,Automática,Bencina
2021 Mitsubishi L200 2.4 TD Work CD CR,21000000,37.000 km,Manual,Diesel
2016 SsangYong Actyon Sports 2.0D LL NAS611,13990000,108.895 km,Manual,Diesel
2014 Nissan Terrano Cabina simple,10490000,162.900 km,Manual,Bencina
2013 Citroën Ds3,7600000,137.000 km,Manual,Bencina
1979 Jeep CJ7 Renegade,9800000,11.600 km,NA,NA
2011 Chevrolet Spark,5280000,98.000 km,Manual,Bencina
2008 Nissan V16 1.6 AA,2300000,300 km,Manual,Bencina
2016 Suzuki Dzire,8290000,83.000 km,Manual,Bencina
2014 Nissan Navara 2.5 DSL SE2 4WD,14200000,150.000 km,Manual,Diesel
2016 Chevrolet Sail 1.5,6750000,68.000 km,Manual,Bencina
2018 Chery ARRIZO5 GLS MT 1.5,8790000,60.700 km,Manual,Bencina
2012 Hyundai Elantra 1.8 MD GLS Auto AC 2AB ABS,9000000,138.000 km,Automática,Bencina
2016 Renault Clio 0.9T Dynamique Rojo,10500000,65.000 km,Manual,Bencina
2006 Hyundai Tucson 2.0 GL 4WD,7300000,205.000 km,Manual,Bencina
2006 Suzuki Aerio,4500000,140.000 km,Manual,Bencina
2015 Nissan Qashqai 2.0 sense,11990000,112.000 km,Manual,Bencina
2004 Kia Rio 1.3 RS DH,3800000,185.000 km,Manual,Bencina
2010 Porsche Cayenne 4.8 S Tiptronic,21000000,130.000 km,Automática,Bencina
2015 Suzuki S-Cross,11000000,132.000 km,Manual,Bencina
2020 Peugeot 3008,24000000,30.000 km,Automática,Diesel
1997 Toyota Corolla,2300000,1 km,Manual,Bencina
2016 Dongfeng Rich,8900000,88.000 km,Manual,Bencina
2017 Kia Sportage 2.0 GSL LX,16700000,57.000 km,Manual,Bencina
2003 Honda Cr-V,6350000,182.900 km,Automática,Bencina
2004 Kia Sorento,3550000,92.000 km,Automática,Diesel
2017 Nissan Titan,60000000,39.800 km,Automática,Diesel
2017 Mazda 3 Sport,14900000,33.000 km,Automática,Bencina
1994 Fiat Uno,1450000,143.000 km,Manual,Bencina
2016 Chevrolet Silverado 5.3 Auto LT Z71 Cab Ext. 4WD,22300000,101.915 km,Automática,Bencina
2017 Nissan Qashqai,15900000,65.000 km,Manual,Bencina
2015 Ford Fusion,12900000,97.000 km,Automática,Bencina
2003 Chevrolet Corsa Swing,4800000,135.049 km,Manual,Diesel
2014 Jeep Grand Cherokee 5.7 Overland 4WD Auto,27000000,81.000 km,Automática,Bencina
2014 BMW 335 335iA Luxury,23000000,66.000 km,Automática,Bencina
