Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Chevrolet Sail 1.5,8500000,70.000 km,Manual,Bencina
2015 Peugeot 301 1.6 HDI Allure,9000000,124.200 km,Manual,Diesel
2017 SsangYong Korando 2.0 Auto Std Full KC1111,13290000,96.000 km,Automática,Bencina
2010 Suzuki Grand Nomade Xl-7,8200000,980.000 km,Manual,Bencina
2017 Citroën Ds3,13350000,55.000 km,Automática,Bencina
2014 Chery IQ IQ 1.1 MT 5P,4590000,84.468 km,Manual,Bencina
2015 Honda Cr-V 2.4 LXS Auto,15500000,100.000 km,Automática,Bencina
2020 Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure,18190000,16.679 km,Automática,Diesel
2019 Volvo V40,18790000,45.000 km,NA,NA
2019 BMW 118 1.5 118i A Millennial 5P,21000000,10.000 km,Automática,Bencina
2018 INFINITI Q50 2.0 Auto,21000000,20.000 km,Automática,Bencina
2019 Suzuki Alto 0.8 800 Manual DLX AC 2AB,7650000,44.000 km,Manual,Bencina
2013 Volkswagen Saveiro,6500000,104.511 km,Manual,Bencina
2017 Ford F-150 5.0 Double Cab Lariat Sport 4WD,31990000,66.000 km,Automática,Bencina
2018 BMW X4,35900000,54.000 km,Automática,Bencina
2014 Subaru Impreza 2.0i CVT XS 4WD,12500000,108.000 km,Automática,Bencina
2016 Volkswagen Amarok AMAROK POWER PLUS 2.0 MT DIESEL 4X2 MT D/C,16900000,33.281 km,Manual,Diesel
2009 Chevrolet Optra 1.6 AC,4740000,170.000 km,Manual,Bencina
2017 Volkswagen Gol 1.6 Manual Comfortline,8480000,36.000 km,Manual,Bencina
2014 Chevrolet Tracker 1.8 LT,13000000,67.000 km,Manual,Bencina
2019 Ford ESCAPE 2.0 SE ECOBOOST 4X2 AT 5P,20390000,30.447 km,Automática,Bencina
2008 Peugeot 206 VU 3P 1.4 HDI,4200000,227.934 km,Manual,Diesel
2011 Ford F-150 5.0 Double Cab Lariat 4X4,17500000,152.400 km,Automática,Bencina
2017 Nissan X-Trail EXCLUSIVE 4x4,20500000,80.300 km,Automática,Bencina
2014 Toyota Yaris 1.5 GLI,8400000,109.000 km,Manual,Bencina
2019 BMW X1 2.0 SDrive18i A Millenium,28500000,52.300 km,Automática,Diesel
2017 Peugeot Bipper 1.3 HDI 75 HP Manual PL AA,14950000,68.000 km,Manual,Diesel
2018 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Corto,12690000,92.400 km,Manual,Diesel
2017 BMW 118 1.5 118i A 5P,19990000,23.500 km,Automática,Bencina
2012 Citroën C3,6000000,100.000 km,Manual,Bencina
NISSAN X-TRAIL 2018 CVT 2.5 AT,21580000,50.000 km,Automática,Bencina
2018 Suzuki Swift 1.2 Manual GL Sport,8500000,48.500 km,Manual,Bencina
2020 Ford Edge ST 2.7 AWD,31790000,5.187 km,Automática,Bencina
2018 Audi A4 1.4 TFSI Stronic Auto,19990000,60.000 km,Automática,Bencina
2015 Hyundai I30 1.6 GLS GD,10790000,65.000 km,Manual,Bencina
2015 Chevrolet Spark Gt,4900000,172.800 km,Manual,Bencina
2014 Toyota Rav4 2.5 Super Lujo Auto,13950000,102.000 km,Automática,Bencina
2014 Ford F-150,25000000,87.100 km,Automática,Bencina
2001 Mercedes-Benz S 430 S 430,8600000,200 km,Automática,Bencina
2008 Daihatsu Terios,5900000,280.000 km,Manual,Bencina
2012 Ford Ranger 2.5 Duratec XLT,12500000,257.000 km,Manual,Bencina
2009 Samsung Sm3 PE 1.6 Entry,4590000,178.000 km,Manual,Bencina
2009 Suzuki Maruti II GLX,2700000,51.000 km,Manual,Bencina
2015 Mazda 3 2.0 Skyactiv-G V,11500000,92.000 km,Manual,Bencina
2021 Volkswagen Amarok 2.0 TDI Comfortline Auto 4WD,32490000,4.000 km,Automática,Diesel
2010 Subaru New Legacy,8600000,151.000 km,Automática,Bencina
2019 Renault Dokker 1.5 DCI Manual AC 2AB ESP,10990000,1 km,Manual,Diesel
2018 Renault Symbol 1.6 Manual Intens,8690000,51.000 km,Manual,Bencina
2013 Chevrolet Spark Gt Spark LT 1.0,4390000,135.000 km,Manual,Gas
2015 Porsche 911 CARRERA S,70900000,34.700 km,Automática,Bencina
