Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Ssangyong ACTYON SPORTS Sport MT full 4x2,17300000,99.214 km,Manual,Diesel
2017 Hyundai Grand I10,7700000,120.000 km,Automática,Bencina
2014 Peugeot 208 1.4 HDI 68 HP Allure,9600000,155.800 km,Manual,Diesel
2019 Jeep CHEROKEE LONGITUDE 4X2,21000000,63.120 km,Automática,Bencina
2020 Jeep Grand Cherokee 3.6 Limited 4WD Auto,40980000,3.600 km,Automática,Bencina
2018 Kia Cerato 1.6 EX Manual AC ABS,12590000,60.000 km,Manual,Bencina
2014 Mahindra Pik Up 2.2 CRDE XL DC,10500000,90.000 km,Manual,Diesel
2020 Mitsubishi Asx 1.6 GLS,16690000,18.000 km,Manual,Bencina
2018 Chevrolet Spin,10000000,43.000 km,Manual,Bencina
2012 Hyundai Veracruz 3.8 GLS,13600000,87.500 km,Automática,Bencina
2014 Kia Quoris 3.8 Auto,22000000,120.000 km,Automática,Bencina
2017 Mitsubishi L200,18500000,125.000 km,Manual,Diesel
2014 Jac Refine,7400000,175.000 km,Manual,Diesel
2018 Renault Clio 1.2 Manual Expression,9999999,43.000 km,Manual,Bencina
1998 Chrysler Vision 3.5 TSI,4800000,118.000 km,Automática,Bencina
1989 Volkswagen Santana,4190000,200.000 km,Manual,Bencina
2013 Chevrolet Cruze 1.8 LS,9200000,109.000 km,Manual,Bencina
2017 Chevrolet Sail 1.5,7700000,32.818 km,Manual,Bencina
2005 BMW X5 3.0I,7950000,245.000 km,Automática,Bencina
2019 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,13400000,28.000 km,Manual,Diesel
2017 Toyota Rav4 2.0 Manual Lujo,16500000,16.268 km,Manual,Bencina
2018 Citroën C3 1.2 Manual Puretech 82 BVM Feel,13800000,45.000 km,Manual,Bencina
2018 Mclaren 720 S 720s,230000000,8.050 km,Automática,Bencina
2012 Peugeot 3008,8600000,103.000 km,Manual,Bencina
2020 BMW 240M 3.0 LCI COUPE AUT,39990000,13.000 km,Automática,Bencina
