Nombre,Precio,kilometraje,Transmisión,Combustible
2008 Renault Megane II 1.6 AUTHENTIQUE AA,4950000,129.000 km,Manual,Bencina
2017 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD,21580000,85.000 km,Automática,Bencina
2014 Subaru New XV,11700000,140.000 km,Manual,Bencina
2008 Hyundai H-1,7000000,1 km,Manual,Bencina
2014 Honda Ridgeline RTL 3.5 4x4,18990000,152.300 km,Automática,Bencina
2019 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,28500000,85.000 km,Automática,Diesel
2016 Mazda Cx-5 2.0 Skyactiv GT Auto 4WD,17500000,99.500 km,Automática,Bencina
2011 Chevrolet Optra 1.6 XL,5200000,258.007 km,Manual,Bencina
2014 Volvo Xc70 2.4 D5 Comfort Auto 4WD,14500000,92.000 km,Automática,Diesel
2020 Hyundai Grand I10 1.2 Manual GLS AC 2AB ABS PE,8960000,9.000 km,Manual,Bencina
"2010 Suzuki Swift 1.3 GL LL, NB",6100000,183.300 km,Manual,Bencina
2006 Jeep Wrangler TJ Sport,18990000,112.000 km,Automática,Bencina
2012 Toyota 4Runner 4.0 Limited 4x2 Auto,15690000,137.000 km,Automática,Bencina
SSANGYONG TIVOLI 2016 TIVOLI 1.6,13380000,68.500 km,Manual,Bencina
2014 Chevrolet Silverado 5.3 Extended Cab. Auto 4WD,22500000,48.000 km,Automática,Bencina
2021 Maxus V80 12+1 Pasajeros Precio Neto+IVA,20590000,NA,Manual,Diesel
2015 SsangYong Rexton,14950000,79.900 km,Manual,Diesel
2015 Mahindra Xuv500 2.2 Diesel 4WD,11000000,95.264 km,Manual,Diesel
2012 Renault Fluence 2.0 Expression,6490000,150.000 km,Manual,Bencina
2016 Hyundai Santa Fe,16990000,85.500 km,Manual,Bencina
2016 Volvo Xc70 2.4 D5 Comfort Auto 4WD,16500000,133.426 km,Automática,Diesel
2015 SsangYong Rexton,13990000,120.000 km,Manual,Diesel
2010 Toyota Rav4 2.4 4x4 Auto,11480000,172.000 km,Automática,Bencina
2008 Hyundai Tucson,8100000,91.000 km,Automática,Bencina
2011 Nissan Qashqai 1.6 4x2,9000000,111.000 km,Manual,Bencina
2011 Hyundai Sonata 2.0 YF GL,8900000,200.000 km,Manual,Bencina
2007 Peugeot 307 XR 1.6,4300000,178.290 km,Manual,Bencina
2013 Peugeot 308 1.6 HDI 92 HP Active,9500000,166.000 km,Manual,Diesel
2018 Nissan X-Trail 2.5 CVT Auto Exclusive 4WD,19400000,56.800 km,Automática,Bencina
2015 Kia Rio 4 1.4 EX Manual AC DAB ABS,7890000,105.000 km,Manual,Bencina
2015 Chevrolet Sail 1.4,6100000,90.000 km,Manual,Bencina
2011 Toyota Yaris 1.5 XLI,7100000,304.000 km,Manual,Bencina
2014 Kia Sportage 2.0 LX AC DAB,12500000,168.000 km,Manual,Bencina
2014 Hyundai Santa Fe 2.2 DM GLS 4WD Auto Full,15500000,198.000 km,Automática,Diesel
2018 Porsche Macan 3.0 V6 S,45000000,33.000 km,Automática,Bencina
2016 Peugeot 208,10290000,120.000 km,Manual,Diesel
2021 FORD F-150 5.0 Double Cab Lariat Sport 4WD,46990000,9.462 km,Automática,Bencina
1968 Ford Mustang,22000000,60.000 km,Automática,Bencina
2019 Chevrolet Spark 1.2 GT LT,7380000,38.311 km,Manual,Bencina
2018 Dodge Journey,16900000,44.500 km,Automática,Bencina
2021 Kia Rio 4 1.4 LX AC,11600000,18.400 km,Manual,Bencina
2018 Volkswagen Amarok 2.0 TDI Comfortline Auto 4WD,28990000,56.725 km,Automática,Diesel
2020 Suzuki Dzire,10500000,16.000 km,Manual,Bencina
2018 Hyundai Grand I10 1.0 Manual GL 2AB PE,8200000,46.100 km,Manual,Bencina
2018 Mitsubishi L200 2.4 TD A TDakar CD Dakkar High P. 4WD,25000000,99.000 km,Automática,Diesel
HONDA CR-V 2014 CRV EXL 4X4 2.4 AUT,17390000,102.308 km,Automática,Bencina
2016 Chevrolet Captiva 2.4 Auto LS,15490000,93.000 km,Automática,Bencina
2012 Nissan March,5990000,70.400 km,Manual,Bencina
2022 Toyota Land Cruiser SERIE 76 4.5L V8,47990000,NA,Manual,Diesel
2013 Mazda 3 1.6 S AC,8500000,158.000 km,Manual,Bencina
2015 Nissan March 1.6 Active,7300000,90.000 km,Manual,Bencina
2017 Volkswagen AMAROK COMFORTLINE 4X4 2.0,18290000,217.000 km,Manual,Diesel
2012 Samsung Sm7 RE 3.5 Auto SEC TC,8500000,110.000 km,Automática,Bencina
2017 Ford F-150 3.5 Raptor Auto Ecoboost 4WD,45900000,115.000 km,Automática,Bencina
2018 Mercedes-Benz Vito,17500000,100.000 km,Manual,Diesel
2018 Chery Tiggo 2 1.5 GLS,9300000,70.000 km,Manual,Bencina
2007 Dodge Ram 2500,15000000,300.000 km,Automática,Diesel
2017 Suzuki Swift 1.2 Manual GLS,8980000,47.500 km,Manual,Bencina
2012 Hyundai Santa Fe,13790000,155.000 km,Automática,Diesel
2003 Honda Civic LX AT 1.7 DAB ABS,4200000,183.000 km,Automática,Bencina
2020 Kia Soluto 1.4 LX AC,8900000,40.000 km,Manual,Bencina
2016 MINI F56 PEPPER,15490000,99.000 km,Manual,Bencina
2007 Volvo Xc90 V8,8490000,145.000 km,Automática,Bencina
2017 Suzuki ALTO JJRK81,6590000,73.500 km,Manual,Bencina
2009 Honda Cr-V 2.4 LXR 4X2 Auto,9490000,192.000 km,Automática,Bencina
2010 Suzuki Alto CONSULTA POR FINANCIAMIENTO,3490000,1 km,Manual,Bencina
2001 Ford Ranger XLT SUPER CAB,4300000,276.000 km,Manual,Bencina
2015 Mitsubishi Katana,13980000,138.000 km,Manual,Diesel
2018 Hyundai I10,10300000,35.000 km,Automática,Bencina
2012 Jeep Compass 2.4 Limited 4X4 Auto,11000000,140.000 km,Automática,Bencina
2014 Geely Lc 1.3 GB,4990000,70.300 km,Manual,Bencina
2004 Volkswagen Golf 1.6 Comfortline,3900000,300.000 km,Manual,Bencina
2014 Volkswagen Amarok COMFORTLINE 2.0 DIESEL 4X4 AUTOMATICA,17980000,195.000 km,Automática,Diesel
2019 BMW 520,29500000,11.000 km,Automática,Bencina
2019 Subaru New XV,17800000,23.900 km,Automática,Bencina
2007 Suzuki Aerio Sx SX GLS,5990000,163.020 km,Manual,Bencina
2015 Volvo S60 2.0 T5 R-Design Auto,15500000,91.000 km,Automática,Bencina
1997 Hyundai Sonata,2600000,170.588 km,Automática,Bencina
2020 Dodge Durango 3.6 Limited 4WD,38800000,18.000 km,Automática,Bencina
2017 Audi A3 2.0 TDI S Tronic Progressiv Sportback,17800000,58.000 km,Automática,Diesel
2016 Honda Fit 1.3 LX,10700000,20.000 km,Manual,Bencina
2013 Audi Tt 2.0 TFSI Coupe STronic,18990000,93.000 km,Automática,Bencina
2013 Volvo C30 2.0 R-Design,11000000,145.000 km,Manual,Bencina
2019 Ford Explorer,28500000,63.000 km,Automática,Bencina
2011 BMW X1 2.0 SDrive18i A,12200000,132.000 km,Automática,Bencina
HYUNDAI I30 2015 I30 GD GLS 1.6,11990000,84.751 km,Manual,Bencina
2013 Jeep Compass,12500000,120.000 km,Manual,Bencina
2021 Maserati Levante 3.0 V6 DS 275HP Auto 4WD,68980000,4.400 km,Automática,Diesel
2011 Volvo S60 3.0 T6 AWD Auto,11900000,109.000 km,Automática,Bencina
2019 Nissan March,8590000,10.282 km,Manual,Bencina
2012 Hyundai Santa Fe GLS 2.4,11200000,182.000 km,Manual,Bencina
2016 Fiat Strada 1.6 Manual Adventure,10000000,99.000 km,Manual,Bencina
2017 Suzuki Sx4 S-Cross 1.6 GL 4WD,12900000,60.000 km,Manual,Bencina
2016 Ford Escape 2.0 Ecoboost SE Auto 4WD,13500000,115.000 km,Automática,Bencina
2016 Hyundai H-1 H1,18990000,108.000 km,Manual,Diesel
2019 Chevrolet Captiva 1.5 Premier,17000000,24.000 km,Manual,Bencina
2012 Kia Rio 5 1.4 EX Auto DAB ABS AC,8790000,100.000 km,Automática,Bencina
2018 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Largo,13000000,44.000 km,Manual,Diesel
2011 Citroën Berlingo 1.6 HDI 600Kg EURO IV Pta. Lateral,5100000,120.000 km,Manual,Diesel
2021 Ford Ecosport 1.5 Auto SE,15590900,18.000 km,Automática,Bencina
