Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Hyundai Veloster 1.6 Manual GLS Full,13500000,98.200 km,Manual,Bencina
2015 Toyota Auris 1.6 LEI CVT,13200000,80.000 km,Automática,Bencina
2017 Chevrolet D-Max 2.5 DC 4WD,15200000,180.000 km,Manual,Diesel
2019 Toyota COROLLA 1.8 XEI CVT AT 4P,15490000,58.100 km,Automática,Bencina
2015 SsangYong Actyon Sports 2.0 4x2,15990000,144.000 km,Automática,Diesel
2018 Volkswagen Golf 2.0 TDI DSG Auto Highline Variant,19990000,66.872 km,Automática,Diesel
2021 Honda Hr-V 1.8 CVT Auto EXL 4WD,21990000,746 km,Automática,Bencina
2014 Jeep Wrangler UNLTD SPORT 4X4 3.6 AUT,27490000,85.000 km,Automática,Bencina
2010 Honda Pilot 3.5 EX-L Auto,13000000,200.000 km,Automática,Bencina
2002 Daewoo Rezzo,3600000,67.000 km,Manual,Bencina
2013 Kia Morning 1.2 EX DH AB,6450000,134.000 km,Manual,Bencina
2019 Renault Clio 1.2 Manual Expression,10990000,58.000 km,Manual,Bencina
2016 Volvo V60 Cross Country,19000000,72.380 km,Automática,Bencina
2016 INFINITI Q50 2.0,15999000,45.000 km,Automática,Bencina
2012 Honda Accord 3.5 EX V6 Auto,12990000,73.000 km,Automática,Bencina
2020 Volkswagen Voyage 1.6 Comfortline,8600000,30.000 km,Manual,Bencina
2015 SsangYong Korando 2.0D STD,10980000,216.285 km,Manual,Diesel
2015 Mitsubishi Montero Sport 2.5 Diesel G2 4X4,17500000,100.000 km,Manual,Diesel
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,8590000,75.225 km,Manual,Bencina
HAIMA 2 GLX 2012 GL 1.3,4290000,89.261 km,Manual,Bencina
2014 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD,16500000,119.000 km,Automática,Diesel
2017 Volkswagen Gol 1.6 Manual Comfortline,8180000,36.000 km,Manual,Bencina
2016 Nissan Versa 1.6 Sense,8600000,30.000 km,Manual,Bencina
2021 Ford Ranger 3.2 DSL Auto Limited 4WD,34974100,NA,Automática,Diesel
2010 Nissan Terrano II,7990000,137.000 km,Manual,Bencina
2018 Nissan X-TRAIL 2.5 AUT,18290000,27.750 km,Automática,Bencina
2016 Audi Tt 2.0 TFSI S Tronic Coupe,28800000,58.000 km,Automática,Bencina
2016 Mazda 6 2.5LT GT AUT,17990000,40.500 km,Automática,Bencina
2011 Kia Grand Carnival,8000000,285.000 km,Automática,Diesel
2017 Subaru Outback 2.0D CVT Auto Limited 4WD,24850000,64.000 km,Automática,Diesel
2015 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,20890000,180.000 km,Automática,Diesel
2014 Mclaren Mp4-12C,104970000,15.000 km,Automática,Diesel
2019 Mercedes-Benz A 250 2.0 A 250 DCT AMG Line,27500000,24.000 km,Automática,Bencina
2019 Kia Morning 1.2 EX ABS,8780000,29.000 km,Manual,Bencina
