Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Mazda 6 2.0 Skyactiv-G V Auto,16990000,69.465 km,Automática,Bencina
1999 BMW Z3,10000000,76.000 km,Manual,Bencina
2015 Dodge Durango 3.6 SXT 4WD,21350000,109.000 km,Automática,Bencina
2013 SsangYong Actyon Sports,12500000,130.000 km,Manual,Diesel
2020 Volvo S90 T6 AWD INSCRIPTION,38990000,10.000 km,Automática,Bencina
2019 Suzuki Baleno 1.4 GLS,11490000,28.642 km,Manual,Bencina
2004 Chevrolet Silverado 5.3 ADVENTURE 4X4 EC,16580000,183.000 km,Automática,Bencina
2019 Kia Rio 5 1.4 Manual EX Full,12990000,26.000 km,Manual,Bencina
2018 Renault Clio 1.2 Manual Expression,9200000,65.000 km,Manual,Bencina
2016 SKODA Fabia 1.4 TDI Style,10600000,117.000 km,Manual,Diesel
2015 BMW 335,26200000,37.500 km,Automática,Bencina
2021 Renault Dokker 1.5 DSL Manual AC 2AB ESP,6500000,10.000 km,Manual,Diesel
2012 Suzuki Grand Nomade 2.4 Auto GLX Sport 4WD,12499990,72.000 km,Automática,Bencina
2012 BMW 325 325iA,14190000,80.000 km,Automática,Bencina
2018 Volkswagen Amarok 2.0 TDI Manual Trendline 4WD,19980000,129.000 km,Manual,Diesel
2017 Jeep WRANGLER Unlimited 3.6,33990000,60.000 km,Automática,Bencina
2016 Jaguar Xe 2.0 Pure Auto,24500000,60.000 km,Automática,Bencina
2019 Nissan Kicks 1.6 Manual Sense,14490000,27.000 km,Manual,Bencina
2010 Hyundai Santa Fe 2.4 GLS 4WD Auto FullL,11490000,133.000 km,Automática,Bencina
2018 Nissan Kicks 1.6 Manual Advance,14200000,44.000 km,Manual,Bencina
2015 Ford F-150 RAPTOR 6.2,36990000,54.279 km,Automática,Bencina
2020 HYUNDAI TUCSON 2.0 Plus,20990000,16.840 km,Manual,Bencina
2017 Mercedes-Benz Sprinter,24500000,290.000 km,Manual,Diesel
2011 Kia Rio 5 1.4 EX Manual DH AC DAB LL,6980000,95.000 km,Manual,Bencina
2009 Peugeot Partner M59 1.6 3P DH,4800000,208.000 km,Manual,Diesel
2017 Subaru Legacy 2.5I CVT Auto Limited 4WD,16790000,86.000 km,Automática,Bencina
2012 Jeep Compass,11200000,100.000 km,Automática,Bencina
2019 Chevrolet SPARK LT,8390000,20.000 km,Manual,Bencina
2010 Mazda 6 automático,8600000,171.000 km,Automática,Bencina
2021 MG MG ZS,3000000,20.466 km,Manual,Bencina
2007 Toyota Yaris 1.5 GLI MT,4600000,256.000 km,Manual,Bencina
2019 Changan CS15 1.5 CONFORT MT 5P,8990000,53.813 km,Manual,Bencina
2018 Mazda Cx-3 2.0 GT Auto Skyactive 4WD,16500000,50.000 km,Automática,Bencina
2019 Mitsubishi L200 2.4 TD Katana CD CR,18900000,70.000 km,Manual,Diesel
2011 Citroën Xsara Picasso,6500000,181.600 km,Manual,Diesel
2021 Citroën Jumpy JUMPY,21000000,35 km,Manual,Diesel
2005 Volkswagen Fox,4000000,145.000 km,Manual,Bencina
2008 Chevrolet Corsa,2800000,205.000 km,Manual,Bencina
CHEVROLET SPARK 2015 SPARK GT LT 1.2,7190000,62.327 km,Manual,Bencina
2011 SsangYong Actyon Sports 2.0 4x2 Semi Full,8600000,157.000 km,Manual,Diesel
2016 Kia MORNING 1.2,8890000,25.600 km,Manual,Bencina
