Nombre,Precio,kilometraje,Transmisión,Combustible
2009 Honda Pilot,9800000,210.000 km,Automática,Bencina
2017 Mazda 3 Sport,14000000,39.000 km,Manual,Bencina
2017 Toyota Hilux 2.4D Manual SR,22000000,68.000 km,Manual,Diesel
2011 BMW 316 316iA,7890000,220.000 km,Automática,Bencina
2012 BMW 135 3.0 135iA,20550000,99.980 km,Automática,Bencina
2015 Nissan X-Trail 2.5 CVT Advance,14700000,114.000 km,Automática,Bencina
2012 Hyundai Veloster 1.6 GLS,9000000,140.000 km,Manual,Bencina
2005 Renault Clio Expression,4000000,145.926 km,Manual,Bencina
2012 Citroën C3 1.4,6800000,140.000 km,Manual,Bencina
2017 Nissan X-Trail 2.5 CVT Auto Exclusive 4WD,17290000,95.000 km,Automática,Bencina
2011 Chevrolet Aveo 1.4 LT AC,5470000,112.000 km,Manual,Bencina
2005 Nissan Pathfinder,7300000,186.500 km,Automática,Bencina
2008 Toyota Rav4 2.4 4x4 AUTO,8500000,174.000 km,Automática,Bencina
2018 Volkswagen Golf 1.4 TSI DSG Auto Sport,16790000,48.400 km,Automática,Bencina
2013 Mitsubishi L200 D/C 4X4 TD Dakar CRS Auto,13700000,338.526 km,Automática,Diesel
2015 Peugeot 106 PARTNER,6900000,230.000 km,Manual,Diesel
2011 Volkswagen Crossfox,6000000,173.000 km,Manual,Bencina
2020 Brilliance KONECT 1.6L,13480000,16.390 km,Manual,Bencina
2013 Suzuki Swift,6400000,200.000 km,Automática,Bencina
2009 Hyundai Getz,5290000,81.000 km,Manual,Bencina
2016 Land Rover Range Rover Sport,48700000,101.000 km,Automática,Bencina
2012 FORD EDGE 3.5 SEL AWD,11990000,206.570 km,Automática,Bencina
2012 Audi A1 1.4 TFSI S-Tronic Attraction,11390000,91.000 km,Automática,Bencina
2007 Subaru Legacy 3.0R 4D 5AT AWD 3S,9500000,178.000 km,Automática,Bencina
2021 Chevrolet Suburban 5.3 Z71 Auto 4WD,51290000,4.500 km,Automática,Bencina
2018 Peugeot 301 1.6 HDI Allure,9990000,150.829 km,Manual,Diesel
2017 Ford Expedition,29900000,82.659 km,Automática,Bencina
2018 Dodge Ram 1500 SLT,28490000,99.500 km,Automática,Bencina
2001 Mitsubishi L200 2.5 4x2 LX DIESEL,5500000,320.000 km,Manual,Diesel
2017 Renault Duster,10000000,70.000 km,Manual,Bencina
2012 Toyota Rav4 2.4 Lujo,10900000,102.000 km,Manual,Bencina
2019 Mitsubishi L200 2.4 TD Work CD CR,18000000,101.000 km,Manual,Diesel
2015 Mercedes-Benz C 250,19190000,86.000 km,Automática,Bencina
2013 Peugeot 301 1.6 HDI Allure,7900000,130.200 km,Manual,Diesel
2009 Jeep Patriot 4x4,8850000,163.000 km,Automática,Bencina
1997 Citroën C15 1.8 DIESEL,1000000,350.000 km,Manual,Diesel
2016 Mercedes-Benz Gla 250,20000000,160.000 km,Automática,Bencina
2006 Cadillac Cts-V STS-V,24990000,108.600 km,Automática,Bencina
2020 Ram Van 700 1.3 Diesel Manual PL,13000000,39.000 km,Manual,Diesel
2017 Peugeot 308 1.2 Puretech 110 HP Auto Active Pack,14990000,22.000 km,Automática,Bencina
2019 Suzuki Grand Nomade 2.4 Manual GLX Nav,15490000,36.750 km,Manual,Bencina
2008 Nissan V16 1.6 AA,2300000,300 km,Manual,Bencina
1999 Mitsubishi Galant 2.5 SEMI-FULL A/C,3300000,220.000 km,Automática,Bencina
2016 Mazda Bt-50 2.2 DSL SDX Hi Rider,21500000,105.000 km,Manual,Diesel
1993 Jaguar Xj,11800000,60.000 km,Automática,Bencina
2016 Volvo V40,15490000,99.000 km,Manual,Diesel
2013 Peugeot 308 1.6 e-HDI 112 HP Active,8500000,212.000 km,Manual,Diesel
2021 SKODA Karoq 1.4 TSI Auto Ambiente,18700000,4.000 km,Automática,Bencina
2009 Volkswagen Bora Trendline,5900000,102.000 km,Manual,Bencina
2019 Volvo V40,17500000,26.000 km,Manual,Bencina
2014 Chevrolet Spark 1.0 LT,4500000,50.000 km,Manual,Bencina
2017 Toyota Hiace 3.0 Manual Diesel Furgon,17500000,43.000 km,Manual,Diesel
2020 Suzuki Dzire,9200000,16.700 km,Manual,Bencina
1959 Chrysler Desoto,14500000,1.000 km,Automática,Bencina
2012 Kia Sportage 2.0 LX AC DAB 4WD,12300000,97.000 km,Manual,Bencina
2015 Volkswagen Scirocco,14700000,93.250 km,Automática,Bencina
2003 Volkswagen Golf,3800000,1.800.000 km,Manual,Bencina
2022 Changan Md201 201,7980000,NA,Manual,Bencina
2016 Jac T6 2.0 Comfort,10800000,71.000 km,Manual,Bencina
2013 Byd F0 1.0 GLXi,4380000,113.000 km,Manual,Bencina
2018 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Corto,12890000,111.000 km,Manual,Diesel
2015 Suzuki Grand Vitara 1.6 GLX Sport 4WD,10500000,101.000 km,Manual,Bencina
2017 Chevrolet Onix,10500000,45.000 km,Manual,Bencina
2015 Audi A3 1.4 TFSI Attraction,10500000,65.000 km,Manual,Bencina
2006 Chrysler Crossfire,10500000,86.000 km,Automática,Bencina
2012 BMW X6 3.0 XDrive35I A 4WD,26000000,74.000 km,Automática,Bencina
2018 Mazda 6 2.0 Skyactiv-G V Auto,16990000,69.465 km,Automática,Bencina
2018 Jaguar Xe 2.0 Pure Auto,29500000,12.000 km,Automática,Bencina
2007 Mazda Mx-6 Mazda,5350000,170.000 km,Manual,Bencina
2014 Mahindra Xuv500 2.2 Diesel 4WD,9000000,259.000 km,Manual,Diesel
2014 Chevrolet Suburban 5.3 LT Auto 4WD,21490000,145.000 km,Automática,Bencina
2014 Hyundai H-1 2.5 CRDI GL 3S Doble Puerta,11900000,203.000 km,Manual,Diesel
2018 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,29900000,108.000 km,Automática,Diesel
2012 INFINITI Fx,15900000,86.000 km,Automática,Bencina
2019 BMW X1 2.0 SDrive20i A Millenium,24500000,21.000 km,Automática,Bencina
2018 Chevrolet Onix LTZ,8500000,65.000 km,Manual,Bencina
2017 Volkswagen Caddy Kombi,13490000,62.000 km,Manual,Diesel
2015 Audi A1 SPORTBACK TFSI 1.4,14180000,120.000 km,Manual,Bencina
2003 Audi A6 3.0 Multitronic,7500000,150.000 km,Automática,Bencina
