Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Chevrolet Silverado 5.3 Auto LT Z71 Cab Ext. 4WD,31500000,38.000 km,Automática,Bencina
2008 Jeep Compass,7500000,204.000 km,Automática,Bencina
2020 MG Mg6 1.5T CVT Trophy,16000000,21.800 km,Automática,Bencina
2018 Nissan Qashqai 2.0 Sense,14700000,102.000 km,Manual,Bencina
2015 Subaru Impreza 2.0i CVT XS 4WD,12790000,140.000 km,Automática,Bencina
2009 Toyota Yaris Sport 1.3 Sport XLI,6500000,55.800 km,Manual,Bencina
2018 Suzuki ALTO K10,6390000,16.226 km,Manual,Bencina
MITSUBISHI OUTLANDER 2016 4X2 2.0 MEC,15990000,62.000 km,Manual,Bencina
2012 BMW 535 i,19000000,80.000 km,Automática,Bencina
2019 PEUGEOT 308 1.6 Puretech 225 Auto GT,16990000,26.894 km,Automática,Bencina
2007 Hyundai Tuscani,8500000,75.000 km,Manual,Bencina
2016 Suzuki Swift,8100000,83.000 km,Manual,Bencina
2013 Hyundai Santa Fe GLS 2.4,12000000,82.000 km,Manual,Bencina
2008 Kia Magentis LX 2.0 AC AB,3000000,12.345.667 km,Manual,Bencina
2009 Mercedes-Benz C 230 C 230 Elegance,9000000,119.000 km,Automática,Bencina
2021 BMW X6 4.4 M Competition Auto,133000000,4.000 km,Automática,Bencina
2014 Maserati Granturismo,51900000,23.000 km,Automática,Bencina
2017 Suzuki Baleno 1.4 GLS,8900000,77.634 km,Manual,Bencina
2018 Nissan Versa 1.6 Manual Sense,9390000,40.000 km,Manual,Bencina
2003 Volkswagen Polo Classic classic,3500000,270.000 km,Manual,Bencina
2016 Ford F-150,19499000,100.000 km,Automática,Bencina
2016 Daihatsu Terios 1.5 Wlid LEI EV,9500000,65.000 km,Manual,Bencina
2017 Mazda 3 2.5 Skyactiv-G GT Auto A. Bose,17480000,66.000 km,Automática,Bencina
2013 Porsche Cayenne 3.0 S Hybrid Tiptronic 4WD,27990000,90.000 km,Automática,Bencina
2020 Suzuki Swift 1.2 Manual GLX,12500000,9.800 km,Manual,Bencina
2014 Ford F-150 5.0 Double Cab Lariat 4WD,21980000,209.000 km,Automática,Bencina
2000 Hyundai Accent 1.5 LS,2990000,208.000 km,Manual,Bencina
TOYOTA RAV4 2015 RAV4 2.5,15490000,50.752 km,Manual,Bencina
2016 Chevrolet D-Max 2.5 DC 4WD,15200000,110.000 km,Manual,Diesel
1980 Chevrolet Luv,1200000,300 km,Manual,Bencina
2010 BMW X5 3.0 XDrive IA,15000000,120.600 km,Automática,Bencina
2019 Toyota Rav4,15500000,35.000 km,Manual,Bencina
2014 Peugeot Expert,11000000,350.000 km,Manual,Diesel
