Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Mahindra Xuv500 2.2 Diesel Base,16000000,114.000 km,Manual,Diesel
2005 Renault Kangoo,3950000,300.000 km,Manual,Diesel
2016 Hyundai Accent 1.4 RB GL AC 2AB,9990000,58.505 km,Manual,Bencina
2018 Mercedes-Benz E 200 2.0 E 200 Auto,31980000,9.300 km,Automática,Bencina
2017 PEUGEOT 208 1.2 Puretech 110 Active Pack,11990000,90.000 km,Manual,Bencina
2013 Volkswagen Saveiro 1.6 Comfort Cab Ext.,6000000,196.000 km,Manual,Bencina
2016 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,34980000,88.000 km,Automática,Bencina
2013 Opel Corsa 1.4 Enjoy Full 5P,7190000,118.000 km,Manual,Bencina
2016 Suzuki Swift 1.2 GLX,9250000,60.000 km,Manual,Bencina
2017 Ford Explorer 2.3 Limited Ecoboost Auto,25780000,157.000 km,Automática,Bencina
2011 Toyota Corolla 1.6 XLI,8200000,131.500 km,Manual,Bencina
2017 Peugeot Partner 1.6 HDI 90HP Manual Maxi Nav,12490000,118.347 km,Manual,Diesel
2014 Chevrolet Aveo 1.4,6290000,92.000 km,Manual,Bencina
2019 Citroën C3,14000000,40.238 km,Manual,Diesel
2016 Suzuki Grand Nomade 2.4 Auto GLX Sport 4WD,14550000,96.000 km,Automática,Bencina
2018 Mercedes-Benz Glc 63 Amg,70000000,115.000 km,Automática,Bencina
2021 Chevrolet Suburban 5.3 Z71 Auto 4WD,51290000,4.500 km,Automática,Bencina
1992 Mercedes-Benz 300,8990000,130.000 km,Automática,Bencina
2011 Hyundai Elantra,9000000,186.000 km,Manual,Bencina
2021 BMW X3 M40d xDRIVE,65900000,9.500 km,Automática,Diesel
2017 MG 3 Confort 1.5,7980000,77.125 km,Manual,Bencina
2018 Mercedes-Benz E 220 D,42970000,49.456 km,Automática,Diesel
2004 Volkswagen Caddy 1.9 Diesel,3800000,154.000 km,Manual,Diesel
