Nombre,Precio,kilometraje,Transmisión,Combustible
2011 Toyota Rav4 2.4 Lujo Auto 4x2,7500000,13.800 km,Automática,Bencina
2003 Chevrolet Corsa 1.6 Swing CD,3000000,177.000 km,Manual,Bencina
2019 Mitsubishi Eclipse Cross 1.5T Auto RS 4WD,21000000,34.698 km,Automática,Bencina
2010 Chevrolet Captiva 2.0 DSL LS,10990000,165.000 km,Manual,Diesel
2007 Honda Civic 1.8 EXS AT,6500000,1.700.000 km,Automática,Bencina
2017 Chevrolet Sail 1.4 Classic LS,6200000,60.817 km,Manual,Bencina
2018 Nissan Qashqai,18100000,73.000 km,Automática,Bencina
2014 Samsung Sm3 LE 1.6,11500000,300.000 km,Manual,Bencina
2012 Audi A4 1.8 TFSI,10200000,178.647 km,Automática,Bencina
2019 Volkswagen Saveiro 1.6,10980000,40.000 km,Manual,Bencina
2014 Renault Duster EXPRESSION 1.6,8390000,143.112 km,Manual,Bencina
2011 Dodge Durango,14000000,1.900.000 km,Automática,Bencina
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,7400000,69.000 km,Manual,Bencina
2013 Suzuki Alto 0.8 800 GL,3900000,129.000 km,Manual,Bencina
2018 Changan Cs35 1.6 Luxury,9690000,49.850 km,Manual,Bencina
2008 Changan S300,2000000,67.220 km,Manual,Bencina
2017 Kia Rio 4 1.4 EX Manual AC DAB ABS,9390000,125.000 km,Manual,Bencina
2020 Abarth 595 Competizione 1.4 EDICION 70 ANIVERSARIO,27490000,5.400 km,Manual,Bencina
2017 Nissan Versa 1.6 Manual Sense,17300000,32.500 km,Manual,Bencina
2016 Chevrolet D-Max 2.5 DC,15100000,188.000 km,Manual,Diesel
2021 Volvo Xc60 2.0 D4 Momentum Auto 4WD,41000000,18.500 km,Automática,Diesel
2017 Mercedes-Benz Glc 250,42000000,9.390 km,Automática,Diesel
2016 Mazda 2 1.5 V Skyactive Sport,9800000,87.500 km,Manual,Bencina
2003 Audi Tt,9990000,152.900 km,Automática,Bencina
2010 Audi Tt,18000000,59.900 km,Automática,Bencina
2018 SsangYong Actyon Sports 2.0D Manual Full NAS612,14500000,76.700 km,Manual,Diesel
2017 Toyota Yaris Sport,9500000,94.400 km,Manual,Bencina
2015 Chevrolet Sail 1.4,6100000,90.000 km,Manual,Bencina
2019 Peugeot 3008 GT 2.0 BLUEHDI 180 EAT6,30990000,49.000 km,Automática,Diesel
2013 Tata Xenon 2.2 Diesel CS,7580000,1 km,Manual,Diesel
2014 Citroën C3 1.4 HDI Seduction,8500000,150.000 km,Manual,Diesel
2019 Great Wall Voleex C30,6400000,20.000 km,Manual,Bencina
2016 Toyota Rav4,14500000,120.000 km,NA,NA
2014 Honda Civic 1.8 EXL Auto,13000000,1 km,Automática,Bencina
2018 Kia Soul SOUL,12200000,35.000 km,Automática,Bencina
2015 Mazda Bt-50 DCAB SDX 2.2 MEC FULL MANTECIONES AL DÍA DOS DUEÑOS,16300000,190.000 km,Manual,Diesel
2016 Ford Fusion ecoboost,15600000,54.000 km,Automática,Bencina
2015 Chevrolet Spark Gt,5200000,62.000 km,NA,NA
2011 Volkswagen Amarok 2.0 TDI Highline AWD,14590000,220.000 km,Manual,Diesel
2013 Hyundai Tucson GL 2.0 4X2 AUT,10990000,118.000 km,Automática,Bencina
2017 Dodge Ram 1500,31500000,49.000 km,Automática,Bencina
2013 Kia Rio 5 1.4 EX Manual AB AC,8600000,120.000 km,Manual,Bencina
2017 Mitsubishi L200 2.4 TD Manual Work CD CR,17000000,160.000 km,Manual,Diesel
2014 Fiat Fiorino City FULL,6990000,160.000 km,Manual,Diesel
2017 Ford Escape,15900000,75.000 km,Automática,Bencina
2015 Volvo Xc60 2.4 D5 Limited Auto 4WD,19180000,155.000 km,Automática,Diesel
2015 Toyota Yaris Sport,10290000,80.000 km,Automática,Bencina
2012 Jeep Wrangler,19500000,116.000 km,Automática,Bencina
2018 Hyundai Grand I10 GRAND I10 BA HB 1.2,8990000,34.000 km,Manual,Bencina
2008 SsangYong Kyron,7900000,152 km,Manual,Diesel
2005 Chevrolet Corsa 1.6 Extra Pwr Cd Ac,3500000,176.000 km,Manual,Bencina
2014 Kia Rio 5,6990000,251.000 km,Manual,Bencina
2013 Byd F0 1.0 GLXi,4380000,113.000 km,Manual,Bencina
2018 Ford Explorer 2.3 Limited Ecoboost Auto 4WD,32990000,52.625 km,Automática,Bencina
2016 Subaru Impreza Limited AWD CVT AT,15500000,63.000 km,Automática,Bencina
2016 Hyundai Accent 1.4 RB GL AC 2AB,9990000,58.504 km,Manual,Bencina
2018 Hyundai Accent 1.4 RB Manual GL AC 2AB,8500000,110.000 km,Manual,Bencina
2014 Volkswagen Amarok 2.0 TDI Comfortline 4WD,15480000,169.000 km,Manual,Diesel
2011 Ford Ranger,8800000,169.000 km,Manual,Bencina
MAZDA 6 2017 NEW 6 2.0,15290000,69.797 km,Manual,Bencina
2004 Land Rover Range Rover 4.4 V8 HSE,13690000,13.200 km,Automática,Bencina
2010 Volkswagen Golf 2.0 High 2AB ABS,6000000,170.000 km,Manual,Bencina
2020 Chevrolet Captiva 1.5 LT,18390000,40.000 km,Manual,Bencina
2011 Toyota Rav4,9450000,128.500 km,Manual,Bencina
2017 Mazda 3 2.0 Skyactiv-G V Auto,15490000,43.000 km,Automática,Bencina
2004 Renault Clio PRIVILEGE 1.6 16V,3500000,174.700 km,Manual,Bencina
2019 BMW 740 3.0 740i A,62990000,6.500 km,Automática,Bencina
2012 Lexus Rx 3.5 350 Auto 4WD,15800000,134.000 km,Automática,Bencina
2012 Volvo C30,11500000,53.000 km,Manual,Bencina
2006 Mitsubishi Montero Sport,10500000,87.500 km,Manual,Otros
2011 BMW X3 2.0 XDrive20D Auto,15990000,135.000 km,Automática,Diesel
2018 BMW M6 4.4 M6 Coupe,61900000,9.950 km,Automática,Bencina
2018 Honda Civic 1.5T CVT Auto EXTL,20500000,52.000 km,Automática,Bencina
2013 Hyundai I30 1.8 GLS GD Sun Full Auto,9700000,136.000 km,Automática,Bencina
2016 Chevrolet Orlando LS TURBO DIESEL 6 MT FULL 4 AIRBAG ABS,10790000,250.000 km,Manual,Diesel
2017 Subaru XV AWD CVT AT 5P,17290000,85.000 km,Automática,Bencina
2019 Ford F-150 5.0 Double Cab Lariat Sport 4WD,34550000,46.000 km,Automática,Bencina
2018 Chevrolet D-Max 2.5 DC,19990000,80.100 km,Manual,Diesel
2015 Kia Morning,5000000,127 km,Manual,Bencina
2017 Chevrolet D-Max 2.5 DC,18000000,249.000 km,Manual,Diesel
2021 Kia Morning 1.2 EX ABS,9700000,4.800 km,Manual,Bencina
2013 Mazda Cx-5 2.0 Syactiv R 4WD,14500000,88.000 km,Manual,Bencina
2004 Jeep Grand Cherokee 4.7 Overland,8280000,160.000 km,Automática,Bencina
2020 Great Wall H3,12500000,19.000 km,Manual,Bencina
2017 Mazda Cx-5 2.5 Skyactiv GT Auto 4WD,18900000,77.000 km,Automática,Bencina
2013 Suzuki Grand Nomade 2.4 GLX Sport,9990000,128.000 km,Manual,Bencina
2009 Suzuki Maruti II L,2490000,690.000 km,Manual,Bencina
2022 Nissan Versa 1.6 V-Drive,12990000,2.496 km,Manual,Bencina
2019 Suzuki Ignis IGNIS GLX,9590000,16.089 km,Manual,Bencina
2012 BMW 320I,15900000,122.000 km,Automática,Bencina
2016 Suzuki Vitara 1.6 GLS BTono 4WD,13800000,57.000 km,Manual,Bencina
2017 Toyota Rav4 2.0 CVT Lujo,15590000,97.000 km,Automática,Bencina
1992 Mazda Miata,10000000,139.000 km,Manual,Bencina
2018 Suzuki Grand Vitara,15000000,39.000 km,Manual,Bencina
2017 SsangYong Actyon Sports 2.0D Manual Full 4WD NAS712,13990000,144.000 km,Manual,Diesel
2016 Mercedes-Benz A 200 1.8 A 200 CDI DCT,20990000,78.000 km,Automática,Diesel
2017 Nissan X-Trail EXCLUSIVE 4x4,20500000,80.300 km,Automática,Bencina
2006 Toyota Corolla 1.6 VVT-i Sport,6480000,150.000 km,Manual,Bencina
HYUNDAI GENESIS 2013 GENESIS COUPE GLS 2.0,15090000,108.100 km,Manual,Bencina
2013 Mazda Cx-5 2.0 Syactiv R 4WD,14950000,114.000 km,Manual,Bencina
