Nombre,Precio,kilometraje,Transmisión,Combustible
JEEP CHEROKEE 2016 LONGITUDE 4X2,17890000,90.666 km,Manual,Bencina
2018 Mitsubishi L200 KATANA CRT 4X4 2.5,18680000,86.000 km,Manual,Diesel
2008 Jeep Compass 2.4 SPORT,7200000,132.000 km,Automática,Bencina
MAZDA 2 2014 SPORT V 1.5,8490000,56.924 km,Manual,Bencina
2013 Audi A3 1.8 TFSI Attraction,13500000,102.000 km,Manual,Bencina
2017 TOYOTA RAV4 2.0 CVT Auto Super Lujo,17990000,104.351 km,Manual,Bencina
2021 Ford Mustang 5.0 GT Premium Auto,35500000,3.000 km,Automática,Bencina
2016 Mazda Cx-5 2.0 Skyactiv R Auto 4WD,15900000,115.000 km,Automática,Bencina
2021 BMW X4,47980000,2.900 km,Automática,Bencina
2011 Ford Ranger,8500000,158.000 km,Manual,Diesel
2018 Ford Explorer,34000000,23.050 km,Automática,Bencina
2003 Peugeot 206 Xr,3200000,255.000 km,Manual,Bencina
2019 Chevrolet Onix 1.4 LTZ,9000000,47.000 km,Manual,Bencina
2013 Honda Cr-V,13000000,148.000 km,Automática,Bencina
2012 Lifan 320 1.3 Elite,3200000,100 km,Manual,Bencina
2013 Nissan March 1.6 Sence AA LL,6390000,93.395 km,Manual,Bencina
2017 Mercedes-Benz A 200 1.6 Manual A 200,17890000,61.000 km,Manual,Bencina
2011 Kia Rio,5580000,150.000 km,Manual,Bencina
KIA SPORTAGE 2013 SPORTAGE LX 2.0,14090000,81.181 km,Manual,Bencina
2015 Ford Ecosport 1.6 SE,8950000,150.000 km,Manual,Bencina
2016 Ram Ram 1500 SLT 3.6,23980000,77.000 km,Automática,Bencina
2015 BMW 235,26500000,78.000 km,Automática,Bencina
2010 BMW 320 320iA,11490000,119.000 km,Automática,Bencina
2020 Jeep New Grand Cherokee,38500000,25.000 km,Automática,Bencina
2018 Kia Rio 5 1.4 Manual EX Full,10000000,48.000 km,Manual,Bencina
2014 Subaru Xv 2.0i CVT Limited 4WD,14490000,122.000 km,Automática,Bencina
2017 SsangYong Rexton,15500000,94.611 km,Manual,Diesel
2014 Mercedes-Benz Ml 250,23100000,116.000 km,Automática,Diesel
2015 Suzuki Kizashi 2.4 GLX Limited CVT,11000000,97.500 km,Automática,Bencina
2011 Dodge Ram 1500,17500000,153.000 km,Automática,Bencina
2016 Nissan Qashqai,14990000,77.000 km,Manual,Bencina
2020 Kia Rio 4 1.4 EX Full,11500000,50.000 km,Manual,Bencina
2019 Kia STINGER GT AWD,29990000,24.208 km,Automática,Bencina
2008 Lexus Ls 460L,27800000,90.000 km,Automática,Bencina
2015 Chevrolet D-Max 2.5 DC High 4WD,15000000,140.000 km,Manual,Diesel
2014 Kia Rio 4 1.2 EX Manual,6700000,147.000 km,Manual,Bencina
2018 Mitsubishi Outlander 2.4 GLX CVT 4WD,18500000,51.500 km,Automática,Bencina
2013 Toyota Urban Cruiser 1.3 LEI,8880000,200.000 km,Manual,Bencina
2016 Mitsubishi I Outlander,14500000,117.000 km,Automática,Bencina
2020 Chevrolet N300 Max 1.2 Van AC DH,8990000,24.051 km,Manual,Bencina
2019 Suzuki Swift 1.2,11490000,21.800 km,Manual,Bencina
2014 Volkswagen Amarok 2.0 TDI Trendline 4WD,16790000,185.000 km,Manual,Diesel
