Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Hyundai Elantra 1.6 Manual GL 2AB,12790000,45.000 km,Manual,Bencina
2015 Mitsubishi Mirage 1.2 GLS,6800000,85.000 km,Manual,Bencina
2016 Changan CS15 CS1 1.4 CROSS MT 5P,6690000,74.369 km,Manual,Bencina
2018 Ford Ecosport 1.5 Manual Titanium,14470000,24.000 km,Manual,Bencina
1986 Toyota Lite,2500000,200 km,Manual,Bencina
2018 MG Mg Gt 1.5 STD,8490000,70.000 km,Manual,Bencina
2008 Peugeot 207 CC 1.6,8100000,111.900 km,Manual,Bencina
2015 Ford F-150 3.7 XLT Double Cab,20300000,114.000 km,Automática,Bencina
2013 Ford Explorer 2.0 Ecoboost Auto,17800000,109.000 km,Automática,Bencina
2013 Honda Cr-V 2.4 LX Auto,12990000,1 km,Automática,Bencina
2019 Fiat Uno 1.4 Manual Evo Way AC,8190000,35.000 km,Manual,Bencina
2019 Hyundai I10,8990000,29.000 km,Manual,Bencina
2012 INFINITI Fx,15900000,86.000 km,Automática,Bencina
2017 BMW X6 3.0 XDrive30D A,42300000,76.000 km,Automática,Diesel
2017 Toyota Fj Cruiser 4.0 LTD Auto 4WD,39900000,19.000 km,Automática,Bencina
2016 Porsche Macan 2.0,34900000,47.290 km,Automática,Bencina
2014 Kia Sportage 2.0 LX AB,12200000,129.000 km,Manual,Bencina
FORD ECOSPORT 2013 ECOSPORT 1.6,10390000,94.667 km,Manual,Bencina
2016 Nissan March 1.6 Sport Sence AA,7490000,122.000 km,Manual,Bencina
2019 Citroën C3,14600000,75.000 km,Manual,Diesel
2012 Volkswagen Amarok 2.0 TDI Comfortline 4X2,14000000,156.000 km,Manual,Diesel
2021 Mazda Bt-50 2.2 DSL Manual SDX 4WD,24000000,4.500 km,Manual,Diesel
1992 BMW 850 V12 5.0,51000000,39.700 km,Manual,Bencina
2017 Subaru Impreza 2.0i CVT Limited 4WD,16690000,94.000 km,Automática,Bencina
2020 Volkswagen Voyage 1.6 Comfortline,9990000,17.500 km,Manual,Bencina
2008 Hyundai Getz,4300000,186.262 km,Manual,Diesel
2019 Ford Expedition 3.5 Auto Limited 4WD,46990000,50.000 km,Automática,Bencina
2003 Ford Escape XLT 3.0 V6 4x4,5500000,235 km,Automática,Bencina
2011 BMW Z4,22000000,35.000 km,Automática,Bencina
2016 Hyundai Grand I10 1.2 GLS AC,8390000,63.092 km,Manual,Bencina
2021 Dfm Joyear,7800000,1.000 km,Manual,Bencina
2016 Nissan Qashqai Sence,14980000,53.000 km,Automática,Bencina
CHEVROLET SAIL 2013 1.4,5990000,61.266 km,Manual,Bencina
2016 Mercedes-Benz E 400,26990000,49.300 km,Automática,Bencina
