Nombre,Precio,kilometraje,Transmisión,Combustible
2013 Toyota Yaris 1.5 GLI AA,7000000,175.000 km,Manual,Bencina
2016 Hyundai Accent 1.4 RB GL AV,9200000,77.500 km,Manual,Bencina
2013 Opel Corsa 1.4 Enjoy Full 5P,7300000,120.000 km,Manual,Bencina
2015 Citroën C-Elysee 1.6 HDI Seduction,9200000,43.000 km,Manual,Diesel
2016 Ford Escape 2.0 Ecoboost SE Auto 4WD,14700000,66.000 km,Automática,Bencina
2018 Haval Haval H6 1.5T Elite 4WD,14990000,25.110 km,Manual,Bencina
2016 Jeep Grand Cherokee SRT 6.4,36980000,59.100 km,Automática,Bencina
2017 Honda Hr-V EXL 4x2 FULL NUEVO UNICO DUEÑO,16500000,35.000 km,Automática,Bencina
2017 Audi A5 2.0 TFSI S-Tronic Q. Sportback S Line,26800000,85.000 km,Automática,Bencina
2019 Toyota AYGO HATCH BACK 1.0,8000000,17.730 km,Manual,Bencina
2011 Hyundai Santa Fe 2.2 GLS 4WD Auto Full,12200000,189.500 km,Automática,Diesel
2013 Mitsubishi L200 D/C 4X2 TD Work CRM,13300000,211.305 km,Manual,Diesel
2015 SsangYong Actyon Sports 2.0D LL ABS 2AB NAS612,12000000,155.000 km,Manual,Diesel
2010 Audi Tt,17000000,125.000 km,Automática,Bencina
2012 Volvo C30 2.0 R-Design,13700000,64.000 km,Manual,Bencina
2016 Kia Morning KIA MORNING EX 1.1,7890000,94.100 km,Manual,Bencina
2019 Mercedes-Benz Gle 250 2.1 GLE 250 D Auto 4Matic,39000000,47.000 km,Automática,Diesel
2019 Renault Symbol,8490000,25.000 km,Manual,Bencina
2016 Chevrolet Tracker 1.8 LT,11990000,60.000 km,Manual,Bencina
2008 Mercedes-Benz 200,8500000,175.000 km,Automática,Bencina
2014 Opel Astra 1.6 Turbo Enjoy,10800000,88.000 km,Manual,Bencina
2014 CHERY IQ 1.1,4990000,55.631 km,Manual,Bencina
2015 Suzuki Alto 0.8 800 GL,5100000,88.000 km,Manual,Bencina
2013 Volkswagen Bora Trendline Sky,7150000,119.000 km,Manual,Bencina
CHEVROLET OPTRA 2011 OPTRA II LS 1.6,6690000,90.235 km,Manual,Bencina
2017 Mazda 3 GT 2.5,16000000,69.000 km,Automática,Bencina
2009 Jaguar Xf 3.0 V6 Auto,12500000,122.000 km,Automática,Bencina
2003 Citroën Xsara,3500000,170.000 km,Manual,Bencina
2018 Peugeot 301 1.6 HDI Allure,9990000,150.829 km,Manual,Diesel
2019 Mitsubishi L200 2.4 TD Manual Katana CD CRM 4WD,21900000,15.000 km,Manual,Diesel
2010 Kia Sportage Pro LX Auto AC DAB 4X4,9500000,86.000 km,Automática,Bencina
2018 Mercedes-Benz Gle Coupe 63 Amg 5.5 Mercedes-AMG GLE 63 S Auto 4Matic,74970000,32.000 km,Automática,Bencina
2008 Hyundai Accent MC 1.5 GLS PS CRDI,7500000,100 km,Manual,Diesel
2014 Fiat Fiorino City,6500000,137.000 km,Manual,Diesel
2015 Chery Tiggo,8200000,130.000 km,Manual,Bencina
2012 SsangYong Rexton 2.7 XDI,9800000,158.000 km,Manual,Diesel
2019 Mazda 6 SEDAN V 2.0 6AT,18580000,16.500 km,Automática,Bencina
2016 Peugeot Expert,13850000,99.000 km,Manual,Diesel
2013 Kia Sportage 2.0 DSL LX AC DAB 4WD,15000000,140.000 km,Manual,Diesel
2020 Renault Clio 1.2 Manual Authentique,11300000,21.000 km,Manual,Bencina
2011 Mercedes-Benz C 220 2.1 C 200 CDI Blue Effiency Avantgarde,14200000,139.800 km,Automática,Diesel
2018 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,12980000,106.000 km,Manual,Diesel
2019 Kia SOUL EX 1.6 GSL 6MT,13990000,23.232 km,Manual,Bencina
2018 Toyota Hilux,20500000,76.000 km,Manual,Bencina
2020 Mercedes-Benz Gla 200 1.6 GLA 200 DCT Auto,25980000,9.000 km,Automática,Bencina
2016 Kia Sorento 2.4 GSL EX 4WD,16400000,71.000 km,Manual,Bencina
1982 Toyota Land Cruiser FJ40,6000000,100 km,Manual,Diesel
2017 Volvo V40 2.0 T4 R-Design,16800000,46.000 km,Manual,Bencina
2018 Mazda 3 Sport,17900000,40.000 km,Manual,Bencina
2009 Kia CARENS LX 2.0,7690000,182.617 km,Manual,Bencina
2018 Toyota HILUX DX 4X2,19500000,129.325 km,Manual,Diesel
2003 Mercedes-Benz E 320 E 320 ELEGANCE,6900000,250.000 km,Automática,Bencina
2005 Renault Clio PRIVILEGE 1.6 16V,2850000,267.000 km,Manual,Bencina
2016 Great Wall Haval 5 2.4 LX 4X4,9700000,55.000 km,Manual,Bencina
2012 Peugeot 308,7800000,131.000 km,Manual,Bencina
2019 Kia Cerato 5 1.6 EX Manual AC ABS,12990000,47.000 km,Manual,Bencina
2018 Renault Symbol 1.6 Manual Zen,7900000,68.000 km,Manual,Bencina
2011 Hyundai Porter II,11500000,123.000 km,Manual,Diesel
2015 Chery Grand Tiggo Grand tiggo 5,10500000,49.700 km,Automática,Bencina
2017 Renault Symbol 1.6 Zen,7550000,67.300 km,Manual,Bencina
2017 Jac S3,9500000,50.000 km,Manual,Bencina
2012 Toyota Tundra 5.7 Dc Auto 4WD,18000000,140.000 km,Automática,Bencina
2014 GEELY CK NEW 1.3 GL,4390000,102.786 km,Manual,Bencina
2013 Hyundai New H1,13000000,214.813 km,Manual,Diesel
2014 Subaru Impreza SPORT AWD 2.0I AUT,12480000,78.800 km,Automática,Bencina
2012 Daihatsu Terios 1.5 AUTOMATICO,9690000,120.000 km,Automática,Bencina
CHEVROLET PRISMA 2017 PRISMA 1.4L LTZ MT,9990000,66.560 km,Manual,Bencina
2017 Nissan Qashqai,15900000,65.000 km,Manual,Bencina
2015 Mazda 3 2.0 Skyactiv-G V,11800000,72.000 km,Manual,Bencina
2020 Subaru New XV,19200000,65.000 km,Automática,Bencina
2017 Suzuki Grand Nomade 2.4 Manual GLX Sport,13990000,56.481 km,Manual,Bencina
2007 Hyundai Tucson 2.0 GL AT 4WD 2AB CRDI ABS,8350000,227.000 km,Automática,Diesel
2020 BMW X4 2.0 XDrive20D A M Sport,45000000,20.000 km,Automática,Diesel
2012 Hyundai I10,4850000,120.000 km,Manual,Bencina
2017 Suzuki Swift 1.2 Manual GLX,9400000,66.600 km,Manual,Bencina
2014 Mazda 3 2.0 Skyactiv-G V,12290000,73.000 km,Manual,Bencina
2014 Volvo V40 1.6 T4 Comfort Auto,13800000,100.000 km,Automática,Bencina
2017 Chevrolet Silverado 5.3 Auto High Country 4WD,31000000,92.000 km,Automática,Bencina
1995 BMW 730,7790000,250.000 km,Automática,Bencina
2011 BMW 320I,10000000,99.000 km,Automática,Bencina
2011 Volkswagen Bora Trendline Sky,8300000,164.000 km,Manual,Bencina
2015 Audi A3 1.4 TFSI Attraction,10500000,65.000 km,Manual,Bencina
2012 Toyota Rav4,10000000,97.000 km,Automática,Bencina
2015 Land Rover Discovery,44980000,88.000 km,Automática,Diesel
