Nombre,Precio,kilometraje,Transmisión,Combustible
1997 Suzuki Baleno,2800000,212.347 km,Manual,Bencina
2005 Toyota Landcruiser Prado,11000000,304.000 km,Automática,Bencina
2018 BMW 120 2.0 120i A M Sport 5P,23000000,48.000 km,Automática,Bencina
2010 MINI Cooper,8199000,181.000 km,Manual,Bencina
2017 Peugeot 208 1.6 BlueHDI 100 Manual HPActive Pack,9950000,96.000 km,Manual,Diesel
2016 Suzuki Grand Vitara,12000000,50.000 km,Manual,Bencina
2018 Audi A6 1.8 TFSI Stronic Auto,22900000,65.974 km,Automática,Bencina
2006 Mercedes-Benz 500 MERCEDES BENS E 500 5.0.AUT V 8 FULL CUERO TECHO,10970000,152.000 km,Automática,Bencina
2017 MG MG GT 1.5 L STD MT 4P,9990000,29.500 km,Manual,Bencina
2008 Hyundai Tucson,7200000,165.000 km,Automática,Bencina
2011 Toyota 4Runner 4.0 SR5 4x4 Auto,15700000,230.000 km,Automática,Bencina
2012 SsangYong Actyon Sports,13000000,129.000 km,Automática,Diesel
2018 BMW X6 3.0 XDrive30D A,44990000,3.000 km,Automática,Diesel
2016 Ford Edge 2.0 Ecoboost Auto SEL,19000000,55.000 km,Automática,Bencina
2008 Great Wall Deer 2.2 4X2,3800000,224.000 km,Manual,Bencina
2007 Hyundai Getz,4000000,153.000 km,Manual,Bencina
2017 Hyundai PORTER CRDI 2.5,17990000,90.038 km,Manual,Diesel
2014 Audi Q5 3.0 TFSI Tiptronic Quattro,20500000,95.000 km,Automática,Bencina
2018 Kia Rio,8600000,42.000 km,Manual,Bencina
2013 Kia Sorento EX 2.4 7A GSL Auto,15000000,151.000 km,Automática,Bencina
2015 Toyota Auris 1.6 LEI CVT,13500000,80.000 km,Automática,Bencina
2014 Hyundai ELANTRA 1.6 GLS MD FL AC 2AB MT 4P,9300000,99.200 km,Manual,Bencina
2012 Volvo XC70 D5 Turbo Comfort Plus Auto AWD,12490000,142.000 km,Automática,Diesel
2016 Volkswagen Gol 1.6 Comfortline,8000000,109.000 km,Manual,Bencina
2017 Mini COOPER S CONVERTIBLE,26490000,41.000 km,Automática,Bencina
2016 Nissan March 1.6 Auto Sport Advance,7990000,70.000 km,Automática,Bencina
2013 Toyota 4RUNNER 4.0 SR5 LUJO AT 5P,17990000,151.744 km,Automática,Bencina
2016 Subaru Legacy 2.5I CVT Limited 4WD,16990000,50.000 km,Automática,Bencina
2018 Suzuki Grand Nomade,15000000,81.000 km,Manual,Bencina
2010 Chevrolet Spark 1.0,4000000,170.000 km,Manual,Bencina
2014 Chevrolet Silverado 5.3 Extended Cab. Auto 4WD,21990000,148.000 km,Automática,Bencina
2012 SsangYong Korando 2.0D,6100000,166.000 km,Manual,Diesel
2006 Mercedes-Benz C 180,8800000,135.500 km,Automática,Bencina
2003 Mazda B2600,6500000,192.000 km,Manual,Bencina
2012 Kia Sorento EX 2.4 7A GSL,11000000,128.000 km,Manual,Bencina
2014 Chevrolet Spark Gt,4500000,130.000 km,Manual,Bencina
2016 Nissan Note 1.6 Sense,7500000,48.900 km,Manual,Bencina
