Nombre,Precio,kilometraje,Transmisión,Combustible
2015 Peugeot 208 1.4 HDI 68 HP Active,8990000,157.251 km,Manual,Diesel
2012 Subaru Forester 2.0 5D Auto AWD XS,10500000,171.000 km,Automática,Bencina
2021 Chevrolet SAIL LS,8490000,1 km,Manual,Bencina
2017 Suzuki Swift,8500000,46.000 km,Manual,Bencina
2012 Hyundai I10,4950000,120.000 km,Manual,Bencina
1980 Volkswagen Kombi,6500000,62.517 km,Manual,Bencina
2019 Subaru Outback LIMITED AWD CVT 2.5,27900000,31.100 km,Automática,Bencina
2011 Ford Ranger Heritage Limited,11000000,226.000 km,Manual,Bencina
2017 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,12500000,100.000 km,Manual,Diesel
2020 Hyundai Veloster 2.0 JS Auto Premium,16500000,26.000 km,Automática,Bencina
2018 Changan Cx70 Luxury,12000000,59.000 km,Manual,Bencina
2017 Mercedes-Benz A 200 2.1 A 200 CDI DCT Auto,19900000,91.000 km,Automática,Diesel
2014 SsangYong Actyon Sports 2.0D,11000000,216.000 km,Manual,Diesel
2004 Chevrolet Corsa PWR DH AC,2780000,1 km,Manual,Bencina
2019 Nissan Versa 1.6 Manual Sense,11390000,34.900 km,Manual,Bencina
2001 Suzuki Vitara Rugby,15190000,96.000 km,Manual,Diesel
TOYOTA CAMRY 2021 CAMRY HIBRIDO 2.5 AUT,33790000,30.606 km,Automática,Bencina
2012 Mitsubishi Montero Sport 2.5 Diesel G2 4X2 Auto,14800000,130.266 km,Automática,Diesel
2019 Audi A3 1.4 35 TFSI Stronic Auto Sportback,21900000,24.000 km,Automática,Bencina
2010 Nissan X-Trail,8500000,101.500 km,Manual,Bencina
2019 Chevrolet Spin 1.8 LTZ,13550000,15.408 km,Manual,Bencina
2020 BMW M4 3.0 M4 Cabrio Auto,56900000,6.500 km,Automática,Bencina
2016 Mazda 3 2.0 Auto Skyactiv-G V SR,12800000,60.000 km,Automática,Bencina
2018 Subaru Outback 2.5I CVT Auto Limited 4WD,23790000,65.000 km,Automática,Bencina
2019 BMW Z4 2.0 SDrive20i A,43900000,6.790 km,Automática,Bencina
2010 Kia Rio Jb,5200000,139 km,Manual,Bencina
2008 Land Rover Discovery 4.0 SE 5ST,15000000,140.000 km,Automática,Bencina
2014 Renault Kangoo,7850000,184.000 km,Manual,Diesel
2016 Renault Symbol 1.6 Dynamique Black,7300000,44.400 km,Manual,Bencina
2014 Volvo S60 1.6 T4 R-Design Powershift,11500000,93.000 km,Automática,Bencina
2011 BMW 116 116 M TECHO FULL MECANICO,10990000,130.000 km,Manual,Bencina
2012 Nissan 370Z 3.7 Auto,19400000,62.000 km,Automática,Bencina
2021 Skoda FABIA 1.0 HB MT,15990000,26.500 km,Automática,Bencina
2016 Nissan NP300 2.3 SE,19590000,130.950 km,Manual,Diesel
2008 Hyundai Getz gl 1.4,4650000,120.000 km,Manual,Bencina
2009 Kia Morning II 1.1 LX DH,4000000,100.000 km,Manual,Bencina
2013 SsangYong Actyon Sports,12500000,135.921 km,Automática,Diesel
2022 MAXUS T60 2.8 GL 4X2 AT PRECIO INCLUYE IVA,19147100,1 km,Automática,Diesel
2016 Brilliance H230,5800000,58.000 km,Manual,Bencina
2019 Hyundai Accent 1.4 RB Manual GL 2AB ABS AC LL,11000000,21.000 km,Manual,Bencina
2017 Honda Ridgeline 3.5 RTL Auto 4WD,24500000,140.900 km,Automática,Bencina
2016 Hyundai Eon 0.8 GL,6300000,158.000 km,Manual,Bencina
2004 Jeep Grand Cherokee,7300000,205.700 km,Automática,Bencina
2008 Porsche Cayenne Coupe Cayenne s,12500000,120.000 km,Automática,Bencina
2018 Subaru Outback 3.6R CVT Auto Limited 4WD,25490000,55.200 km,Automática,Bencina
2015 Subaru Forester 2.5 CVT XS 4WD,15490000,89.000 km,Automática,Bencina
2000 Daewoo Nubira 1.6 SX A/A SW,2290000,170.000 km,Manual,Bencina
2012 Peugeot 3008,8800000,124.000 km,Manual,Bencina
2012 Kia Soul,7800000,201.000 km,Manual,Bencina
2017 Kia SPORTAGE SPORTAGE LX 2.0L DSL 6AT 2WD COMFORT 4X2 TEST,18990000,104.946 km,Automática,Diesel
2014 Chevrolet Avalanche 5.3 LT Auto 4WD,24000000,150.000 km,Automática,Bencina
2018 Faw D60 1.5 DLX,7650000,21.420 km,Manual,Bencina
2001 Mitsubishi L200 2.5 4x2 LX DIESEL,5500000,320.000 km,Manual,Diesel
2014 Geely Lc 1.3 GB,4490000,85.000 km,Manual,Bencina
2015 Mercedes Benz S 350 Bluetec,36990000,63.000 km,Automática,Diesel
2016 Mercedes-Benz Gla 45 Amg,33480000,74.300 km,Automática,Bencina
2018 Jeep Renegade Sport 1.7,14490000,63.400 km,Manual,Bencina
2015 Brilliance H220 1.5 Deluxe,6990000,46.173 km,Manual,Bencina
2012 Chevrolet Sonic 1.6,5600000,117.000 km,Manual,Bencina
2012 Citroën C4 1.6 HDI 110 HP SX,9000000,140.000 km,Manual,Diesel
2018 Toyota Hilux 2.4D Manual DX,18500000,72.000 km,Manual,Diesel
2019 Mitsubishi L200,19500000,32.572 km,Manual,Diesel
2002 Kia Besta Gran Besta 3.0,4790000,280.000 km,Manual,Diesel
2012 Toyota Rav4 2.4 Lujo,10900000,102.000 km,Manual,Bencina
2018 Peugeot 3008 1.6 THP 165 Auto Allure,21500000,57.600 km,Automática,Bencina
2017 Mercedes-Benz Gle Coupe 43 Amg 3.0 Mercedes-AMG GLE 43 Auto 4Matic,50000000,54.000 km,Automática,Bencina
CHEVROLET TRACKER 1.8 LS MT - 2019 | 23,14180000,13.803 km,Manual,Bencina
2018 Mercedes-Benz C 43 Amg,41000000,40.000 km,Automática,Bencina
2016 Mitsubishi L200 2.4 TD Katana CD CRT 4WD,17980000,113.000 km,Manual,Diesel
2011 Hyundai Tucson 2.0 LM GL 4WD AC 2AB ABS Auto,13000000,102.000 km,Automática,Bencina
2010 Toyota Yaris 1.5 XLI,6500000,190 km,Manual,Bencina
2012 SsangYong Actyon Sports 2.0D LL ABS 2AB Semi Full,9990000,200.000 km,Manual,Diesel
2014 Ford Ecosport,10280000,75.000 km,Manual,Bencina
2014 Toyota Prius C,9650000,79.000 km,Automática,Híbrido
2007 Chevrolet Colorado 3.7 Z71 4x4 AT,10900000,168.000 km,Automática,Bencina
2013 Chevrolet Captiva 2.2 DSL LS,11250000,189.000 km,Manual,Diesel
2017 Ford Ranger 3.2 Manual DSL Duratorq XLT 4WD,22950000,65.000 km,Manual,Diesel
2017 Nissan Np300 2.3 Manual DSL LE 4WD,21000000,94.680 km,Manual,Diesel
2012 Volkswagen Jetta GLI,16500000,113.000 km,Automática,Bencina
2008 Ford Explorer Explorer II 4.0 V6 Full,9950000,188.000 km,Automática,Bencina
2008 Audi A6 2.8 MULTITRONIC,7950000,213.547 km,Automática,Bencina
2013 Land Rover Discovery 3.0D HSE Auto 4WD,26900000,155.000 km,Automática,Diesel
2019 BMW 118 1.5 118i A Millennial 5P,20000000,26.000 km,Automática,Bencina
2012 Nissan Terrano 2.5TD DX CD 4X2,10000000,240.000 km,Manual,Diesel
2019 Chevrolet N300 Max 1.2 Van AC DH,8700000,35.000 km,Manual,Bencina
2012 Kia Sorento EX 2.4 7A GSL 4WD,13490000,94.500 km,Manual,Bencina
2014 Peugeot 208 1.4 HDI 68 HP Allure,3000000,1 km,Manual,Diesel
2017 Suzuki Jimny,10500000,123.000 km,Manual,Bencina
2014 Jeep Wrangler UNLTD SPORT 4X4 3.6 AUT,27490000,85.000 km,Automática,Bencina
2018 BMW 118 1.5 118i A Millennial 5P,20500000,34.300 km,Automática,Bencina
2010 Jeep Compass 2.4 Limited Auto,9790000,164.200 km,Automática,Bencina
2017 Ford Ranger 2.5 Manual Duratec XLT,19800000,68.000 km,Manual,Bencina
2017 CitroÃ«n SPACETOURER BUSINESS HDI 2.0 AC,19490000,84.591 km,Manual,Diesel
2016 Jeep Grand Cherokee,27590000,68.000 km,Automática,Bencina
2018 Chevrolet Tracker 1.8 LT,13390000,43.000 km,Manual,Bencina
2020 Renault Symbol 1.6 Manual Zen Nav,8800000,34.000 km,Manual,Bencina
2016 Volkswagen Tiguan 1.4 TSI,14500000,70.000 km,Manual,Bencina
2016 Mercedes-Benz Gle 400,37000000,120.000 km,Automática,Bencina
2014 Peugeot 4008 2.0 CVT Active,12500000,108.000 km,Automática,Bencina
2017 Toyota Yaris Sport,11300000,55.000 km,Automática,Bencina
