Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Peugeot Partner 1.6 HDI,13900000,95.600 km,Manual,Diesel
2014 Mercedes-Benz Sprinter 315,29900000,130.000 km,Manual,Diesel
2018 Chevrolet Onix CONSULTA POR FINANCIAMIENTO,10390000,1 km,Manual,Bencina
2019 Kia Morning 1.2 Auto EX Full,9700000,19.000 km,Automática,Bencina
2021 Toyota Rav4 2.0 LE,21500000,17.000 km,Manual,Bencina
2013 Range Rover Range Rover Sport,29500000,159.000 km,Automática,Diesel
2004 Audi A3 1.6 Manual,6200000,206 km,Manual,Bencina
2014 Mahindra Genio 2.2 CRDE DC 4WD,8900000,125.000 km,Manual,Diesel
2019 Hyundai Accent 1.4 RB Manual GL 2AB ABS AC LL,11000000,21.000 km,Manual,Bencina
2009 Dodge Caravan DIESEL 3 CORRIDAS AUTOMATICA,10270000,150.000 km,Automática,Diesel
2019 Peugeot 3008 1.5 BlueHDI 130 Auto GT Line,24000000,47.000 km,Automática,Diesel
2017 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,11900000,119.000 km,Manual,Diesel
2015 Honda Cr-V 2.4 LX Auto,16690000,87.781 km,Automática,Bencina
2018 Kia Rio 4 1.4 EX Manual AC 2AB,11100000,40.000 km,Manual,Bencina
2020 Dongfeng Sx6 1.6 Luxury 7 Asientos,11800000,21.400 km,Manual,Bencina
2013 Toyota Rav4 2.4 Lujo Auto,11000000,185.000 km,Automática,Bencina
2019 Ford Ranger 3.2 DSL XLT 4WD,24990000,156.000 km,Manual,Diesel
2016 Dodge Ram 2500,41500000,134.000 km,Automática,Diesel
VOLKSWAGEN AMAROK 2021 TRENDLINE 4X4,29500000,16.000 km,Manual,Diesel
2016 Audi S3,27500000,82.000 km,Automática,Bencina
2014 Chevrolet Spark,5990000,111.000 km,Manual,Bencina
2013 Nissan Qashqai 2.0 Auto SR 4X2,11480000,146.000 km,Automática,Bencina
2015 Audi A6 2.0 TDI Multitronic,22990000,82.878 km,Automática,Diesel
"2019 MG Gs 1,5 TURBO",13290000,24.000 km,Manual,Bencina
2012 Mazda 2 1.5 S,6500000,75.000 km,Manual,Bencina
2019 DFSK MINI TRUCK 1.2,7290000,52.000 km,Manual,Bencina
2015 Nissan Qashqai,12990000,50.000 km,Manual,Bencina
2017 Nissan MARCH MARCH ACTIVE 1.6,7390000,145.759 km,Manual,Bencina
2018 Audi Q3 1.4 TFSI Stronic Auto,25500000,72 km,Automática,Bencina
2011 Chevrolet Optra,6200000,151.000 km,Manual,Bencina
2016 Kia Frontier 2.9 CRDI C/C,15200000,135.000 km,Manual,Diesel
2018 Mercedes-Benz Gle Coupe 63 Amg 5.5 Mercedes-AMG GLE 63 S Auto 4Matic,74970000,32.000 km,Automática,Bencina
2011 Toyota Fj Cruiser,20800000,93.000 km,Automática,Bencina
2001 Chevrolet Luv Luv,4500000,251.197 km,Manual,Bencina
2015 Mazda 3 2.0 Skyactiv-G V,10690000,99.000 km,Manual,Bencina
2017 Renault Symbol 1.6 Manual Zen,7350000,115.000 km,Manual,Bencina
2020 Range Rover Range Rover Sport SUPERCHARGED 5.0,104980000,30.500 km,Automática,Bencina
2019 Peugeot 508 2.0 HDI Auto Allure,23900000,30.000 km,Automática,Diesel
2018 Brilliance H2l FURGON ESCOLAR PARA 23 PASAJEROS DIESEL,12490000,48.000 km,Manual,Diesel
2015 Mazda 6 2.0 Skyactiv-G V Auto CU,13500000,77.000 km,Automática,Bencina
2017 BMW X6 3.0 XDrive30D A,43500000,76.000 km,Automática,Diesel
2013 Ford Ranger 2.5 Duratec Limited,13800000,120.000 km,Manual,Bencina
2020 Suzuki Swift 1.2 Manual GLX,11800000,52.000 km,Manual,Bencina
2018 Renault Clio 1.6 RS 200 EDC Auto,15500000,32.500 km,Automática,Bencina
2020 Mercedes-Benz Gle 400,58890000,1.500 km,Automática,Bencina
2013 Ford Raptor,27000000,88.000 km,Automática,Bencina
2021 Renault KWID MT,7990000,NA,Manual,Bencina
2019 Suzuki Swift 1.2 Manual GLS,9750000,58.000 km,Manual,Bencina
2017 Jeep Wrangler,27000000,59.000 km,Automática,Bencina
2016 Nissan Sentra 1.8 Advance CVT,9800000,56.750 km,Automática,Bencina
1977 Mercedes-Benz 350 SLC,22490000,154.000 km,Automática,Bencina
2018 Volkswagen Amarok 2.0 TDI Comfortline Auto 4WD,28990000,56.725 km,Automática,Diesel
2016 Subaru Forester awd 2.0 4x4 at,15490000,101.000 km,Manual,Bencina
2011 Peugeot 3008,7800000,180.000 km,Manual,Diesel
2018 Peugeot 301 1.6 HDI Allure,11600000,110.000 km,Manual,Diesel
2013 BMW M3 BMW M3 CABRIO,34990000,60.000 km,Automática,Bencina
2017 Ford Explorer 2.3 Limited Ecoboost Auto,27900000,78.000 km,Automática,Bencina
2013 Ford F-150,17500000,98.000 km,Automática,Bencina
2012 Dodge Nitro SLT 3.7L V6 4X4,12000000,67.000 km,Automática,Bencina
2008 Nissan V16 1.6,2900000,260.111 km,Manual,Bencina
2020 Chevrolet Spin,14290000,33.000 km,Manual,Bencina
2008 Citroën C4 1.6 VTR,6000000,145.000 km,Manual,Bencina
2001 Nissan New Pathfinder UG2162,7000000,209.000 km,Automática,Bencina
2015 Freightliner CL 120 0 2015,39000000,647.200 km,Manual,Diesel
1999 Chevrolet Corsa 1.6 EXTRA GL,2600000,213.000 km,Manual,Bencina
2012 BMW 640 3.0 640I A Coupe,25990000,97.000 km,Automática,Bencina
2016 Ford F-150 3.5 XLT Double Cab,24990000,60.000 km,Automática,Bencina
2018 Dodge Journey 2.4 Auto SE,18390000,41.700 km,Automática,Bencina
2012 Suzuki Vitara,10000000,79.600 km,Manual,Bencina
2012 Volvo V70 XC,13200000,149.000 km,Automática,Diesel
2017 Chevrolet Spark Gt,7600000,24.000 km,Manual,Bencina
NISSAN KICKS 2018 KICKS ADVANCE 1.6,14990000,20.909 km,Manual,Bencina
2019 Ford Explorer 2.3 Limited Ecoboost Auto,31500000,22.871 km,Automática,Bencina
2017 Peugeot 208 1.2 Puretech 82 Active Pack,9850000,61.000 km,Manual,Bencina
2014 Subaru Outback 2.5I CVT X 4WD,14980000,163.000 km,Automática,Bencina
2017 Nissan Np300 2.5 Manual XE,16000000,89.073 km,Manual,Bencina
