Nombre,Precio,kilometraje,Transmisión,Combustible
2014 Toyota Rav4 2.0 Lujo,13490000,62.000 km,Manual,Bencina
2015 Renault Symbol 1.6 Expression,6500000,79.600 km,Manual,Bencina
2006 Hyundai Tucson,6800000,11.111 km,Automática,Diesel
2011 Audi Q7 3.0 FSI Tiptronic Quattro 333 hp,16000000,134.000 km,Automática,Bencina
2017 Mercedes-Benz A 200 1.6 A 200 DCT Auto,20490000,44.000 km,Automática,Bencina
2018 Volkswagen Golf 2.0 TDI DSG Auto Highline Variant,19990000,66.872 km,Automática,Diesel
2011 Peugeot Partner CLPY26,5800000,170.000 km,Manual,Diesel
2019 Suzuki Alto 0.8 800 Manual DLX AC 2AB ABS,6500000,26.000 km,Manual,Bencina
CHEVROLET SILVERADO 2017 SILVERADO LTZ 4WD 5.3,31290000,45.259 km,Automática,Bencina
2014 Subaru Xv,10500000,135.000 km,Manual,Bencina
2007 Chevrolet Chevy,1200000,170 km,Manual,Bencina
1962 Chevrolet Impala,13900000,70.000 km,Manual,Bencina
2003 Volkswagen Gol,3800000,187.000 km,Manual,Bencina
2014 Honda Civic 1.8 EX Auto Coupe,13900000,43.000 km,Automática,Bencina
2014 Geely LC CROSS Cross,5980000,55.000 km,Manual,Bencina
2012 Land Rover Freelander 2,14580000,143.000 km,Automática,Diesel
2013 Nissan Qashqai,12200000,64.000 km,Automática,Bencina
2019 Mitsubishi Eclipse Cross 1.5T Auto RS 4WD,18500000,61.000 km,Automática,Bencina
2018 Land Rover Range Rover Sport 3.0 SDV6 HSE Auto 4WD,61900000,39.400 km,Automática,Diesel
2019 Jeep Grand Cherokee 3.6 Limited 4WD Auto,36400000,40.000 km,Automática,Bencina
2010 Audi A5 3.2 v6,14000000,120.000 km,Automática,Bencina
2015 Volkswagen Touareg 3.0 TDI V6 Auto NAV 4WD,27890000,115.000 km,Automática,Diesel
2016 Land Rover Evoque,28900000,62.000 km,Automática,Bencina
1966 Ford Mustang 6 CILINDROS,22990000,100.000 km,Automática,Bencina
2012 Chevrolet Optra 1.6 XL,5490000,104.000 km,Manual,Bencina
2016 Nissan March 1.6 Active,7000000,96.000 km,Manual,Bencina
2013 Dodge Durango 3.6 V6 VVT Crew 4WD,15700000,155.000 km,Automática,Bencina
2019 Suzuki Celerio 1.0 Manual GLX,7890000,60.050 km,Manual,Bencina
2016 Ford Ecosport,9100000,47.000 km,Manual,Bencina
1982 BMW 315 E21,19990000,100.000 km,Manual,Bencina
2013 Jeep Grand Cherokee 3.6 Laredo 4WD Auto,18000000,95.000 km,Automática,Bencina
2011 Jeep Wrangler,18890000,186.000 km,Automática,Bencina
2016 Jaguar Xe 2.0 R-Sport Auto,26990000,58.985 km,Automática,Bencina
2017 Renault Symbol 1.6 Expression,7200000,75.000 km,Manual,Bencina
2015 Mazda 3 2.0 Skyactiv-G V SR,11690000,60.000 km,Manual,Bencina
2018 Peugeot 208 1.6 BlueHDI 100 Manual Roland Garros,12500000,93.000 km,Manual,Diesel
2017 Ford F-150 5.0 Double Cab Lariat Sport 4WD,29500000,65.000 km,Automática,Bencina
2022 Ford Explorer 2.3 Limited Ecoboost Auto 4WD,45500000,1.500 km,Automática,Bencina
2012 Audi S4 3.0 TFSI STronic Quattro,20000000,79.000 km,Automática,Bencina
2012 Honda Civic 1.8 EXL Auto,11380000,89.220 km,Automática,Bencina
CHEVROLET SPARK 2014 SPARK LITE HB 1.0,5790000,47.024 km,Manual,Bencina
2014 BMW X3 3.0 XDrive35i A,22490000,82.000 km,Automática,Bencina
2011 Chevrolet Spark Gt,5500000,100.000 km,Manual,Bencina
2018 Nissan QASHQAI SENSE 2.0,16190000,16.200 km,Manual,Bencina
2019 Mercedes-Benz E 63 Amg,76900000,8.601 km,Automática,Bencina
