Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Ford F-150 5.0 Double Cab Lariat Sport 4WD,37490000,49.000 km,Automática,Bencina
2013 Suzuki Kizashi 2.4 GLX Limited Auto,9600000,112.550 km,Automática,Bencina
2016 Volkswagen Amarok 2.0 TDI Highline Auto,18500000,225.000 km,Automática,Diesel
2014 Mitsubishi Outlander 2.4 GLS CVT 4WD,16300000,86.000 km,Automática,Bencina
2015 Ford Ecosport CONSULTA POR FINANCIAMIENTO,10990000,1 km,Manual,Bencina
2019 Land Rover Discovery Sport 2.0 AWD AUT,32970000,46.176 km,Automática,Bencina
2011 Chery Iq 1.1,3000000,86.000 km,Manual,Bencina
2019 BMW M550,49700000,15.765 km,Automática,Bencina
2017 Mercedes-Benz E 220,26900000,57.000 km,Automática,Diesel
2018 SsangYong Korando 2.0 Manual Std Full Manual KC1011,14500000,40.000 km,Manual,Bencina
2009 Chery Iq,2900000,87 km,Manual,Bencina
2011 BMW 550 4.4 550iA,24000000,75.000 km,Automática,Bencina
2014 Renault Fluence 2.0 Authentique,7800000,80.000 km,Manual,Bencina
2017 Mazda 3 Sport,16650000,52.000 km,Automática,Bencina
2017 Hyundai Tucson LX 2.O OL GLS 6AT 4 x 4 WD,19180000,63.000 km,Automática,Bencina
VOLKSWAGEN CADDY 2017 KOMBI TRENDLINE,12690000,128.488 km,Manual,Diesel
2009 Subaru Tribeca,11890000,142.000 km,Automática,Bencina
2018 BMW 440 3.0 440i A M sport Cabrio,39990000,17.000 km,Automática,Bencina
2015 Nissan Sentra 1.8 Sense,9200000,54.000 km,Manual,Bencina
2021 Dongfeng Sx5 1.6 Confortable,10290000,NA,Manual,Bencina
2003 Hyundai Galloper II,5800000,339.840 km,Manual,Diesel
2013 Chevrolet Cruze 2.0D Auto LS Full,6000000,91.500 km,Automática,Diesel
2018 Mercedes-Benz Gla 250,28900000,23.500 km,Automática,Bencina
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,8790000,43.202 km,Manual,Bencina
2005 Hyundai Terracan 2.5D GL PLUS,6850000,200.000 km,Manual,Diesel
2014 Chevrolet Spark 1.0 LT,4300000,164.000 km,Manual,Bencina
2015 Kia Rio 5 1.2 EX Manual,6790000,90.600 km,Manual,Bencina
2017 Mitsubishi L200 2.4 TD Katana CD CRT 4WD,15800000,119.000 km,Manual,Diesel
2015 Hyundai Accent 1.4 RB GL AV,8190000,92.000 km,Manual,Bencina
2018 Suzuki Swift 1.2 Manual GLS,8799990,27.500 km,Manual,Bencina
2019 Nissan X-Trail 2.5 CVT Auto Sense,17000000,16.230 km,Automática,Bencina
2018 Nissan Qashqai 2.0 Sense,14700000,102.000 km,Manual,Bencina
2019 SsangYong Stavic,19500000,45.000 km,Manual,Diesel
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB ABS Full,8900000,32.000 km,Manual,Bencina
2013 Toyota Rav4,11500000,134.000 km,NA,Bencina
2019 Chevrolet Sail 1.5,4300000,54.300 km,Manual,Bencina
"2008 Hyundai New H1 Mini bus 11+1, único dueño",9000000,1 km,Manual,Diesel
2014 Mazda Cx-9 3.7 GTX Auto 4WD,17490000,105.390 km,Automática,Bencina
2014 SsangYong Actyon Sports 2.0D LL ABS 2AB Semi Full,11990000,109.000 km,Manual,Diesel
2019 Ford Fiesta 1.6 Manual SE HB,10000000,5.276 km,Manual,Bencina
2018 Changan Cx70 Luxury,12000000,59.000 km,Manual,Bencina
2001 Volkswagen Polo Classic,3500000,200.000 km,Manual,Bencina
2018 Land Rover RANGE ROVER VOGUE,94990000,16.300 km,Automática,Diesel
2016 Peugeot Partner 1.6 HDI 90HP Maxi AB AA,11180000,108.000 km,Manual,Diesel
2015 Mercedes-Benz C 250,19190000,86.000 km,Automática,Bencina
2013 Ford Ecosport ford,9500000,45.000 km,Manual,Bencina
2017 Subaru Forester 2.0 CVT Auto XS 4WD,17900000,61.000 km,Automática,Bencina
2011 Peugeot 308 Confort Pack 1.6,6500000,200.000 km,Manual,Bencina
2019 Volkswagen Tiguan TSI 1.4 AT 3 CORRIDAS DE ASIENTO,23900000,18.412 km,Automática,Bencina
2014 Kia Rio 5 1.4 EX Manual DAB ABS AC,8380000,117.000 km,Manual,Bencina
2009 Peugeot 207 207 compact,5000000,142.000 km,Manual,Bencina
2022 MG Mg3 1.5 STD,9995000,NA,Manual,Bencina
2019 Kia Rio 4,9800000,40.000 km,Automática,Bencina
2014 Samsung Sm3 LE 1.6 Auto,6200000,42.645 km,Automática,Bencina
2019 Nissan Np300 2.3 Manual DSL SE 4WD,19000000,140.000 km,Manual,Diesel
1979 Chevrolet C10,7900000,100.000 km,Manual,Bencina
2012 Chevrolet Sail AUTO,5900000,95.600 km,Manual,Bencina
2019 Renault Symbol 1.6 Manual Zen,8700000,9.800 km,Manual,Bencina
2016 Chevrolet Tracker 1.8 LT ML,11490000,57.000 km,Manual,Bencina
2012 Volkswagen Tiguan 2.0 TSI Comfortline 4 Motion,11200000,147.000 km,Manual,Bencina
2020 Citroën C3 1.5 Manual BlueHDI 100 S&S BVM Feel,14980000,39.000 km,Manual,Diesel
2014 Ford Explorer EXPLORER 3.5 XLT,18290000,85.000 km,Automática,Bencina
2019 Peugeot 208,13500000,62.000 km,Manual,Diesel
2012 Chevrolet Captiva II,10500000,130.000 km,Automática,Bencina
2018 Chevrolet Prisma 1.4 LT,8980000,63.000 km,Manual,Bencina
2012 Ford F-150 XLT 5.0,17490000,150.000 km,Automática,Bencina
2014 Mazda Bt-50 2.2 DSL DX,16900000,77.844 km,Manual,Diesel
2021 Kyc Gran Mamut,7590000,NA,Manual,Bencina
2012 Mazda 3 Sport V 1.6,8480000,205.000 km,Manual,Bencina
2020 Ford Mustang 5.0 GT Premium Auto,34500000,23.800 km,Automática,Bencina
2012 Volvo Xc90,14700000,85.500 km,Automática,Bencina
2018 Hyundai Tucson JZCV.76,18000000,26.165 km,Manual,Bencina
2017 Chevrolet Onix 1.4 LT,7990000,83.000 km,Manual,Bencina
2018 Peugeot 208 1.2 Puretech 82 HP Manual Active,9700000,42.000 km,Manual,Bencina
2011 Suzuki Grand Nomade,9500000,159.000 km,Manual,Bencina
2013 Mahindra Pick Up,8900000,179.000 km,Manual,Diesel
2018 Nissan KICKS 1.6 ADVANCE MT,13990000,57.657 km,Manual,Bencina
2016 Hyundai Grand I10,7500000,88.000 km,Manual,Bencina
2013 Honda Accord 2.4 Auto,13290000,97.000 km,Automática,Bencina
2017 Nissan Np300,18790000,45.000 km,Manual,Diesel
2012 Honda Fit 1.3 LX,7250000,115.000 km,Manual,Bencina
2016 Mazda 5,13000000,65.854 km,Manual,Bencina
2010 Kia Morning II 1.1 LX PN,4950000,126.000 km,Manual,Bencina
2018 Kia Sportage 2.0 GSL LX,16000000,35.000 km,Manual,Bencina
2012 Ford F-150 5.0 Double Cab XLT 4WD,16950000,210.000 km,Automática,Bencina
2018 Kia Grand Carnival,26500000,33.000 km,Automática,Bencina
1999 Ford Mondeo 1.8 CLX,2000000,200.000 km,Manual,Bencina
2018 Chevrolet Sail 1.5 LS,7900000,53.000 km,Manual,Bencina
HYUNDAI I20 2017 I20 ACTIVE 1.4 MT GL 2AB ABS (AZUL),10990000,89 km,Manual,Bencina
2013 Jaguar Xf 3.0D V6 S Auto,15990000,92.000 km,Automática,Diesel
2020 Lexus Ux 2.0 200,27500000,19.000 km,Automática,Bencina
2018 Toyota Hilux 2.4D Manual DX,19800000,127.193 km,Manual,Diesel
2009 Mercedes-Benz Cls 350 CLS 350,15790000,112.000 km,Automática,Bencina
2014 Hyundai Eon 0.8 GL,5000000,34.500 km,Manual,Bencina
2015 Mazda 6 2.2 Skyactiv-D GT Auto,16000000,114.000 km,Automática,Diesel
2018 BMW 118,18000000,43.500 km,Automática,Bencina
2011 Volkswagen Beelte 2.0 AT,11580000,121.000 km,Automática,Bencina
2013 Toyota Tundra 5.7 Dc Auto,17590000,150.000 km,Automática,Bencina
2022 MG Hs 2.0T DCT Trophy 4WD,13000000,1.050 km,Automática,Bencina
2018 Peugeot 308 1.6 BlueHDI 120 HP Manual Feline,15800000,50.000 km,Manual,Diesel
