Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Volkswagen Atlas,27500000,16.300 km,Automática,Bencina
2013 Mercedes-Benz A 200 1.6 A 200 Blue Efficiency,16400000,72.300 km,Manual,Bencina
2017 Suzuki Apv,7300000,73.000 km,Manual,Bencina
1990 Chevrolet Silverado,13500000,120.000 km,Automática,Bencina
2017 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,11980000,93.258 km,Manual,Diesel
2011 Hyundai Getz FL 1.4 GL 2AB AA,5200000,92.131 km,Manual,Bencina
2016 Nissan Pathfinder 3.5 Sense CVT,17490000,80.000 km,Automática,Bencina
2015 Nissan March,7000000,45.000 km,Manual,Bencina
2018 Ford Explorer 3.5 XLT Auto 4WD,27500000,57.500 km,Automática,Bencina
2018 Toyota Rav4 RAV4 2.0,18990000,48.748 km,Automática,Bencina
2015 Suzuki Alto 0.8 800 DLX AC,4500000,55.952 km,Manual,Bencina
2018 Mazda 3 2.0 Manual Skyactiv-G V,14000000,73.000 km,Manual,Bencina
2018 SsangYong Xlv 1.6D Auto Full,13990000,140.000 km,Automática,Diesel
1994 Mercedes-Benz E 420,7000000,190.000 km,Automática,Bencina
2014 Mazda Cx-5,13790000,123.000 km,Manual,Bencina
2018 Citroën Berlingo 1.6 HDI,11690000,31.265 km,Manual,Diesel
2015 Mercedes-Benz A 180 1.6 A 180,18500000,53.000 km,Manual,Bencina
2018 SsangYong Actyon Sports 2.0D Manual Full NAS612,17780000,67.000 km,Manual,Diesel
2019 Porsche Macan 2.0,41990000,60.100 km,Automática,Bencina
2012 Mercedes-Benz Glk 300 3.0 GLK 300 4Matic,19000000,78.700 km,Automática,Bencina
2021 Peugeot 301 1.6 HDI Allure,13690000,9.000 km,Manual,Diesel
2005 Chevrolet Combo,4500000,220.000 km,Manual,Diesel
2016 Volkswagen Saveiro,8990000,95.000 km,Manual,Bencina
2021 Toyota Yaris 1.5 GLI Auto,14990000,345 km,Automática,Bencina
2013 Chevrolet Corvette,50900000,1.262 km,Automática,Bencina
2018 Fiat Fiorino City,8300000,110.000 km,Manual,Diesel
2018 Suzuki Swift 1.2 Manual GLX,10700000,62.000 km,Manual,Bencina
2016 BMW X5 SDrive25D 2.0 Auto,30500000,114.050 km,Automática,Diesel
2017 Peugeot 208,11500000,50.000 km,Manual,Diesel
2017 Jac T6 2.0 Comfort,10980000,63.000 km,Manual,Bencina
2017 Kia Morning,8000000,53.000 km,Manual,Bencina
2016 Mercedes-Benz Vito Tourer 114,18000000,68.000 km,Manual,Diesel
2019 Mazda 3 Sport,16800000,75.000 km,Manual,Bencina
2018 Toyota Corolla 1.8 XLI,13850000,30.000 km,Manual,Bencina
2015 Ford Ranger 3.2 DSL Duratorq XLT,16500000,142.712 km,Manual,Diesel
2009 Audi A4 1.8 TFSI 160HP Multitronic,11990000,105.300 km,Automática,Bencina
2017 Mazda 3,19000000,161.000 km,Manual,Bencina
2017 Dfm A30 1.6 Manual Elegant,7500000,94.000 km,Manual,Bencina
2017 Chevrolet D-Max 2.5 TDI,16490000,110.000 km,Manual,Diesel
GREAT WALL HAVAL 2012 H3 LE 2.0,7990000,82.336 km,Manual,Bencina
2015 Ford Fusion,12900000,97.000 km,Automática,Bencina
2019 Subaru Impreza 1.6 CVT Auto 4WD,14790000,55.000 km,Automática,Bencina
2012 Volvo S60 2.0 T5 Auto,12890000,118.000 km,Automática,Bencina
2018 SsangYong Actyon Sports,13700000,122.348 km,Manual,Diesel
2019 Chevrolet Colorado 2.8TD LTZ 4WD,25000000,23.000 km,Manual,Diesel
2014 Jeep Wrangler,29500000,110.000 km,Automática,Bencina
VOLKSWAGEN BORA 2012 BORA TRENDLINE SKY 2.0,7990000,106.338 km,Manual,Bencina
2018 Kia MORNING NEW MORNING C EX 1.2L 5MT ABS AC-1938,8390000,NA,Manual,Bencina
CHEVROLET SAIL 2017 1.4 LS,8580000,98.000 km,Manual,Bencina
