Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,9390000,32.800 km,Manual,Bencina
2018 Volkswagen Golf 1.4 TSI DSG Auto Sport,19950000,60.000 km,Automática,Bencina
2018 Fiat STRADA 1.6 Adventure DC,12000000,81.000 km,Manual,Bencina
2007 Mitsubishi Montero,10000000,190.000 km,Manual,Diesel
2015 Ford Fusion 2.5 SE Powershift,13150000,112.000 km,Automática,Bencina
2022 Mitsubishi L200 2.4 TD Work CD CR,15990000,1 km,Manual,Diesel
2019 BMW 118 2.0 118D A M Sport 5P,24890000,31.000 km,Automática,Diesel
2013 Subaru 2.0 Legacy,10000000,78.000 km,Automática,Bencina
2016 Chevrolet Silverado 5.3 Auto LT Z71 Cab Ext. 4WD,22300000,101.915 km,Automática,Bencina
2016 BMW X6 50i - 4.4 Biturbo,47600000,28.200 km,Automática,Bencina
2015 Jeep Wrangler,26500000,78.000 km,Automática,Bencina
2010 Subaru Forester 2.0 5D Auto AWD XS,9190000,215.000 km,Automática,Bencina
2017 BMW X6 3.0 XDrive35I A,44980000,16.900 km,Automática,Bencina
2020 Dodge Ram 1500,51900000,48.000 km,Automática,Bencina
2012 Honda Civic 1.8 EXL Auto,11380000,89.220 km,Automática,Bencina
2013 Hyundai H-1 2.5 CRDI GL 3S,12600000,191.000 km,Manual,Diesel
2016 Peugeot 2008 1.6 e-HDI 92 HP Allure,12500000,113.000 km,Manual,Diesel
2020 Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure,19190000,31.039 km,Automática,Diesel
2016 Fiat Doblo Cargo 1.3 Manual Maxi,9400000,118.000 km,Manual,Diesel
2017 DFM A30 1.6 Mt,6990000,109.800 km,Manual,Bencina
2018 Suzuki Grand Nomade,14250000,20.590 km,Manual,Bencina
2005 Hyundai Terracan,6500000,1 km,Manual,Diesel
2018 Kia Sportage 2.0 GSL Auto LX C,16590000,45.150 km,Automática,Bencina
2021 Maxus V90 2.0 Cargo L3H3,24600000,42.000 km,Manual,Diesel
2013 Ford Escape 2.5 S Auto,11000000,106.000 km,Automática,Bencina
2019 Chevrolet Onix 1.4 LTZ,9000000,47.000 km,Manual,Bencina
2012 Nissan Qashqai 2.0 4x2,11900000,168.000 km,Manual,Bencina
2016 Kia Soul,11990000,150.000 km,Manual,Bencina
2010 Mercedes-Benz Sprinter 313 313 CDI 15+1 LL,11300000,200.000 km,Manual,Diesel
2018 Peugeot 5008,24500000,73.800 km,Automática,Diesel
2015 Mercedes-Benz S 500,43900000,55.000 km,Automática,Bencina
2018 Jaguar Xe 2.0 Pure Auto,29500000,12.000 km,Automática,Bencina
2016 Chevrolet Tracker 1.8 LT,11890000,86.500 km,Manual,Bencina
2007 Land Rover Range Rover 4.4 V8,11790000,157.000 km,Automática,Bencina
2017 Mitsubishi L200 2.4 Manual TD Katana CD CR,17300000,134.000 km,Manual,Diesel
2012 NISSAN TIIDA 1.6 S AC 2AB,7590000,123.000 km,Manual,Bencina
2019 Chevrolet Captiva 1.5 Premier,17000000,96.000 km,Manual,Bencina
2006 Chevrolet Vectra,7500000,1 km,Automática,Bencina
2019 Nissan Np300 2.3 Manual DSL XE,22500000,26.300 km,Manual,Diesel
2017 Citroën C-Elysee 1.6 Manual HDI 92 Feel,9100000,60.333 km,Manual,Diesel
