Nombre,Precio,kilometraje,Transmisión,Combustible
2013 Volkswagen Tiguan 1.4 TSI Comfortline,10500000,236.000 km,Manual,Bencina
2018 Chevrolet Tracker LT AWD,15880000,64.100 km,Automática,Bencina
2016 Mercedes-Benz A 200 1.6 A 200 DCT,18000000,66.000 km,Automática,Bencina
2019 Honda Ridgeline 3.5 RTL Auto 4WD,32990000,88.000 km,Automática,Bencina
2019 Subaru Xv New XV 2.0 CVT,21900000,25.000 km,Automática,Bencina
2005 Toyota Corolla 1.6 VVT-i XLi Auto,6590000,93.000 km,Automática,Bencina
2018 Chevrolet Sail 1.5,7000000,67.000 km,Manual,Bencina
2007 Subaru Outback 2.5 AWD AT UN,7500000,190.000 km,Automática,Bencina
2019 MG Mg Gs 1.5T STD,13990000,1 km,Manual,Bencina
2017 Subaru Forester,18000000,110.000 km,Automática,Diesel
2008 Chrysler Sebring CABRIO 2.7 TECHO DURO,11990000,98.000 km,Automática,Bencina
2010 Dodge Durango,9000000,97.000 km,Automática,Bencina
2015 Ford Escape 2.0 Ecoboost SE Auto,13500000,92.000 km,Automática,Bencina
2018 Peugeot 208 1.2 Puretech 82 HP Manual Active,10990000,73.000 km,Manual,Bencina
2014 Opel Corsa 1.6 Turbo Color 5P,9640000,80.000 km,Manual,Bencina
1997 Ford Cobra,41480000,20.000 km,Manual,Bencina
2018 Volvo V40 2.0 D2 Comfort,17490000,54.000 km,Manual,Diesel
2017 Audi Q5 QUATTRO,32990000,33.800 km,Automática,Bencina
2004 Chevrolet Zafira,4000000,95.000 km,Manual,Bencina
2018 Great Wall Wingle 5 2.0 VGT Diesel LUX,9800000,148.000 km,Manual,Diesel
2015 Mercedes-Benz 180,17800000,70.000 km,Automática,Bencina
2021 Peugeot 3008 2.0 BlueHDI 180 AT8 GT,30990000,25.000 km,Automática,Diesel
2013 Subaru Xv,11000000,119.000 km,Manual,Bencina
2013 Citroën C4 1.6 120 HP Seduction SE,8250000,114.200 km,Manual,Bencina
2006 Volvo V50,5950000,149.400 km,Automática,Bencina
2019 Volkswagen Golf 2.0 TSI DSG Auto GTI,24500000,38.000 km,Automática,Bencina
2012 Suzuki Celerio 1.0 GLX AC,4800000,200.000 km,Manual,Bencina
2019 Ford Explorer 3.5 XLT Auto,24990000,40.000 km,Automática,Bencina
2019 Mazda 3 2.0 Manual Skyactiv-G V,15490000,38.000 km,Manual,Bencina
2014 Fiat Fiorino,7000000,97.000 km,Manual,Bencina
2016 Mitsubishi I Outlander,14500000,117.000 km,Automática,Bencina
2016 Hyundai ACCENT 1.4 GL RB 2AB AC ABS MT 5P HSKD49,9490000,79.040 km,Manual,Bencina
2016 Hyundai Accent 1.4 RB GL AC 2AB ABS,9450000,64.000 km,Manual,Bencina
2016 Land Rover RANGE ROVER SPORT 5.0 SUPERCHARGED,58990000,83.000 km,Automática,Bencina
2013 Nissan Murano 3.5 LE CVT SRF 4X4,13500000,120.000 km,Automática,Bencina
FIAT UNO 2020 SPORTING 1.4 E 5,8990000,28.123 km,Manual,Bencina
2018 Maxus T60 T60 GL,17800000,114.000 km,Manual,Diesel
2022 Honda Accord 2.0 T,32390000,NA,Automática,Bencina
2014 Renault Duster,9900000,72.700 km,Manual,Bencina
"2015 BMW M5 4,4 M5 Aut",37690000,54.167 km,Automática,Bencina
2017 Kia Soul,12190000,45.000 km,Manual,Bencina
2018 Peugeot 208 1.6 BlueHDI 100 HP Auto Allure Pack,11500000,55.000 km,Manual,Diesel
2001 Ford Windstar WINDSTAR LX 3.8,3950000,208.000 km,Automática,Bencina
2016 Suzuki Grand Vitara,11300000,104.000 km,NA,NA
2017 Mitsubishi L200 2.4 TD Auto Dakar CD CRS 4WD,20500000,102.000 km,Automática,Diesel
2018 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,12480000,120.000 km,Manual,Diesel
2020 Suzuki Baleno 1.4 GLS,10990000,10.000 km,Manual,Bencina
2012 BMW X5 4.4 M Auto 4WD,31800000,85.000 km,Automática,Bencina
2016 Ford Fusion,16890000,71.300 km,Automática,Bencina
2008 Honda Cr-V 2.4 LX 4X2 AUTO,8900000,204.000 km,Automática,Bencina
2018 Volkswagen Voyage 1.6 Manual Power AA,7890000,92.919 km,Manual,Bencina
2017 Mercedes-Benz C 180 1.6 C 180 Auto,21500000,38.500 km,Automática,Bencina
2019 HYUNDAI ELANTRA 1.6 Premium,13990000,51.720 km,Manual,Bencina
2013 Nissan 370Z 3.7 Auto,20000000,25.240 km,Automática,Bencina
2006 MINI Cooper 1.6,6500000,181.000 km,Manual,Bencina
2013 Toyota Rav4,11500000,134.000 km,NA,Bencina
2016 Hyundai Accent 1.4 RB GL AC,11490000,63.390 km,Manual,Bencina
2014 Mercedes-Benz C 180,14800000,138.000 km,Manual,Bencina
2019 Hyundai TUCSON TL 2.0 AT PLUS FL,19980000,17.488 km,Automática,Bencina
2016 Suzuki Vitara 1.6 GLS BTono 4WD,13800000,57.000 km,Manual,Bencina
2012 Mitsubishi Montero Sport 2.5 Diesel G2 4X2 Auto,14800000,130.266 km,Automática,Diesel
2018 Subaru Impreza 2.0i CVT Auto XS Sport 4WD,14800000,67.000 km,Automática,Bencina
2017 Mazda CX-3 2.0 GT AWD 6AT 5P JHWP17,16990000,80.070 km,Automática,Bencina
2014 SsangYong Stavic,11800000,170.000 km,Automática,Diesel
2017 Peugeot 308 1.2 Puretech 130 HP Manual Allure Pack,12200000,45.000 km,Manual,Bencina
2018 Toyota Tundra 5.7 Limited Auto,29990000,73.000 km,Automática,Bencina
2014 Toyota Tundra 5.7 Dc Auto 4WD,22000000,130.000 km,Automática,Bencina
CHEVROLET SPARK 2014 SPARK LITE 800 CC,5090000,111.000 km,Manual,Bencina
2012 Nissan Terrano 2.5TD AXS CD LL 4X2,10000000,250.000 km,Manual,Diesel
2017 MG Mg3,5600000,14.280 km,Manual,Bencina
