Nombre,Precio,kilometraje,Transmisión,Combustible
2019 Mitsubishi Outlander 2.0 Manual,16750000,39.000 km,Manual,Bencina
2013 Mazda Cx-5 2.0 Skyactiv R Auto 4WD,13999990,133.000 km,Automática,Bencina
2017 Kia RIO 5 1.4 EX FULL 6AT 5P,11290000,58.332 km,Automática,Bencina
2018 Nissan Kicks 1.6 Manual Advance,13900000,43.000 km,Manual,Bencina
2021 BMW M2 3.0 M2 Competition,65990000,5.200 km,Automática,Bencina
2019 Mahindra Pik Up 2.2 PIK UP REFRESH DSL,14980000,26.000 km,Manual,Diesel
2018 FORD F-150 XLT 4X4 5.0,32500000,31.407 km,Automática,Bencina
2014 Land Rover Freelander 2,14000000,160.000 km,Automática,Bencina
2021 FORD F-150 5.0 Double Cab XLT 4WD,39990000,27.155 km,Automática,Bencina
2017 Mazda CX-5 2.0 R 6AT 5P,17790000,123.719 km,Automática,Bencina
2012 Mazda Bt-50 2.5L DX 4X4 AC ABS,12500000,1 km,Manual,Diesel
2014 Nissan Qashqai j10,9800000,100.000 km,Manual,Bencina
2007 Toyota Yaris Sport 1.3 XLi Sport DH 2AB AV,4500000,210.000 km,Manual,Bencina
2013 Mercedes-Benz Cls 350 3.5 CLS 350 Auto,22890000,90.000 km,Automática,Bencina
2013 SsangYong Actyon Sports,11000000,193.000 km,Automática,Diesel
2011 Chevrolet Sail 1.4,3600000,122.490 km,Manual,Bencina
2019 Hyundai Accent 1.4 RB Manual GL 2AB ABS AC LL,11000000,21.000 km,Manual,Bencina
2013 Nissan Versa 1.6 Sense,4990000,165.000 km,Manual,Bencina
2017 Peugeot Partner 1.6 HDI 90HP Manual Maxi Nav,12590000,90.000 km,Manual,Diesel
2005 Subaru Legacy 2.0 TW 4WD AT XA,6000000,142.000 km,Automática,Bencina
2008 Ford Ecosport,6000000,196.000 km,Manual,Bencina
2017 Ssangyong ACTYON SPORTS 2.0D LL ABS 2AB NAS612,15690000,119.000 km,Manual,Diesel
2020 Volkswagen Voyage 1.6 Trendline,9500000,10.160 km,Manual,Bencina
2019 Mazda 3 Sport,15500000,21.489 km,Manual,Bencina
2012 Volkswagen Bora,9300000,70.000 km,Automática,Gas
2018 Mercedes-Benz Sl 400 3.0 SL 400,66980000,61.000 km,Automática,Bencina
2018 Suzuki Swift 1.2 Manual GL Sport,9900000,23.800 km,Manual,Bencina
2010 Mazda 2,6800000,69.000 km,Automática,Bencina
2019 Peugeot 5008 1.5 BlueHDI 130 HP Auto Allure,23300000,43.000 km,Automática,Diesel
2014 Nissan Navara 2.5 DSL SE2 4WD,14200000,150.000 km,Manual,Diesel
2017 Volkswagen BEETLE MT,14890000,57.000 km,Manual,Bencina
2017 BMW X3 2.0 XDrive20D A XLine,27490000,80.000 km,Automática,Diesel
2009 Mazda Mpv,10000000,83.000 km,Manual,Bencina
2018 Chevrolet Sail 1.5,9000000,55.600 km,Manual,Bencina
1974 Fiat 600,11290000,1.000 km,Manual,Bencina
2014 Jeep Wrangler,26500000,120.000 km,Automática,Bencina
2013 Hyundai I30 1.6 GLS GD 2AB,9200000,169.000 km,Manual,Bencina
2014 Ford F-150 5.0 Double Cab Lariat 4WD,24000000,142.000 km,Automática,Bencina
2009 Audi A6 Allroad Quattro AWD QUATTRO,12990000,170.000 km,Automática,Bencina
2001 Suzuki Mastervan 1.3 GL,2400000,30.000 km,Manual,Bencina
2017 Chery Iq 1.0 GLS 2AB,5600000,30.300 km,Manual,Bencina
2019 Suzuki Swift 1.2 GLX CVT Auto,12790000,22.100 km,Automática,Bencina
2011 Chevrolet Aveo III,6000000,123.000 km,Manual,Bencina
2016 BMW 118 1.6 118i A M Sport,16900000,82.000 km,Automática,Bencina
2012 Volkswagen Saveiro,7000000,120.000 km,Manual,Bencina
1969 Ford Thunderbird Thunderbird,21000000,100 km,Manual,Bencina
2014 BMW X1,15360000,133.300 km,Automática,Diesel
2014 Mercedes Benz B 180 1.6 B 180 Blue Efficiency,13690000,72.000 km,Manual,Bencina
1979 Austin Mini,17900000,56 km,Manual,Bencina
2014 Dodge Durango 3.6 Hemi Citadel 4WD,22000000,95.000 km,Automática,Bencina
2016 Mazda 2 1.5 GT Skyactive Sport,10990000,75.000 km,Manual,Bencina
2013 Suzuki Jimny,9000000,68.000 km,Manual,Bencina
2012 Toyota Corolla 1.6 GLI,6500000,95.400 km,Manual,Bencina
2018 Volvo V90 Cross Country 2.0 D5 Auto Inscription,34990000,48.500 km,Automática,Diesel
2014 Volvo Xc70 2.4 D5 Comfort Auto 4WD,14780000,194.000 km,Automática,Diesel
2015 Citroën Jumpy 1.6 HDI,12950000,148.000 km,Manual,Diesel
2003 Volkswagen Beelte 1.8 turbo,6100000,177.000 km,Automática,Bencina
2008 Hyundai Santa Fe 2.2 GLS 4WD AUTO FULL,5500000,80.000 km,Automática,Diesel
2021 SsangYong Tivoli 1.6 Auto Limited,15900000,14.600 km,Automática,Bencina
2017 Lexus Rc 350,38000000,20.500 km,Automática,Bencina
2016 Jac Sunray,22000000,177.000 km,Manual,Diesel
2019 Audi A5 cabriolet sport,35500000,19.263 km,Automática,Bencina
2019 Kia STINGER GT AWD,29990000,24.208 km,Automática,Bencina
2015 Ford Ecosport 1.5 Diesel SE,10800000,150.000 km,Manual,Diesel
2011 BMW X5 4.4 M Auto,29000000,115.000 km,Automática,Bencina
2013 MINI Cooper 1.6 Cooper hatchback,10790000,110.000 km,Manual,Bencina
1990 Subaru Coupe,8000000,86.000 km,Manual,Bencina
2018 Mercedes-Benz Gle 350 3.0 GLE 350 D Auto 4Matic,55500000,65.000 km,Automática,Diesel
2012 Audi A6 Allroad Quattro,19500000,108.000 km,Automática,Bencina
2017 SsangYong Actyon Sports,15500000,107.000 km,Manual,Diesel
2018 Renault Dokker 1.5 DCI Manual AC 2AB ESP,10200000,45.000 km,Manual,Diesel
2018 Renault Symbol 1.6 Manual Intens Tech,8300000,39.136 km,Manual,Bencina
1995 BMW 730,7490000,250.000 km,Automática,Bencina
2011 Volkswagen Touareg Turbo TDI 3.0,16900000,182.000 km,Automática,Diesel
2006 Citroën C4,5500000,230.000 km,Manual,Diesel
2011 SsangYong Actyon Sports 2.0 4x2 Basico,8500000,171.000 km,Manual,Diesel
2017 Suzuki Celerio,7480000,54.000 km,Automática,Bencina
2007 Suzuki Aerio Sx SX GLS,5990000,163.020 km,Manual,Bencina
2016 SsangYong Actyon Sports 4X2 AC LL,13980000,159.055 km,Manual,Diesel
2016 Renault KOLEOS EXPRESSION 2.5 MT,13490000,69.500 km,Manual,Bencina
2017 Peugeot 3008,20500000,59.000 km,Automática,Bencina
1974 Toyota Land Cruiser,7600000,100 km,Manual,Bencina
2013 Nissan Qashqai+2 2.0 CVT,10500000,126.364 km,Automática,Bencina
1995 Honda Accord,3600000,320.000 km,Manual,Bencina
2013 SsangYong Korando 2.0D 4WD,11990000,83.450 km,Manual,Diesel
