Nombre,Precio,kilometraje,Transmisión,Combustible
2003 Nissan X-Trail,5600000,131.258 km,Automática,Bencina
2016 Toyota Rav4,14800000,114.000 km,Manual,Bencina
2013 Mazda 3 SPORT V MT,8490000,95.000 km,Manual,Bencina
2019 Toyota Rav4 2.0 CVT LE,21990000,22.000 km,Automática,Bencina
2018 Kia Morning 1.2 EX Full,7990000,46.000 km,Manual,Bencina
2007 Porsche Cayenne 4.8 S AUTO,11500000,130.000 km,Automática,Bencina
2018 Mazda Cx-5 2.0 Skyactiv R Auto,20500000,48.000 km,Automática,Bencina
2008 Mercedes-Benz E 320 E 320 CDI,14500000,251.698 km,Automática,Diesel
2015 Renault Megane III,9500000,93.000 km,Manual,Bencina
2019 Suzuki Swift 1.2 GLX CVT Auto,12790000,22.100 km,Automática,Bencina
2021 Chery Tiggo 3 1.5 GLS,14000000,3.600 km,Manual,Bencina
1992 BMW 325,14900000,130.000 km,Manual,Bencina
2017 Mazda Bt-50 2.2 DSL SDX 4WD,21000000,90.000 km,Manual,Diesel
1968 Citroën Azam,4750000,10.000.000 km,Manual,Bencina
2010 Ford Explorer,12800000,146.000 km,Automática,Bencina
2018 Kia Sportage 2.0 GSL LX,16850000,61.000 km,Manual,Bencina
2012 Samsung Sm7 LE Plus 2.3 Auto,7800000,193.000 km,Automática,Bencina
2012 Mazda Cx-7,9790000,146.000 km,Automática,Bencina
2011 Audi A5 2.0T S-Tronic Quattro,13500000,111.000 km,Automática,Bencina
2015 Suzuki Sx4 S-Cross 1.6 GL,11600000,78.000 km,Manual,Bencina
2015 Chery Grand Tiggo Grand tiggo 5,10500000,49.700 km,Automática,Bencina
2019 Volkswagen TIGUAN Confort AT,23790000,45.000 km,Automática,Bencina
2015 Toyota Yaris Sport S,10390000,32.847 km,Manual,Bencina
2013 Suzuki Jimny,9000000,68.000 km,Manual,Bencina
2009 Suzuki Grand Nomade,8100000,156.000 km,NA,NA
2009 Subaru Impreza Wrx,10500000,83.000 km,Manual,Bencina
2017 Nissan Np300 2.3 Manual DSL SE 4WD,16500000,144.400 km,Manual,Diesel
SSANGYONG TIVOLI 2016 TIVOLI 1.6,13380000,68.500 km,Manual,Bencina
2013 BMW Z4,28900000,57.000 km,Automática,Bencina
2019 TOYOTA RAV4 2.0 Manual Lujo,21990000,30.484 km,Manual,Bencina
2014 Mitsubishi L200,13150000,210.000 km,Manual,Diesel
"2015 BMW M5 4,4 M5 Aut",37690000,54.167 km,Automática,Bencina
1995 Mazda 121,2200000,216.961 km,Manual,Bencina
2013 Citroën C4 1.6 HDI 110 HP Seduction,8850000,150.000 km,Manual,Diesel
2021 Volvo S60 2.0 T4 R-Design Auto,29990000,10.000 km,Automática,Bencina
2018 Chevrolet Sail 1.5,6700000,54.000 km,Manual,Bencina
2016 Suzuki Grand Vitara,11500000,110.000 km,NA,NA
2012 Peugeot 5008,10000000,170.000 km,Automática,Diesel
2013 Ford Ranger 3.2 DSL Duratorq XLT 4WD,16800000,110.000 km,Manual,Diesel
1998 Hyundai Accent 1.5 LS,2650000,330.000 km,Manual,Bencina
2013 Mitsubishi L200 D/C 4X4 TD Katana CRL,10500000,309.000 km,Manual,Diesel
2015 Suzuki Swift 1.2 GL,7500000,124.000 km,Manual,Bencina
2020 KIA MOTORS SOUL 1.6 GSL EX,15690000,14.210 km,Manual,Bencina
2017 Mazda 3 Sport,15000000,83.000 km,Manual,Bencina
2016 BMW 116 1.6 116i A M Sport,16200000,61.740 km,Automática,Bencina
2019 Nissan X-TRAIL 2.5 SENSE 4X4 2ROW CVT AT 5P,18690000,89.020 km,Automática,Bencina
2018 Mitsubishi L200 L200 4x4,18390000,86.000 km,Manual,Diesel
2014 BMW X6 xDrive30d Executive Plus - RESERVADO,29990000,107.554 km,Automática,Diesel
2017 SsangYong Actyon Sports 2.0D Auto NAS623,15990000,90.000 km,Automática,Diesel
2014 BMW X1 sDrive20i Executive (old variant) - RESERVADO,16900000,110.000 km,Automática,Bencina
2018 Baic Plus 1.2 Manual,6490000,65.000 km,Manual,Bencina
NISSAN VERSA 2016 VERSA SENCE 1.6,9390000,67.500 km,Manual,Bencina
2015 Audi Q7 3.0 FSI Tiptronic Quattro 333 hp,25000000,91.000 km,Automática,Bencina
2019 Nissan Qashqai,15000000,35.000 km,Manual,Bencina
2019 Kia Sportage 2.0 GSL LX C Special Pack,19500000,17.000 km,Manual,Bencina
2018 Nissan X-Trail 2.5 CVT Auto Sense 5A 4WD,17580000,86.600 km,Automática,Bencina
2009 Toyota Yaris 1.5 XLI,5680000,171.000 km,Manual,Bencina
2018 Citroën BERLINGO B9 DIESEL,11500000,73.379 km,Manual,Diesel
2020 Peugeot 308 1.6 THP 165 Hp Auto Allure,16990000,12.000 km,Automática,Bencina
2013 Audi A4 1.8 TFSI 170 HP Multitronic,14000000,129.000 km,Automática,Bencina
2014 Mazda 6,13000000,109.000 km,Automática,Bencina
2013 Jeep Grand Cherokee 3.6 Laredo 4WD Auto,19900000,105.000 km,Automática,Bencina
2014 Kia Sorento EX 2.4 7A GSL 4WD,15000000,105.000 km,Manual,Bencina
2016 Suzuki Alto 1.0 K10 GLX AC 2AB ABS,7190000,82.000 km,Manual,Bencina
2017 Kia Sorento 2.4 GSL EX,17880000,54.800 km,Manual,Bencina
2012 Dodge Caliber,8400000,143.000 km,Automática,Bencina
1993 Volkswagen Combi,4900000,117.423 km,Manual,Bencina
1996 Mercedes-Benz Sl 320,15980000,79.540 km,Automática,Bencina
2019 Mitsubishi Asx 1.6 GL,15900000,36.500 km,Manual,Bencina
2014 Toyota Hilux,17000000,98.000 km,Manual,Diesel
2008 Chevrolet Colorado 2.9 Z85 AUTO 4x2,7600000,160.000 km,Automática,Bencina
2012 Chevrolet Tahoe 5.3,22000000,102.000 km,Automática,Bencina
2020 BMW 118 1.5 118i A Dynamic 5P,26990000,7.500 km,Automática,Bencina
2017 Nissan Kicks 1.6 Manual Advance,13490000,75.000 km,Manual,Bencina
2014 Mini PACEMAN 1.6 John Cooper Works Auto 4WD,18490000,88.000 km,Automática,Bencina
2011 Volvo Xc60 3.0 T6 AWD R-Design,15000000,93.000 km,Automática,Bencina
2017 Chevrolet D-Max 2.5 DC,15500000,134.000 km,Manual,Diesel
2003 Ford Ka 1.6 Xr,2790000,93.000 km,Manual,Bencina
2013 Jeep Compass 2.4 Sport Auto,12590000,149.000 km,Automática,Bencina
2011 Mercedes-Benz Ml 350 3.0 ML 350 CDI,14190000,366.125 km,Automática,Diesel
2012 Mitsubishi L200 D/C 4X2 TD Work CRM,12990000,218.000 km,Manual,Diesel
2003 Kia Rio II 1.3 RS,2300000,238.456 km,Manual,Bencina
2017 Hyundai Tucson,16000000,73.000 km,Manual,Bencina
2018 BMW NINE T NINE T,11500000,6.372 km,Manual,Bencina
2007 Dodge Ram 2500,15000000,300.000 km,Automática,Diesel
2018 Kia Sportage 2.0 GSL LX Auto,17990000,39.000 km,Automática,Bencina
2008 Volkswagen Bora 1.8 turbo,7000000,150.000 km,Automática,Bencina
2018 Volkswagen Scirocco 1.4 TSI Manual,18300000,56.800 km,Manual,Bencina
2019 Audi A3 1.4 35 TFSI Stronic Auto,19900000,20.800 km,Automática,Bencina
2016 BMW X5 3.0 XDrive35i A,29250000,88.000 km,Automática,Bencina
1993 Volkswagen Golf,1400000,241.682 km,Manual,Bencina
2007 Chevrolet Corsa 1.6 NB DH,3250000,167.500 km,Manual,Bencina
2017 Mercedes-Benz C 180 1.6 C 180 Auto,22000000,52.500 km,Automática,Bencina
2006 Chevrolet Corsa 1.6 PWR DH,2400000,260.000 km,Manual,Bencina
2016 Fiat Dobló,9850000,68.300 km,Manual,Diesel
2014 Mitsubishi L200 D/C 4X2 TD Katana CR,15790000,184.000 km,Manual,Diesel
2018 Toyota Hilux 2.4D Manual SR SC,18900000,89.000 km,Manual,Diesel
2019 Kia Morning 1.0 LX,8590000,33.400 km,Manual,Bencina
2017 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,32990000,116.810 km,Automática,Bencina
2012 Kia Morning 1.0 LX,5200000,130.000 km,Manual,Bencina
