Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Chevrolet Tracker 1.8 LT,13500000,42.000 km,Manual,Bencina
2011 Chevrolet Cruze 1.8 Auto Full,7200000,153.000 km,Automática,Bencina
2013 Mercedes-Benz B 180,14900000,72.500 km,Automática,Diesel
2020 Mercedes-Benz Gla 200 1.6 GLA 200 DCT Auto,26990000,4.251 km,Automática,Bencina
2018 Peugeot 208 1.6 BlueHDI 100 HP Auto Allure Pack,12290000,51.700 km,Manual,Diesel
2020 MG 3,10480000,8.800 km,Manual,Bencina
2012 Hyundai Tucson Gl 2.0,11000000,143.000 km,Manual,Bencina
2008 Nissan D21 2.4 DC 4x2 Cidef,5700000,268.000 km,Manual,Bencina
2016 Renault Duster,7500000,73.178 km,Manual,Bencina
1997 Mazda Artis,2400000,300.000 km,Manual,Bencina
2010 Audi A4 1.8 TFSI Multitronic,10900000,150.000 km,Automática,Bencina
2018 Toyota Hilux,20500000,96.697 km,Manual,Bencina
2019 Renault Duster 1.6 Manual Life,10900000,55.000 km,Manual,Bencina
2015 Chevrolet Silverado,24500000,177.400 km,Automática,Bencina
2012 Chevrolet CAPTIVA II LT SA 2.4 ATII 2.4 A/T AWD,11490000,89.000 km,Automática,Bencina
2020 Chevrolet Sail 1.5,5650000,42.000 km,Manual,Bencina
2013 Honda City 1.5 LX,7850000,105.000 km,Manual,Bencina
2015 BMW X6,39999999,90.000 km,Automática,Diesel
2017 Nissan Sentra 1.8 Manual Sense,10990000,112.000 km,Manual,Bencina
2020 Chevrolet Silverado 5.3 Auto LT Trail Boss DC 4WD,38000000,32.000 km,Automática,Bencina
2020 Land Rover RANGE ROVER SPORT DIESEL SE,79990000,31.800 km,Automática,Diesel
2018 Ford Transit 2.2 Manual TDCI L3H3 PL,16000000,77.000 km,Manual,Diesel
2020 Renault Duster 1.6 Manual Zen,14000000,23.000 km,Manual,Bencina
2010 Honda Accord 3.5 EX V6 Auto,8400000,180.000 km,Automática,Bencina
2015 Mazda 6 2.0 Skyactiv-G V Auto CU,14190000,82.000 km,Automática,Bencina
2014 Land Rover Freelander 2,9800000,120.000 km,Automática,Bencina
2002 Peugeot 206,3200000,290.000 km,Manual,Bencina
2020 Hyundai Veloster 2.0 JS Auto Premium,19995000,15.000 km,Automática,Bencina
2007 Land Rover Freelander,8300000,180.000 km,Automática,Diesel
2016 Ford Ecosport 1.6 SE,12000000,65.000 km,Manual,Bencina
2013 Volkswagen Saveiro 1.6 Comfort Cab Ext.,6000000,196.000 km,Manual,Bencina
2019 Volkswagen Amarok 2.0 TDI Highline Auto 4WD,29550000,25.000 km,Automática,Diesel
CHEVROLET SAIL 2018 1.5,8290000,55.000 km,Manual,Bencina
2018 Mitsubishi L200 2.4 Manual TD Katana CD CR,18500000,92.000 km,Manual,Diesel
2010 Ford Ranger XLT 4X4 2.5L,9800000,304.000 km,Manual,Diesel
2011 MINI Countryman,11690000,111.000 km,Automática,Bencina
2014 Mercedes-Benz C 180 1.8 C 180 Auto Blue Efficiency,16499900,64.200 km,Automática,Bencina
2016 Audi A3 1.4 TFSI AUT,16990000,57.700 km,Automática,Bencina
2017 BMW X4 2.0 XDrive20I A,26990000,105.000 km,Automática,Bencina
2018 Mercedes-Benz Gla 220 2.1 GLA 220 CDI 4Matic DCT Auto,29900000,59.555 km,Automática,Diesel
2008 Renault Megane II 1.6 AUTHENTIQUE AA,5000000,169 km,Manual,Bencina
2017 Nissan Qashqai,14990000,49.100 km,Manual,Bencina
2017 Nissan Np300,18690000,50.000 km,Manual,Diesel
2018 Mazda Cx-3 2.0 R Auto Skyactive,18000000,27.000 km,Automática,Bencina
1973 Ika Imn,13000000,150.000 km,Manual,Diesel
2020 Mitsubishi L200 2.4 TD Auto Dakar CD Dakar High P. 4WD,29400000,35.000 km,Automática,Diesel
2017 Kia Morning KIA MORNING 1.2 MT,6990000,72.000 km,Manual,Bencina
2016 Mazda 3 Sport,13980000,90.000 km,Manual,Bencina
2015 Renault Fluence 2.0 Dynamique CVT,9800000,48.000 km,Automática,Bencina
2014 Maserati Granturismo,51900000,23.000 km,Automática,Bencina
2019 Nissan Np300 2.3 Manual DSL XE,19800000,103.000 km,Manual,Diesel
2017 Chery Grand Tiggo 2.0 GLX,10400000,30.000 km,Manual,Bencina
2015 Nissan Navara 2.5 DSL LE 4WD,16000000,110.000 km,Manual,Diesel
2015 NISSAN MARCH 1.6 Sence AA,7590000,70.000 km,Manual,Bencina
2013 Audi A3,11000000,150.000 km,Manual,Bencina
2012 SsangYong Actyon Sports 2.0 4x2 Basico AA,8500000,185.000 km,Manual,Diesel
2013 Volvo C30 2.0 R-Design,10880000,149.000 km,Manual,Bencina
2020 MG MG3 1.5,9290000,18.900 km,Manual,Bencina
2017 Ford Fusion,18300000,52.000 km,Automática,Bencina
1993 Volkswagen Combi,4900000,117.423 km,Manual,Bencina
2015 Nissan X-Trail,11780000,150.000 km,Manual,Bencina
2012 Honda Cr-V,8000000,180.000 km,NA,NA
2019 Nissan Qashqai,15500000,29.000 km,Manual,Bencina
1993 BMW 325,4980000,140.000 km,Automática,Bencina
2019 Great Wall C30 1.5 VVT Classic Comfort,8690000,46.000 km,Manual,Bencina
2012 BMW X5 4.4 M Auto 4WD,31800000,85.000 km,Automática,Bencina
2018 Suzuki Swift 1.2 Manual GL,7900000,57.000 km,Manual,Bencina
2013 Audi Tts 2.0 TFSI STronic Quattro Coupe,26000000,95.000 km,Automática,Bencina
2011 Jaguar Xf 3.0 V6 Auto,14480000,88.800 km,Automática,Bencina
2018 Renault Captur 1.5 Manual DCI Zen,14990000,9.054 km,Manual,Diesel
2015 Mazda 2 1.5 V,8290000,76.197 km,Manual,Bencina
2016 BMW 318 1.5 318i A,16000000,94.000 km,Automática,Bencina
2014 Citroën C3 1.6 VTI 120 Exclusive Auto,8750000,80.000 km,Automática,Bencina
