Nombre,Precio,kilometraje,Transmisión,Combustible
2016 Mitsubishi L200 2.4 TD Katana CD CRM 4WD,13200000,162.000 km,Manual,Diesel
2019 Volvo V40,20490000,43.600 km,Manual,Bencina
2011 Suzuki Swift GLX 1.5,7590000,80.000 km,Automática,Bencina
2015 Volkswagen Golf 1.4 TSI Sport,14490000,39.000 km,Manual,Bencina
2012 Toyota Tundra 5.7 Dc Auto 4WD,20650000,1.400.000 km,Automática,Bencina
2020 Chevrolet Spark 1.2 GT LT AC,8890000,16.000 km,Manual,Bencina
2014 Peugeot 208 1.2 VTI 82 Active,799000000,83.438 km,Manual,Bencina
2019 Porsche Macan 3.0 V6 S,45990000,24.500 km,Automática,Bencina
2006 Volvo V50,5950000,149.400 km,Automática,Bencina
2014 Volkswagen Amarok,15500000,134.600 km,Manual,Diesel
2010 Hyundai Genesis 3.8,12290000,127.000 km,Manual,Bencina
2007 Peugeot 407 Sw,5000000,108.000 km,Automática,Bencina
2007 Toyota Yaris Sport 1.3 XLi Sport DH 2AB,5590000,148.000 km,Manual,Bencina
2014 Dodge Ram 2500,32000000,198.000 km,Automática,Diesel
2012 Hyundai I30 1.6 GLS AC 2AB ABS,7800000,90.000 km,Manual,Bencina
2006 Chevrolet Aveo 1.4 MT 3P,3000000,258 km,Manual,Bencina
2018 Kia Sportage,18000000,38.000 km,Manual,Bencina
1997 Ford Cobra,41480000,20.000 km,Manual,Bencina
2021 Hyundai H350 Solati 350,24980000,NA,Manual,Diesel
2019 Mercedes-Benz Glc 220 2.1 GLC 220D Auto 4Matic,31900000,60.000 km,Automática,Diesel
1983 BMW 525,10000000,150.000 km,Automática,Bencina
1999 Nissan Sentra II 1.6 XE,3200000,245.000 km,Manual,Bencina
2007 Mitsubishi Montero Sport,9800000,150.000 km,Automática,Diesel
2021 Peugeot 208 1.5 BlueHDI 100 HP Premiere Pack,18990000,10.600 km,Manual,Diesel
2016 Subaru Forester 2.0 X 4WD,17000000,38.822 km,Manual,Bencina
2017 Ford Ranger 2.5 Manual Duratec XLT,19800000,68.000 km,Manual,Bencina
2008 Suzuki Apv Furgon 1.6,5700000,233.000 km,Manual,Bencina
2012 Hyundai Elantra 1.6 MD GLS AC 2AB,7600000,101.000 km,Manual,Bencina
2013 Kia Frontier II,9500000,115.000 km,Manual,Diesel
2007 Chrysler 300C,8000000,197.000 km,Automática,Bencina
RENAULT DUSTER 2016 DUSTER DYNAMIQUE 1.6,10090000,120.438 km,Manual,Bencina
2006 Peugeot 307 1.6 XR 16V,4000000,208.000 km,Manual,Bencina
2020 Ds Ds 3 Crossback 1.2 Puretech 155 Auto Opera,23190000,29.000 km,Automática,Bencina
2018 Land Rover DISCOVERY SPORT SPORT S,24980000,42.500 km,Automática,Bencina
2018 Peugeot 208 1.6 BlueHDI 100 Manual HPActive,12990000,28.726 km,Manual,Diesel
2013 Ford F-150 5.0 Double Cab Lariat 4WD,25500000,88.000 km,Automática,Bencina
2015 Opel Insignia 1.6 Turbo Ecotec Cosmo Auto,14500000,70.000 km,Automática,Bencina
2017 Volkswagen Golf 1.4 TSI DSG Auto Sport,19000000,52.000 km,Automática,Bencina
2007 Toyota Yaris 1.5 XLI MT,5100000,188.000 km,Manual,Bencina
2015 BMW 435 3.0 435i A,30990000,56.800 km,Automática,Bencina
2013 Nissan Tiida 1.6 S LL,13000000,80.000 km,Manual,Bencina
2012 Ford Fiesta 1.6 SE,6500000,154.000 km,Manual,Bencina
2015 Suzuki Celerio 1.0 GLX Sport,5600000,68.000 km,Manual,Bencina
2018 Mercedes-Benz Glc 43 Amg,38000000,550.000 km,Automática,Bencina
2020 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,42500000,18.500 km,Automática,Bencina
2014 Toyota Auris 1.6 LEI,11500000,64.000 km,Manual,Bencina
2014 Chevrolet Cruze 1.8 LS,7800000,120.000 km,Manual,Bencina
2014 Ford F-150 RC XLT 4X4 3.7,16900000,112.000 km,Automática,Bencina
2012 Dodge Ram 1500,18700000,111.000 km,Automática,Bencina
2015 Faw OLEY COMFORT HB 1.5,5990000,47.000 km,Manual,Bencina
2012 Chevrolet Spark 1.0 LT,4590000,131.000 km,Manual,Bencina
2015 Peugeot Rcz 1.6 THP 270 R,27900000,61.000 km,Manual,Bencina
2016 Kia Sorento Gsl Ex 2.4,15950000,98.000 km,Manual,Bencina
2016 Ferrari 488 GTB,189990000,17.000 km,Automática,Bencina
2016 Fiat Fiorino 1.4 City,7490000,80.000 km,Manual,Bencina
2013 Mini COOPER S 1.6 turbo MT,14800000,75.989 km,Manual,Bencina
2015 Audi A6 2.0 TFSI Multitronic,20000000,74.000 km,Automática,Bencina
2012 Hyundai H-100,11800000,100.000 km,Manual,Diesel
2017 Ford Ecosport,11900000,21 km,Manual,Bencina
2021 Mazda 3 2.5 Auto Skyactiv-G GTX,22900000,2.700 km,Automática,Bencina
2016 Toyota Hilux NEW HILUX 2.4 MT 4X4 DSL DC E5,22900000,76.822 km,Manual,Diesel
2014 Toyota Tundra 5.7 Dc Auto 4WD,22000000,130.000 km,Automática,Bencina
2017 Ford Ecosport 2.0 Titanium Powershift Auto,12490000,43.742 km,Automática,Bencina
2017 Kia Morning 1.2 EX DH AB,7980000,12.000 km,Manual,Bencina
CHEVROLET ONIX 2017 LTZ,11280000,67.500 km,Manual,Bencina
2018 Mitsubishi Katana,18900000,84.000 km,Manual,Diesel
2019 Renault Clio 1.2 Manual Expression,10100000,26.000 km,Manual,Bencina
2015 Great Wall Wingle 5 2.0 VGT Diesel LUX 4WD,10000000,140.000 km,Manual,Diesel
2017 Mazda Cx-5 2.0 Skyactiv R Auto,17290000,42.000 km,Automática,Bencina
2015 Fiat Fiorino City,8200000,125.000 km,Manual,Bencina
2017 Chevrolet Spark Gt,7100000,111.500 km,Manual,Bencina
2014 Nissan Qashqai+2 2.0 CVT,12400000,133.500 km,Automática,Bencina
2018 Hyundai Elantra 1.6 Manual GLS 2AB AC ABS Smart,13000000,37.000 km,Manual,Bencina
2008 Hyundai Tucson 2.0 GL 2WD,8800000,120.000 km,Manual,Bencina
2009 Toyota Fj Cruiser,16000000,250.000 km,Automática,Bencina
2014 Peugeot 2008 1.6 e-HDI 92 HP Premier,11200000,109.000 km,Manual,Diesel
2014 Chevrolet Captiva 2.2 DSL LT Full AWD Auto,15990000,95.000 km,Automática,Diesel
2013 Nissan Tiida 1.6 S,6290000,264.000 km,Manual,Bencina
2013 Samsung Sm3 LE 1.6,6190000,130.000 km,Manual,Bencina
2011 Volvo S60 D5 AWD Auto,12500000,90.000 km,Automática,Diesel
2006 Kia Cerato 5 1.6 Ex,4500000,155.500 km,Manual,Bencina
2018 Volvo Xc60,32000000,43.000 km,Automática,Bencina
2014 Jeep Wrangler,23000000,170.000 km,Automática,Bencina
2020 HYUNDAI SANTA FE 2.2 CRDI TM Auto Plus,28590000,1 km,Automática,Diesel
2007 Chevrolet Tahoe,19990000,100.000 km,Automática,Bencina
2020 MG Mg Rx5 2.0T DCT DLX 4WD,17300000,21.000 km,Automática,Bencina
2004 Land Rover Freelander,7500000,107.900 km,Automática,Bencina
2013 Suzuki Grand Nomade GLX SPORT 2.4,10180000,140.458 km,Manual,Bencina
2016 Kia Cerato 1.6 EX Manual Special Pack,16080000,180.000 km,Manual,Bencina
2018 Hyundai Accent 1.4 RB CVT Auto GL 2AB AC ABS,10990000,40.000 km,Automática,Bencina
2010 Fiat Fiorino 1.3 Furgon,4970000,89.000 km,Manual,Bencina
2018 Honda Wr-V,13000000,62.260 km,Automática,Bencina
HYUNDAI ACCENT 2014 ACCENT RB GL 1.4,10490000,35.074 km,Manual,Bencina
2016 Renault Duster,9500000,91.000 km,Manual,Bencina
2016 Renault CAPTUR 1.5 DCI Expression,12990000,65.000 km,Manual,Diesel
2010 Suzuki Grand Nomade,9000000,117.000 km,Manual,Bencina
2011 Hyundai New H1,9300000,197.000 km,Manual,Diesel
2014 Kia Rio 5 1.4 EX Auto DAB ABS AC,9300000,125.000 km,Automática,Bencina
2017 BAIC X25,2500000,28.122 km,Manual,Bencina
2004 Land Rover Freelander,7500000,107.900 km,Automática,Bencina
