Nombre,Precio,kilometraje,Transmisión,Combustible
2010 Mazda 2 1.5 V,5900000,199.000 km,Manual,Bencina
2016 Renault Duster 1.6 16V Expression,10900000,57.000 km,Manual,Bencina
2017 Peugeot Bipper 1.3 HDI 75 HP Manual PL AA,7000000,254.393 km,Manual,Diesel
2018 KIA MOTORS RIO 5 1.4 Manual EX,10290000,108.622 km,Manual,Bencina
2017 Dodge Ram 1500 SLT 3.6,27990000,79.000 km,Automática,Bencina
2019 Honda Civic 2.0 CVT Auto EX,17900000,67.477 km,Automática,Bencina
2014 Mazda Cx-9 R AWD 3.7,15950000,140.000 km,Automática,Bencina
2021 Jeep Renegade SPORT LX,19590000,7 km,Manual,Bencina
1997 Ford Cobra,41480000,20.000 km,Manual,Bencina
2008 Honda Cr-V 2.4 EX 4X4 AUTO,10250000,178.000 km,Automática,Bencina
2014 Jeep Grand Cherokee,22990000,80.000 km,Automática,Bencina
2018 Honda Pilot 3.5 Auto Elite 4WD,32980000,43.000 km,Automática,Bencina
2019 Volkswagen Jetta 1.4 Auto R-Line,16750000,52.000 km,Automática,Bencina
2014 Volkswagen Amarok 2.0 TDI Comfortline 4WD,15480000,169.000 km,Manual,Diesel
2004 Fiat Doblò 1.9 D ELX,5480000,329.000 km,Manual,Diesel
2018 Peugeot 2008 1.6 ACTIVE DIESEL MT,16990000,72.240 km,Manual,Diesel
2011 Samsung Sm3 SE 1.6,4300000,134.000 km,Manual,Bencina
2017 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,31900000,60.000 km,Automática,Bencina
2013 Hyundai Eon 0.8 GL,5650000,101.000 km,Manual,Bencina
2011 Nissan Terrano,6000000,363.000 km,Manual,Bencina
2016 Dodge Ram 2500,42500000,137.426 km,Automática,Diesel
2016 Mercedes-Benz C 43 Amg,35000000,79.000 km,Automática,Bencina
NISSAN QASHQAI 2017 SENSE 2.0,15380000,75.000 km,Manual,Bencina
2015 Peugeot Bipper 1.3 HDI 75 HP PL AA,9290000,101.000 km,Manual,Diesel
2018 Ford Ranger 3.2 DSL XLT,21500000,91.000 km,Manual,Diesel
2019 Great Wall C30 1.5 VVT Classic Comfort,8690000,72.773 km,Manual,Bencina
2016 Jeep Wrangler Sport,31490000,73.000 km,Automática,Bencina
2016 Toyota Rav4 2.0 CVT Super Lujo,15400000,110.000 km,Automática,Bencina
2018 Nissan Np300 2.3 Manual DSL LE 4WD,24990000,77.300 km,Manual,Diesel
2020 Chevrolet Spark Gt 1.2,8980000,36.464 km,Manual,Bencina
2019 Chevrolet Sail 1.5,9290000,43.500 km,Manual,Bencina
2013 Chrysler Town & Country,13800000,115.000 km,Automática,Bencina
2008 Mazda 3 1.6 V,7300000,203.000 km,Manual,Bencina
2015 Toyota Corolla,9980000,70.000 km,Automática,Bencina
2018 Chevrolet Sail 1.5,7980000,105.000 km,Manual,Bencina
2019 Kia MORNING NEW MORNING C EX 1.2L 5MT ABS AC-1938,8490000,12.084 km,Manual,Bencina
2004 Hyundai Santa Fe,6100000,239.500 km,Automática,Otros
2018 Ford Ranger 2.5 XLT,19700000,35.000 km,Manual,Bencina
1999 Hyundai Accent 1.5 GLS,1700000,200 km,Manual,Bencina
2017 Chevrolet Captiva 2.2 DSL LT AWD,17000000,89.000 km,Manual,Diesel
TOYOTA YARIS 2020 NEW YARIS GLI 1.5,13790000,11.618 km,Manual,Bencina
FIAT 500 2016 500X CROSS 4X4 1.4 AUT,18290000,51.932 km,Automática,Bencina
2016 Renault Duster,9490000,129.600 km,Manual,Bencina
2003 Volkswagen Golf 1.6 Comfortline,3200000,197.000 km,Manual,Bencina
2019 Chevrolet Equinox 1.5T AUTO PREMIER 4WD,20990000,78.000 km,Automática,Bencina
2013 Ford Focus,11000000,82.000 km,Automática,Bencina
2017 Peugeot 308 1.2 Puretech 130 HP Manual Allure Pack,14780000,23.000 km,Manual,Bencina
2013 Fiat Linea 1.4 Active,5490000,143.000 km,Manual,Bencina
2013 Porsche Panamera 4.8 S PDK,35950000,87.000 km,Automática,Bencina
2014 Ford Escape 2.0 Ecoboost SE Auto,12000000,165.000 km,Automática,Bencina
JEEP GRAND CHEROKEE 2021 DIESEL LIMITED 3.0,53990000,2.618 km,Automática,Diesel
2017 Citroën C-Elysee 1.6 Manual HDI 92 Feel,9100000,60.333 km,Manual,Diesel
2013 Mitsubishi L200 l200 katana 2.5,14290000,158.000 km,Manual,Diesel
2016 Audi Tt 2.0 TFSI S Tronic Coupe,28990000,98.898 km,Automática,Bencina
2013 Renault Fluence 2.0 Expression,7690000,45.000 km,Manual,Bencina
2017 Mercedes-Benz Glc 220,38990000,129.000 km,Automática,Diesel
2013 Toyota Land Cruiser 4.0 4x4,21990000,119.600 km,Automática,Bencina
2008 Chevrolet Colorado 2.9 Z85 AUTO 4x2,8300000,180.000 km,Automática,Bencina
2020 MG Mg Rx5 2.0T DCT DLX 4WD,17300000,21.000 km,Automática,Bencina
TOYOTA HILUX 2014 RAV4 2.5,14790000,1 km,Manual,Bencina
2014 Subaru Xv 2.0i CVT 4WD,14500000,107.000 km,Automática,Bencina
2011 Peugeot 207 1.4 Compact X Line HDI,5600000,244.000 km,Manual,Diesel
1996 Mercedes-Benz Sl 320,22990000,158.000 km,Automática,Bencina
2019 Ford Ecosport 1.5 Manual S,13890000,12.300 km,Manual,Bencina
2016 Peugeot 308 1.6 e-HDI 115 HP Allure,10900000,156.000 km,Manual,Diesel
2015 Dfsk Refritruck,5600000,97.660 km,Manual,Bencina
2016 Jeep Grand Cherokee LAREDO 4x4,25490000,93.600 km,Automática,Bencina
2010 Chevrolet Optra 1.6 XL,5200000,139.000 km,Manual,Bencina
2020 Renault Dokker 1.5 DSL Manual AC 2AB ESP,11980000,32.000 km,Manual,Diesel
2017 RENAULT CLIO HD DYNAMIQUE,10990000,74.163 km,Manual,Bencina
2018 Porsche Cayenne,56000000,17.600 km,Automática,Bencina
2018 Mercedes-Benz C 200 2.0 C 200 Auto,25390000,40.000 km,Automática,Bencina
CHEVROLET SAIL 2013 SAIL II LT 1.4,6890000,93.193 km,Manual,Bencina
2013 Nissan Navara 2.5 DSL SE DC 2AB ABS 4WD,14900000,154.728 km,Manual,Diesel
2006 BMW 325,8000000,244.000 km,Automática,Bencina
2003 Hyundai Elantra,2900000,130.000 km,NA,NA
