Nombre,Precio,kilometraje,Transmisión,Combustible
2012 Mitsubishi L200,9700000,268.000 km,Manual,Diesel
2016 Peugeot 208 1.4 HDI 68 HP Allure Pack,10490000,106.800 km,Manual,Diesel
2018 Volkswagen Golf 2.0 TDI DSG Auto Highline Variant,19990000,66.872 km,Automática,Diesel
2020 BMW 120 2.0 120i A M Sport 5P,25990000,17.362 km,Automática,Bencina
2020 Mitsubishi Outlander CVT 2.0 AUT,17990000,17.000 km,Automática,Bencina
2014 Chevrolet Aveo 1.4,5990000,92.000 km,Manual,Bencina
2017 Volvo V40 2.0 T5 R-Design Auto,20400000,65.200 km,Automática,Bencina
1997 Ford Taurus,2200000,250.000 km,Automática,Bencina
2015 Mercedes-Benz A 250 2.0 A 250 Sport DCT,20500000,76.000 km,Automática,Bencina
2010 Nissan X-Trail 2.5 i X 4x4 LHR CVT,8700000,155.000 km,Automática,Bencina
2006 Toyota Yaris 1.3 XLi Sport DH 2AB,4690000,370.000 km,Manual,Bencina
2017 Audi A4 1.4 TFSI Stronic Auto,21500000,40.000 km,Automática,Bencina
2007 Chevrolet Vectra ELEGANCE 2.2 AT AA,5900000,165.000 km,Automática,Bencina
2006 Toyota Corolla 1.6 VVT-i Auto Sport,5330000,149.000 km,Automática,Bencina
2006 Hyundai Tucson 2.0 GL 4WD Auto,9500000,61.000 km,Automática,Bencina
2014 Peugeot 301 1.6 Allure,8500000,100.545 km,Manual,Bencina
2017 Jeep Wrangler 3.6 Sahara Unlimited AT 4WD,37980000,77.000 km,Automática,Bencina
2004 Ford Fiesta 1.6 Trend AC,3000000,181.500 km,Manual,Bencina
2011 Dodge Journey,10200000,108.000 km,Automática,Bencina
2018 Suzuki Swift 1.2 GLS CVT Auto,10350000,49.000 km,Automática,Bencina
2017 Mazda 2 1.5 S Skyactive Sport,9980000,52.000 km,Manual,Bencina
2012 Chevrolet Optra 1.6 XL Limited,6500000,92.865 km,Manual,Bencina
2017 Chery Tiggo 2,8900000,69.500 km,Manual,Bencina
2015 BMW X6,32000000,106.000 km,Automática,Bencina
2012 Volkswagen Gol 1.6 Power 2AB,5750000,126.500 km,Manual,Bencina
PEUGEOT 2008 2017 2008 ACTIVE BLUEHDI 1.6,15090000,98.990 km,Manual,Bencina
2009 Mercedes-Benz C 220 C 220 CDI Elegance,10500000,174.000 km,Automática,Diesel
2013 Nissan Juke 1.6 Turbo Upper,13380000,44.300 km,Manual,Bencina
2007 Mercedes-Benz C 200 C 200 K Sport Kit Limited Edition,10990000,49.890 km,Automática,Bencina
2012 Mahindra Pick Up,5900000,320 km,Manual,Diesel
2011 Renault Fluence 2.0 Expression,7150000,170.000 km,Manual,Bencina
2018 Honda Pilot 3.5 Touring Auto 4WD,29400000,37.500 km,Automática,Bencina
TOYOTA LANDCRUISER PRADO 2019 NEW LAND CRUISER PRADO 4X4 4.0 AUT,35690000,52.000 km,Automática,Bencina
2019 Subaru Forester 2.0 CVT Dynamic,22500000,16.702 km,Automática,Bencina
2016 Lexus Nx,24990000,70.000 km,Automática,Bencina
2019 BMW X6 AUT,50990000,45.000 km,Automática,Bencina
2013 Opel Corsa,7590000,120.000 km,Manual,Bencina
2013 Mazda 3 1.6 V BT,8900000,176.000 km,Manual,Bencina
2017 Hyundai Tucson,14490000,130.000 km,Manual,Bencina
2020 Nissan Kicks 1.6 Advance Rock Edition,15790000,44.000 km,Manual,Bencina
2020 Kia Morning 1.2 EX X Line,10500000,19.160 km,Manual,Bencina
1961 Opel REKORD gl,4500000,72.000 km,Manual,Bencina
2021 Mahindra Pick Up,15500000,15.000 km,Manual,Diesel
2014 Mahindra Xuv500 2.2 Diesel,9800000,1.640.000 km,Manual,Diesel
2009 Toyota Fj Cruiser FJ Cruiser 4x4,16200000,187.000 km,Automática,Bencina
2011 Mitsubishi L200,9200000,317.000 km,Manual,Diesel
2016 Volvo V40,16500000,105.000 km,Manual,Diesel
2019 Peugeot 2008 1.6 BlueHDI 100 HP Active,15000000,32.000 km,Manual,Diesel
2014 Volkswagen Tiguan,12000000,83.000 km,Manual,Bencina
1999 Volkswagen Vento 2.0 GLX,3990000,120.000 km,Manual,Bencina
2012 Mercedes-Benz Cl 63 Amg COUPE,34900000,81.700 km,Automática,Bencina
2016 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,29000000,105.000 km,Automática,Bencina
2016 Toyota Yaris Sport Yaris sport,10200000,70.000 km,Manual,Bencina
2018 Volvo V60 Cross Country D4,24600000,29.000 km,Automática,Diesel
2017 Citroën Berlingo 1.6 HDI VU BVM5 AA 2AB Corto,12000000,200 km,Manual,Diesel
2000 Fiat Weekend,3300000,150.000 km,Manual,Bencina
2018 Nissan Qashqai,15750000,50.000 km,Manual,Bencina
2018 Changan Cs35 1.6 Luxury NAV,9000000,62.000 km,Manual,Bencina
2022 Jmc Vigus 2.5 Diesel Work 4WD,17005100,NA,Manual,Diesel
2016 SsangYong Actyon Sports 2.0D LL ABS 2AB NAS612,15490000,76.042 km,Manual,Diesel
2016 Renault CLIO 0.9 DYNAMIQUE MT 5P,9990000,107.479 km,Manual,Bencina
2007 Audi A3,7690000,215.000 km,Manual,Bencina
2015 Chevrolet Silverado LTZ III 4WD 5.3 AUT,26900000,71.700 km,Automática,Bencina
2014 Mercedes Benz ACTROS 1846 LS,29000000,771.500 km,Automática,Diesel
2017 Peugeot PARTNER 1.6 HDI 90 HP,11500000,74.536 km,Manual,Diesel
2018 Mitsubishi L200 2.4 TD Auto Dakar CD CRS 4WD,24699000,40.000 km,Automática,Diesel
2018 Kia Sportage 2.0 GSL GT Line Auto,19590000,28.000 km,Automática,Bencina
2017 Nissan X-Trail 2.5 CVT Auto Sense,16490000,88.000 km,Automática,Bencina
2016 Citroën Berlingo 1.6 HDI VU BVM5 AA 2AB Largo,8900000,169.000 km,Manual,Diesel
2020 Hyundai Tucson TL 2.0,17990000,26.000 km,Manual,Bencina
