Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Chevrolet SAIL JSLJ60 1.5 LS MT 4P,8690000,78.274 km,Manual,Bencina
1991 Mercedes-Benz 300,4990000,163.000 km,Automática,Bencina
2018 Audi A4 1.4 TFSI Stronic Auto,20990000,70.000 km,Automática,Bencina
2012 Mercedes-Benz C 180 1.8 C CGI Blue Efficiency,13500000,105.000 km,Automática,Bencina
2017 Suzuki Alto 0.8 800 Manual DLX AC 2AB,5650000,100.000 km,Manual,Bencina
2021 Ford ECOSPORT S,13490000,4.200 km,Manual,Bencina
2018 Changan Cs15 1.5 Comfort,8200000,72.000 km,Manual,Bencina
2018 SKODA Fabia,9800000,52.600 km,Manual,Bencina
2008 Citroën Berlingo 1.6 HDi 600KGS EURO IV,5000000,313.500 km,Manual,Diesel
2010 Nissan NAVARA 2.5 SE 4X4 DC Diesel,11480000,136.566 km,Manual,Diesel
2012 Jeep Wrangler,22900000,103 km,Automática,Diesel
2021 Mahindra KUV100 BASE,7490000,NA,Manual,Bencina
2017 Mercedes-Benz C 220 2.1 C 220 CDI Auto Bluetec,29800000,90.000 km,Automática,Diesel
2018 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Corto,10290000,90.000 km,Manual,Diesel
2018 Kia Sportage 2.0 GSL Auto LX C,16590000,45.150 km,Automática,Bencina
2012 Suzuki Grand Nomade GLX,9500000,142.000 km,Automática,Bencina
2020 Kia Morning 1.2 EX ABS,10390000,24.000 km,Manual,Bencina
2016 Suzuki Jimny JIMNY JLX SPORT 4X4 1.3,13480000,50.000 km,Manual,Bencina
1992 Chevrolet Chevy,1950000,299.999 km,Manual,NA
2019 Cadillac Ct6,79990000,20.000 km,Automática,Bencina
2015 Suzuki Celerio 1.0 GLX,6990000,80.000 km,Manual,Bencina
2015 Suzuki Grand Vitara,11000000,55.000 km,Manual,Bencina
2021 Ram Ram 2500 6.7 Diesel 2500 Laramie Crew Cab 4WD,68490000,14.019 km,Automática,Diesel
2017 Mahindra Pik Up 2.2 Manual CRDE XL DC,9400000,82.000 km,Manual,Diesel
2020 Jac S2 1.5 Comfort Smart,9000000,20.000 km,Manual,Bencina
2008 Peugeot 307 Sw,5300000,250.000 km,Manual,Diesel
2019 Suzuki Swift 1.2 Manual GLX,10850000,13.000 km,Manual,Bencina
TOYOTA HILUX 2017 HI LUX 4X4 2.8,25390000,131.130 km,Manual,Diesel
2013 Mahindra Pick Up,1800000,1 km,Manual,Diesel
2013 Volvo Xc60,12000000,165.000 km,Automática,Bencina
2010 Mercedes-Benz A 180 2.0 A 180 CDI Avantgarde,8490000,175.500 km,Automática,Diesel
