Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Suzuki Ignis 1.2 CVT Auto GLX,10780000,48.000 km,Automática,Bencina
2008 Subaru Outback,8750000,171.398 km,Automática,Bencina
2018 Volkswagen Golf 1.4 TSI Manual Design,16500000,24.000 km,Manual,Bencina
2015 BMW 120,13800000,126.000 km,Automática,Bencina
2015 BMW X6,43000000,54.224 km,Automática,Bencina
SUZUKI ALTO 2012 1.0 K10,5980000,89.000 km,Manual,Bencina
2016 Porsche Cayenne,33990000,69.000 km,Automática,Bencina
1969 Chevrolet C10,6290000,200.000 km,Manual,Bencina
2011 Honda Ridgeline 3.5 Auto,14490000,138.000 km,Automática,Bencina
2015 Suzuki Swift 1.2 GL DZire NB,7850000,93.500 km,Manual,Bencina
2012 BMW 316 316iA,9890000,180.000 km,Automática,Bencina
2008 Toyota Rav4 2.4 4x2,8250000,160.000 km,Manual,Bencina
FORD ECOSPORT 2015 1.6 SE,9980000,69.000 km,Manual,Bencina
2011 Volkswagen The Beetle 2.0 AT,11580000,121.000 km,Automática,Bencina
2016 Fiat Fiorino City,10490000,154.000 km,Manual,Diesel
2008 Chevrolet Spark Gt Spark lt,3150000,59.429 km,Manual,Bencina
2007 Subaru Wrx Sti,18490000,104.000 km,Manual,Bencina
2016 Hyundai H-1 2.5 CRDI GLS AC MB 10P,19490000,109.000 km,Manual,Diesel
2018 Suzuki ALTO DLX HB 800CC,7490000,26.300 km,Manual,Bencina
2011 Jeep Grand Cherokee,17000000,115.000 km,Automática,Bencina
2011 Peugeot 207 1.6 120 hp Premium XS,6300000,127.000 km,Manual,Bencina
2019 Nissan X-Trail 2.5 AUT 4X2,17890000,28.600 km,Automática,Bencina
2018 SsangYong Actyon Sports 2.0D Manual Semi Full NAS611,13000000,104.000 km,Manual,Diesel
2016 Kia Frontier Frontier 2.5,18000000,116.000 km,Manual,Diesel
2018 Mitsubishi Montero Sport,22900000,44.000 km,Automática,Bencina
2013 Chevrolet Spark 0.8 LS DH,4200000,123.456 km,Manual,Bencina
2017 Fiat Fiorino 1.4,7990000,38.000 km,Manual,Bencina
2011 Mercedes-Benz C 300 C 300 Elegance,15690000,153.000 km,Automática,Bencina
2010 Toyota Urban Cruiser 1.3,8500000,200.000 km,Manual,Bencina
2018 FORD ESCAPE 2.0D Manual S,18990000,51.077 km,Manual,Diesel
2014 Volvo S60 1.6 D2 Limited Powershift,13990000,191.719 km,Automática,Diesel
SSANGYONG TIVOLI 2016 TIVOLI 1.6,13380000,68.500 km,Manual,Bencina
2018 Honda CRF 250 L,3915100,28.000 km,Manual,Bencina
2018 Ford FIESTA 1.6,10490000,45.000 km,Manual,Bencina
2014 Chevrolet Orlando,12000000,116.500 km,Manual,Diesel
2018 Volkswagen Voyage 1.6 Manual Trendline,9000000,35.709 km,Manual,Bencina
2016 Fiat Strada 1.4 Manual Trekking,8390000,190.000 km,Manual,Bencina
2017 Toyota Rav4 2.0 Manual Lujo,15290000,42.000 km,Manual,Bencina
2016 Citroën Berlingo 1.6 HDI VU BVM5 AA Corto,9800000,112.600 km,Manual,Diesel
2017 Peugeot Partner 1.6 HDI L1 90HP Manual Pack AA,9500000,107.000 km,Manual,Diesel
2013 Ford Fiesta 1.6 SES,7500000,95.000 km,Manual,Bencina
2016 Kia Sportage 2.0 LX AC DAB,13790000,79.000 km,Manual,Bencina
2018 Peugeot TRAVELLER NUEVA TRAVELLER BUSINESS L3 9P,20490500,48.373 km,Manual,Diesel
2017 Honda Accord 2.4 EXL Auto,17580000,52.000 km,Automática,Bencina
2011 Chevrolet Cruze 1.8 Auto,6850000,105.545 km,Automática,Bencina
2011 Kia Morning 1.1 EX Auto DH AA AB LL,6390000,130.000 km,Automática,Bencina
2008 Chery Tiggo,5500000,121.000 km,Manual,Bencina
2021 Ford Mustang GT 5.0,40990000,6.900 km,Automática,Bencina
2018 Kia RIO 4 MT 1.4,10390000,47.743 km,Manual,Bencina
2011 SsangYong Rexton 2.7 XDI Auto,11890000,134.000 km,Automática,Diesel
2013 Renault Fluence 2.0 Expression,8650000,30.000 km,Manual,Bencina
2012 Mitsubishi L200,12900000,157.000 km,Manual,Diesel
2017 Dodge Journey 2.4 Auto R/T,17500000,30.000 km,Automática,Bencina
2016 Fiat Uno 1.4 Evo Way Style,7500000,69.000 km,Manual,Bencina
