Nombre,Precio,kilometraje,Transmisión,Combustible
2014 SsangYong Stavic,10500000,170.000 km,Automática,Diesel
2013 Chevrolet N300 Max 1.2 Van,5500000,97.000 km,Manual,Bencina
2012 Toyota Rav4 Rav4,10950000,125.000 km,Automática,Bencina
2013 Nissan Juke 1.6 CVT Base,12000000,38.000 km,Automática,Bencina
2013 Chevrolet Cruze Lts,8650000,130.000 km,Automática,Bencina
2014 Hyundai I10,5500000,101.200 km,Manual,Bencina
2015 Mazda 6 2.0 Skyactiv-G V Auto CU,14190000,82.000 km,Automática,Bencina
2017 Mazda 3 Sport,14000000,39.000 km,Manual,Bencina
2017 Mazda 6 2.0 Skyactiv-G V Auto CU,16000000,89.000 km,Automática,Bencina
2014 Mahindra Pick Up,10490000,106.000 km,Manual,Diesel
2019 Chevrolet Prisma 1.4 LTZ,9450000,48.000 km,Manual,Bencina
2003 Ford F-250,17500000,280.000 km,Automática,Diesel
2018 Fiat Uno,7800000,70.000 km,Manual,Bencina
2019 Chery Tiggo 2,10000000,46.500 km,Manual,Bencina
2012 Honda Civic 2.4 SI Coupe,13000000,115.000 km,Manual,Bencina
2017 Peugeot PARTNER B9 DIESEL,11500000,70.454 km,Manual,Diesel
2012 Chevrolet Captiva 2.4 LT SA Auto,10500000,106.000 km,Automática,Bencina
2012 Ford FOCUS 2.0 MT 5P,7600000,171.300 km,Manual,Bencina
KIA SOUL 2012 SOUL 1.6,9490000,117.000 km,Manual,Bencina
2008 Volvo C30,8150000,106.000 km,Automática,Bencina
2018 Peugeot 208 1.2 Puretech 82 HP Manual Active,9950000,68.000 km,Manual,Bencina
2006 Subaru Outback,7200000,185.000 km,Automática,Bencina
2017 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,30990000,53.200 km,Automática,Bencina
2013 Ford Escape 2.5 S Auto,11000000,106.000 km,Automática,Bencina
2014 Chevrolet Tracker 1.8 LT Auto 4WD,10000000,112.000 km,Automática,Bencina
2014 Dodge Ram 1500,22000000,75.000 km,Automática,Bencina
2019 Volkswagen Tiguan,26500000,39.500 km,Automática,Bencina
2012 Kia Cerato 1.6 SX Auto DH AC DAB ABS,8980000,88.000 km,Automática,Bencina
2001 Suzuki Baleno 1.3 GL,3500000,170 km,Manual,Bencina
2018 Audi A4 1.4 TFSI Stronic Auto,20990000,70.000 km,Automática,Bencina
2019 Nissan Versa 1.6 Manual Sense,8400000,60.000 km,Manual,Bencina
2018 Hyundai Accent 1.4 RB Manual GL AC 2AB,8500000,110.000 km,Manual,Bencina
2018 BMW X1 2.0 SDrive20i A Luxury,23000000,39.000 km,Automática,Bencina
2013 Volvo S60 2.0 T5 Auto R-Design,13900000,109.000 km,Automática,Bencina
