Nombre,Precio,kilometraje,Transmisión,Combustible
2016 Subaru Wrx 2.0 4WD,19300000,56.000 km,Manual,Bencina
2010 Hyundai Getz FL 1.6 GL 2AB AA,5500000,94.000 km,Manual,Bencina
2009 BMW 320I,9800000,140.000 km,Automática,Bencina
2007 Nissan Terrano 2.5TDI 4X4 DC DX SV 2AB ABS CIDEF,8500000,480.000 km,Manual,Diesel
1993 Volkswagen Golf,1400000,241.682 km,Manual,Bencina
2017 Ford Edge 2.0 Ecoboost Auto SEL,20000000,62.200 km,Automática,Bencina
2020 Chevrolet Colorado LTZ,24000000,23.000 km,Manual,Diesel
2004 Nissan X-Trail,7500000,166.336 km,Manual,Diesel
2019 Peugeot 5008 1.6 BlueHDI 120 HP Auto Allure,22990000,65.000 km,Automática,Diesel
2018 Mercedes-Benz E 220 D E220 d,30000000,48.000 km,Automática,Diesel
2007 Mitsubishi Galant SE,5500000,160.000 km,Automática,Bencina
2015 Fiat Linea 1.4 Active,6300000,107.000 km,Manual,Bencina
2011 Byd F0 1.0 Gi,3050000,128.000 km,Manual,Bencina
2017 Renault DOKKER 1.5 DCI,9500000,99.000 km,Automática,Diesel
2018 Chevrolet Equinox 1.5T Auto LS,16000000,47.000 km,Automática,Bencina
2017 Mercedes-Benz A 200 2.1 A 200 CDI DCT Auto,21500000,78.000 km,Automática,Diesel
1998 Mitsubishi Lancer 2.0 EVOLUTION,18000000,4.000 km,Manual,Bencina
2018 Chery Arrizo3 1.5 GLS,6890000,37.000 km,Manual,Bencina
2018 Chevrolet Spark Gt,6990000,62.000 km,Manual,Bencina
2010 Mercedes-Benz E 500 5.5 E 500 Elegance,13490000,100.000 km,Automática,Bencina
2014 Mitsubishi Montero Sport 2.5 Diesel G2 4X2,16250000,140.000 km,Manual,Diesel
2017 Kia Cerato 5 1.6 EX Manual AC ABS,10400000,40.000 km,Manual,Bencina
2017 Ford F-150 5.0 Double Cab Lariat Luxury 4WD,32700000,115.055 km,Automática,Bencina
2015 Mercedes-Benz Sprinter 515 3.0 diesel,27990000,152.000 km,Manual,Diesel
2022 Nissan Qashqai 2.0 Manual Advance CR,19300000,30 km,Manual,Bencina
2019 SKODA Kodiaq 4x4,28700000,22.000 km,Automática,Bencina
2006 Kia Grand Carnival,6800000,111.111 km,Automática,Diesel
MITSUBISHI ASX 2012 ASX GLX 2.0,11090000,122.630 km,Manual,Bencina
2018 BMW 318 1.5 318i A,23590000,30.840 km,Automática,Bencina
2013 BMW 740 3.0 740iA,23900000,56.000 km,Automática,Bencina
2016 Volvo Xc70 2.4 D5 Comfort Auto 4WD,16500000,133.426 km,Automática,Diesel
2016 Mazda 2 1.5 S Skyactive Sport,9000000,100.000 km,Manual,Bencina
2010 Subaru Forester,8500000,152.000 km,Automática,Bencina
2014 Peugeot 2008 1.4 HDI 68 HP Active,10500000,160.000 km,Manual,Diesel
2018 Peugeot 3008 HDI 1.6,19990000,80.300 km,Automática,Diesel
2018 Renault CAPTUR,4000000,9.882 km,Manual,Diesel
