Nombre,Precio,kilometraje,Transmisión,Combustible
2011 Subaru Impreza Ccfz79,8490000,115.000 km,Manual,Bencina
2010 Dodge Durango,8950000,150.000 km,Automática,Bencina
2012 Citroën Nemo 1.4 HDI P. Lateral,4800000,200.000 km,Manual,Diesel
2022 Mitsubishi Asx GL 1.6 MT 4X2 0KM - ENTREGA INMEDIATA,15490000,NA,Manual,Bencina
2011 Chevrolet Corsa Plus Chevrolet,4000000,50.000 km,Manual,Bencina
2016 Maserati Ghibli,37490000,85.000 km,Automática,Bencina
2019 Mazda Bt-50 2.2 DSL Manual SDX 4WD,18750000,24.000 km,Manual,Diesel
2018 Mercedes-Benz Gla 200 2.1 GLA 200 D DCT Auto,23800000,99.000 km,Automática,Diesel
2017 Fiat Fullback 2.4 GLS Limited 178 HP Auto DC 4WD,18500000,160.000 km,Automática,Diesel
2013 Peugeot 208 Allure,8400000,83.213 km,Manual,Bencina
2012 Chevrolet Aveo 1.4 LS AC,6690000,129.000 km,Manual,Bencina
2006 Toyota Yaris Sport,4400000,227.000 km,Manual,Bencina
2018 Mazda Cx-5 2.0 Manual Skyactiv R,18750000,62.000 km,Manual,Bencina
2018 Dfm Sx6 2.0 7 Asientos,8800000,158.000 km,Manual,Bencina
2017 Nissan Nv350,23000000,138.000 km,Manual,Diesel
2017 Nissan Np300 2.3 DSL Auto LE 4WD,22000000,92.000 km,Automática,Diesel
2010 Jeep Grand Cherokee,12990000,180.000 km,Automática,Bencina
2017 Toyota Rush AT,12990000,41.500 km,Automática,Bencina
2020 Chery Tiggo 2 1.5 GLX,9850000,16.950 km,Manual,Bencina
2014 Chevrolet Cruze 1.8 LS,8250000,89.000 km,Manual,Bencina
2017 Ford Focus 2.0 SE,10790000,114.000 km,Manual,Bencina
2015 Hyundai Accent 1.6 RB GLS AC 2AB ABS,9100000,57.000 km,Manual,Bencina
2015 Renault Symbol 1.6 Expression,6500000,122.000 km,Manual,Bencina
2012 Hyundai Sonata 2.0 YF GLS Sun Auto,9290000,123.000 km,Automática,Bencina
2016 Chevrolet D-Max 2.5 DC HIGH Auto 4WD,22000000,71.000 km,Automática,Diesel
2011 Suzuki Grand Vitara,9350000,119.400 km,Manual,Bencina
2012 Audi S4 3.0 TFSI STronic Quattro,20000000,79.000 km,Automática,Bencina
2012 BMW X6 3.0 XDrive35I A 4WD,26000000,74.000 km,Automática,Bencina
2014 Mazda 6 2.2 Skyactiv-D GT Auto,15500000,116.000 km,Automática,Diesel
1978 Austin Mini,1100000,100 km,Manual,Bencina
2012 Lexus Ls,19900000,61.200 km,Automática,Híbrido
2008 Mitsubishi Montero Sport 2.5 DIESEL,10800000,160.000 km,Manual,Diesel
2010 Chevrolet Spark 0.8 DH,3100000,154.630 km,Manual,Bencina
2017 Volkswagen Polo 1.6 Highline,9900000,62.000 km,Manual,Bencina
2014 BMW 116I,13990000,98.140 km,Manual,Bencina
2015 BMW 120,14990000,139.000 km,Manual,Bencina
2013 Mercedes-Benz Cls 350 3.5 CLS 350 Auto,22890000,90.000 km,Automática,Bencina
2014 Mitsubishi L200 2014,16200000,88.300 km,Manual,Diesel
2016 Jeep Grand Cherokee 3.6 Limited 4WD Auto,24200000,168.000 km,Automática,Bencina
2015 Dodge Journey journey,14490000,112.000 km,Automática,Bencina
2013 Fiat Grande Punto 1.4 Active,5850000,89.000 km,Manual,Bencina
2016 Nissan Np300 2.3 DSL SE,13990000,1 km,Manual,Diesel
