Nombre,Precio,kilometraje,Transmisión,Combustible
2009 Mazda 2,5500000,122.000 km,Manual,Bencina
2013 Nissan X-Trail 2.5 i S CVT 4x2,12650000,100.000 km,Automática,Bencina
2016 Maxus V80,17350000,94.600 km,Manual,Diesel
2014 SsangYong Actyon Sports 2.0D,12300000,200.000 km,Manual,Diesel
2013 INFINITI Qx70 3.7 AUT,20900000,117.000 km,Automática,Bencina
2016 Kia Frontier,14500000,104.000 km,Manual,Diesel
2019 Volkswagen Golf 2.0 TSI DSG Auto R,33990000,24.600 km,Automática,Bencina
2020 Range Rover Range Rover Sport SUPERCHARGED 5.0,104980000,30.500 km,Automática,Bencina
2016 Jeep Patriot 2.4 Sport Auto,14900000,87.000 km,Automática,Bencina
2019 Jeep Renegade 1.8 Auto Sport LX,16500000,28.359 km,Automática,Bencina
2017 Mercedes-Benz Cla 45 Amg 2.0 CLA 45 AMGAuto 4Matic,33250000,20.000 km,Automática,Bencina
1973 Ford Mustang,22000000,100.000 km,Manual,Bencina
2017 Dodge Challenger,18300000,95.000 km,Automática,Bencina
2019 Mitsubishi Outlander 2.0 Manual,15990000,29.700 km,Manual,Bencina
2014 Audi S7,29000000,100.000 km,Automática,Bencina
2018 Ford Explorer LIMITED 2.3,30500000,90.000 km,Automática,Bencina
2017 Chevrolet COBALT 1.8 LTZ ATA/C,8990000,116.000 km,Automática,Bencina
2018 SsangYong Korando 2.0 Manual Std Full Manual KC1011,12500000,50.500 km,Manual,Bencina
2015 Peugeot 208,15000000,114.200 km,Manual,Diesel
2018 Hyundai Grand I10 1.2 Manual GLS AC 2AB,8200000,29.500 km,Manual,Bencina
2018 Kia Soul 1.6 EX Special Pack,13900000,63.000 km,Manual,Bencina
2019 Renault Duster,11000000,60.000 km,Manual,Bencina
2016 Peugeot Partner 1.6 HDI L1 90HP Pack AA,11500000,96.000 km,Manual,Diesel
2011 Samsung Sm7 RE 3.5 Auto SEC TC,8390000,170.000 km,Automática,Bencina
2014 BMW 650 4.4 650I A Coupe,28500000,52.000 km,Automática,Bencina
2017 BMW X1 S Drive 20i,24990000,40.000 km,Automática,Bencina
2009 Chevrolet Corsa Plus 1.6 AC AB ABS,3790000,198.000 km,Manual,Bencina
2017 Mahindra Pick Up,9000000,155.279 km,Manual,Diesel
2017 SsangYong Actyon Sports,18500000,180.000 km,Automática,Diesel
2010 Mercedes Benz E 500 W212 AUT 5.5,16880000,192.000 km,Automática,Bencina
2015 Chevrolet Sonic 1.6,7100000,93.000 km,Manual,Bencina
2016 Hyundai Accent 1.4 RB GL 2AB,9450009,52.000 km,Manual,Bencina
2018 Ford Explorer 2.3 Limited Ecoboost Auto,31000000,53.000 km,Automática,Bencina
2005 Nissan Primera 2.0 Visia,4500000,142.000 km,Automática,Bencina
2019 Peugeot 2008 GT LINE 1.2 AT,17500000,20.000 km,Automática,Bencina
2016 Kia Morning 1.2 EX DH DAB AC,7290000,119.000 km,Manual,Bencina
2005 Renault Laguna II,4980000,124.000 km,Manual,Bencina
2015 Suzuki Celerio 1.0 GA,5850000,140.000 km,Manual,Bencina
2016 Skoda FABIA N6 1.2 AUT,12980000,43.985 km,Automática,Bencina
2009 Jeep Grand Cherokee 6.1 SRT8 AUTO,18490000,138.000 km,Automática,Bencina
2011 Chevrolet Captiva 2.4 LS,9600000,109.000 km,Manual,Bencina
2018 MINI John Cooper Works,30000000,33.000 km,Automática,Bencina
2017 BMW I8,87000000,14.000 km,Automática,Híbrido
2016 Volvo V40 T4 1.6,14890000,98.000 km,Manual,Diesel
2001 Hyundai Elantra 1.8 GLS A/A,3100000,210.000 km,Manual,Bencina
2014 Volvo Xc90 2.4 D5 R-Design Auto 4WD,18500000,150.000 km,Automática,Diesel
2019 Suzuki Celerio,7890000,40.398 km,Manual,Bencina
2018 Hyundai Accent 1.4 RB Manual GL AC 2AB,10000000,77.000 km,Manual,Bencina
2020 INFINITI Qx50 2.0 Luxe Auto,28550000,37.000 km,Automática,Bencina
2015 Nissan Pathfinder PATHFINDER IMPECABLE,15990000,85.000 km,Automática,Bencina
2017 Suzuki SWIFT MT,9790000,70.000 km,Manual,Bencina
2019 Land Rover DISCOVERY AUT,60990000,61.000 km,Automática,Diesel
2016 Hyundai Accent 1.4 RB GL 2AB,23000000,172.000 km,Manual,Bencina
2012 Citroën C4 1.6 120 HP Seduction SE,7500000,171.200 km,Manual,Bencina
2019 Kia Sportage 2.0 GSL Auto LX,19990000,32.751 km,Automática,Bencina
2016 Hyundai Accent 1.4 RB GL 2AB,8900000,122.000 km,Manual,Bencina
2008 Toyota Auris 1.6 LEI,6290000,120.000 km,Manual,Bencina
2019 Volvo Xc60 2.0 T5 Momentum Auto 4WD,32500000,16.000 km,Automática,Bencina
2018 Nissan Qashqai SENSE 2.0,17200000,65.297 km,Manual,Bencina
2014 SUBARU LEGACY XS AWD CVT 2.0 R,14290000,66.000 km,Automática,Bencina
2012 Hyundai Elantra 1.6 MD GLS AC 2AB ABS,8790000,155.000 km,Manual,Bencina
2017 Dfsk Truck Xl 1.3 TRUCK XL 1.3,69000000,65.000 km,Manual,Bencina
2017 Chevrolet Camaro 6.2 SS Six Auto,32999990,37.000 km,Automática,Bencina
2014 Volvo S60 1.6 T4 R-Design Powershift,10500000,148.500 km,Automática,Bencina
2013 Ford Focus 2.0 Automático,10000000,71.000 km,Automática,Bencina
HAIMA 2 GLX 2012 GL 1.3,4290000,89.261 km,Manual,Bencina
2020 Toyota Rav4 2.0 LE,20500000,22.000 km,Manual,Bencina
2020 Mercedes-Benz X 250D,30000000,45.000 km,Automática,Diesel
2020 Mercedes-Benz C 300 Coupe C300 coupe 2020,40500000,8.780 km,Automática,Bencina
2014 Subaru 2.0,12500000,270.000 km,Automática,Bencina
2014 Toyota 4Runner 4.0 SR5 Auto,24000000,82.000 km,Automática,Bencina
2014 Mazda 3 1.6 V BT,10500000,76.000 km,Manual,Bencina
2018 Citroën C3,11000000,67.000 km,Manual,Bencina
2015 Kia Sportage 2.0 LX Auto AC DAB,14000000,90.000 km,Automática,Bencina
2019 Lexus Rc F,63000000,19.000 km,Automática,Bencina
2016 SSANGYONG TIVOLI 1.6,9990000,71.610 km,Manual,Bencina
2017 Mercedes-Benz C 200 2.0 C 200 Auto Coupe,26300000,62.000 km,Automática,Bencina
PEUGEOT 301 2020 301 ACTIVE PACK VTI 1.6 AUT,14490000,20.873 km,Automática,Bencina
2008 Mazda 2,5600000,118.000 km,Manual,Bencina
2017 Mercedes Benz CLA 45 AMG AMG,33000000,42.000 km,Automática,Bencina
KIA SPORTAGE 2017 2.0 LX DIESEL 2WD AC 6MT 5P,19680000,68.000 km,Manual,Diesel
2020 Kia Soluto 1.4 LX AC,11490000,12.000 km,Manual,Bencina
2017 Toyota Yaris 1.5 XLI,9390000,145.000 km,Manual,Bencina
2013 Audi Tts 2.0 TFSI STronic Quattro Coupe,28190000,51.390 km,Automática,Bencina
2016 Subaru Outback 2.5I CVT Limited 4WD,23700000,41.000 km,Automática,Bencina
2014 Ferrari 458,179000000,23.000 km,Automática,Bencina
2013 Nissan Murano 3.5 LE CVT SRF 4X4,13500000,120.000 km,Automática,Bencina
2017 Peugeot 301 1.6 VTI,8500000,40.000 km,Manual,Bencina
2016 Chevrolet SAIL 1.5 NB MT 4P 2017,8690000,59.290 km,Manual,Bencina
2014 Nissan Qashqai,11800000,107.100 km,Manual,Bencina
2014 Chevrolet Captiva II,12000000,198.000 km,Manual,Diesel
2018 Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,30900000,68.500 km,Automática,Bencina
2017 Nissan X-Trail,16000000,78.000 km,Automática,Bencina
2018 Suzuki SWIFT GL,9700000,58.000 km,Manual,Bencina
2019 Ford Ranger 2.2 DSL XL 4WD,21800000,95.000 km,Manual,Diesel
2008 Hyundai Elantra HD 2.0 GLS AA 2AB AUTO,6000000,133.000 km,Automática,Bencina
2011 Mercedes Benz ATEGO 1518,25000000,123.800 km,Manual,Diesel
SUZUKI CELERIO 2016 CELERIO GA HB 1.0,6790000,70.299 km,Manual,Bencina
2012 Hyundai Tucson 2.0 LM GL 2WD AC 2AB ABS Auto,11800000,127.000 km,Automática,Bencina
2017 Mazda 5 2.0 MAV V,13790000,69.000 km,Manual,Bencina
