Nombre,Precio,kilometraje,Transmisión,Combustible
2016 VOLKSWAGEN AMAROK 2.0,21950000,173.872 km,Automática,Diesel
2017 Mitsubishi L200,18300000,92.000 km,Manual,Diesel
2018 Mazda Cx-5 2.0 Skyactiv R Auto,20990000,75.500 km,Automática,Bencina
2018 BMW 118 2.0 118D A M Sport 5P,21990000,49.000 km,Automática,Diesel
2017 Ford Ecosport 1.6 Manual SE,100000000,9.200.000 km,Manual,Bencina
2003 Citroën Xsara,3500000,170.000 km,Manual,Bencina
2015 Chevrolet Traverse 3.6 1LT Auto,17420000,107.000 km,Automática,Bencina
2016 Mercedes-Benz Citan 109 1.5 109 CDI 66KW AC,13000000,53.000 km,Manual,Diesel
2017 Chevrolet Sail 1.5,6900000,83.000 km,Manual,Bencina
2010 Volvo S40 T5 2.5 TURBO,8690000,131.404 km,Automática,Bencina
2014 Toyota Hilux 2.5 D SR DC 4WD,17900000,104.000 km,Manual,Diesel
2019 MG Mg Zs 1.5 Standard,10990000,39.500 km,Manual,Bencina
2016 Toyota Rav4 2.0 Lujo,12900000,150.000 km,Manual,Bencina
2012 Nissan X-Trail 2.5 i S CVT 4x2,11500000,130.028 km,Automática,Bencina
2014 Chevrolet Tahoe 5.3 LT Auto 4WD,20800000,104.000 km,Automática,Bencina
2017 Kia Rio 4 1.4 EX Manual Special Pack,10690000,34.000 km,Manual,Bencina
2013 Hyundai Accent 1.4 RB GL AV,7500000,103.000 km,Manual,Bencina
2013 Fiat Grande Punto 1.4 LL,6380000,154.000 km,Manual,Bencina
2012 Jeep Liberty,13390000,102.000 km,Automática,Bencina
2011 Toyota Corolla 1.6 XLI,6000000,82.000 km,Manual,Bencina
2019 Porsche 911 CARRERA 4S 992 IMPECABLE,106990000,20.000 km,Automática,Bencina
2012 Dodge Ram 1500,15000000,91.000 km,Automática,Bencina
2017 Ford Mustang 5.0 GT Auto,845000,50 km,Automática,Bencina
2004 Fiat Palio,3300000,220.000 km,Manual,Bencina
2013 Hyundai Elantra 1.6 MD GLS AC 2AB ABS,6900000,204.000 km,Manual,Bencina
2020 Jeep Compass 2.4 Sport,20990000,15.000 km,Manual,Bencina
2015 Toyota Prius,9480000,135.000 km,Automática,Híbrido
2009 Nissan Murano 3.5 SL-CU Auto 4X4,9390000,150.000 km,Automática,Bencina
2018 Mazda 3 2.0 Skyactiv-G V Auto,14790000,65.492 km,Automática,Bencina
2019 Chevrolet TRACKER II 1.8 FWD LS MT,13980000,75.172 km,Manual,Bencina
2014 Mazda Cx-9 3.7 GT Auto 4WD,16990000,94.000 km,Automática,Bencina
2018 Chevrolet Sail 1.5,6700000,54.000 km,Manual,Bencina
2017 Peugeot Expert 2.0 HDI 150 HP Manual Premium,17000000,190.000 km,Manual,Diesel
2010 Ford Explorer,12800000,146.000 km,Automática,Bencina
2018 Porsche Macan 3.0 V6 S,42390000,76.500 km,Automática,Bencina
2016 Kia Rio 4 1.4 EX Manual AC AB,8000000,100.000 km,Manual,Bencina
