Nombre,Precio,kilometraje,Transmisión,Combustible
2004 Mercedes-Benz Cl 600,19980000,80.000 km,Automática,Bencina
2018 Renault Duster,12950000,18.500 km,Manual,Bencina
2009 Chevrolet Tahoe 5.3 LT Auto,14990000,168.000 km,Automática,Bencina
2018 Hyundai Accent 1.4 RB Manual GL AC 2AB,9890000,70.000 km,Manual,Bencina
2015 INFINITI Qx70,24500000,40.000 km,Automática,Bencina
2013 Peugeot 207 1.4 75 HP Compact Generation,5950000,110.000 km,Manual,Bencina
2016 Suzuki ALTO,1500000,21.604 km,Manual,Bencina
2014 Mitsubishi Lancer 1.6 R/S Auto,8800000,150.000 km,Automática,Bencina
2012 Nissan Navara 2.5 SE 4X4 DC 2AB ABS Diesel,14800000,158.000 km,Manual,Diesel
2013 Nissan Terrano 2.5TD CS AA 4X2,11990000,174.000 km,Manual,Diesel
2014 Volkswagen Gol 1.6 Trendline 2AB ABS,7500000,62.000 km,Manual,Bencina
2013 Honda City Honda City 2013 full,8500000,172.500 km,Automática,Bencina
2013 Ford Ranger,14500000,204.515 km,Manual,Diesel
2018 Mercedes-Benz C 200 2.0 C 200 Auto,22000000,51.000 km,Automática,Bencina
2018 SKODA Fabia,9800000,52.600 km,Manual,Bencina
2017 Hyundai Tucson 2.0 GL Manual Advance Nav,17490000,41.722 km,Manual,Bencina
2017 Volkswagen BORA ADVANVE AT TDI,12990000,195.000 km,Automática,Diesel
TOYOTA YARIS 2014 YARIS SPORT XLI 1.3,10390000,35.845 km,Manual,Bencina
2009 Toyota 4Runner 4.0 SR5 5 VEL 4X2 Auto,9300000,135.800 km,Automática,Bencina
2019 Chevrolet D-Max 2.5 DC 4WD,19990000,70.000 km,Manual,Diesel
2019 Toyota Hilux 2.8D Manual SR 4WD,26990000,1 km,Manual,Diesel
2017 Maxus V80,14500000,90.394 km,Manual,Diesel
2011 Toyota Corolla 1.6 GLI,7800000,73.000 km,Manual,Bencina
2015 Suzuki S-CROSS GL HB,12700000,88.000 km,Automática,Bencina
2021 Renault CLIO,3000000,5.146 km,Manual,Bencina
2014 Kia Cerato 1.6 SX Auto AC DAB,9700000,75.000 km,Automática,Bencina
2006 Toyota 4Runner SR5 Lujo Auto,8500000,206.000 km,Automática,Bencina
1993 Lada Samara,1000000,1 km,Manual,Bencina
2018 BMW 118 2.0 118D A M Sport 5P,21390000,80.000 km,Automática,Diesel
2014 Dodge Ram 1500,18900000,140.000 km,Automática,Bencina
