Nombre,Precio,kilometraje,Transmisión,Combustible
2014 Land Rover EVOQUE 2.0,24000000,86.780 km,Automática,Bencina
2017 Peugeot 3008,15500000,90.000 km,Automática,Diesel
2010 Chevrolet Spark,6000000,122.500 km,Manual,Bencina
2021 Volkswagen Tiguan,22000000,2.000 km,Automática,Bencina
2019 Mercedes-Benz C 43 Amg 3.0 Mercedes-AMG C 43 Auto 4Matic,52900000,11.700 km,Automática,Bencina
2011 Land Rover Freelander,13690000,123.000 km,Automática,Bencina
2013 Audi Q7 3.0 FSI Tiptronic Quattro 333 hp,23990000,108.300 km,Automática,Bencina
2011 Honda Cr-V 2.4 EXL 4X4 Auto,12980000,144.200 km,Automática,Bencina
2017 Peugeot Boxer 2.2 HDI 150 Manual Chassis Cab CD L3,18590000,145.507 km,Manual,Diesel
2015 BMW X5 X5 XD RIVE 3.0 AUT,34900000,71.141 km,Automática,Diesel
2019 Mitsubishi L200,17800000,72.000 km,NA,NA
2014 Chevrolet Cruze 1.8 Auto LS,8000000,110.000 km,Automática,Bencina
2018 Suzuki Swift 1.2 GL DZire,8980000,68.000 km,Manual,Bencina
RENAULT KOLEOS 2016 2.0 DINAMIQUE DIESEL MT 5P,13980000,120.000 km,Manual,Diesel
2015 Kia Cerato 1.6 EX Manual AC DAB,9850000,86.000 km,Manual,Bencina
2019 Changan Cs35 1.6 Luxury,4500000,5.010 km,Manual,Bencina
2019 Peugeot Partner 1.6 HDI L1,13400000,53.000 km,Manual,Diesel
2002 Mercedes Benz CL 500 5.0 AUT,12990000,112.000 km,Automática,Bencina
2013 Peugeot 208 1.2 VTI 82 HP Active,7900000,116.538 km,Manual,Bencina
2013 Subaru Forester,11900000,182.000 km,Automática,Bencina
2012 BMW 316 316iA,13290000,145.250 km,Automática,Bencina
2019 Fiat Cronos 1.3 Drive,11980000,57.000 km,Manual,Bencina
2019 Chevrolet Tracker,11000000,33.000 km,Manual,Bencina
2007 Toyota Corolla 1.6 XLI MT,5500000,215.000 km,Manual,Bencina
2015 Suzuki Dzire,7190000,31.085 km,Manual,Bencina
2017 Suzuki Ciaz 1.4 Manual GL,9700000,32.500 km,Manual,Bencina
2006 Suzuki Aerio,3900000,200.000 km,Manual,Bencina
2012 Hyundai Accent 1.4 RB GL AV,6300000,117.000 km,Manual,Bencina
2018 Mitsubishi Outlander MITSUBISHI OUTLANDER 2.4 4X4 AUTOMATICO,16290000,133.000 km,Automática,Bencina
2011 Mercedes-Benz C 180 1.8 C 180 CGI Blue Efficiency Limited,13500000,84.000 km,Automática,Bencina
2013 Toyota Rav4 2.0 Lujo,12000000,116.500 km,Manual,Bencina
1977 Citroën 2Cv6 ami 8,980000,70.000 km,Manual,Bencina
2014 Mercedes-Benz C 180,12700000,165.000 km,Automática,Bencina
2006 Hyundai Getz,4000000,141.000 km,Manual,Bencina
2015 Jeep Grand Cherokee Laredo,24500000,83.700 km,Automática,Bencina
2009 Toyota Yaris Sport 1.3 XLI SPORT LS,5200000,142.900 km,Manual,Bencina
2013 Range Rover Evoque,21850000,156.035 km,Automática,Diesel
2017 Mercedes-Benz C 200 2.0 C 200 Auto Coupe,26490000,69.000 km,Automática,Bencina
2019 Volkswagen Tiguan 1.4 TSI DSG Comfortline 5A,18000000,34.000 km,Automática,Bencina
2018 Chevrolet Silverado 5.3 Auto Midnight DC 4WD,34700000,38.000 km,Automática,Bencina
2018 Kia Morning 1.2 EX Full,7990000,24.000 km,Manual,Bencina
2020 Hyundai Grand I10,8500000,13.000 km,Manual,Bencina
2016 Toyota 4Runner,24490000,93.000 km,Automática,Bencina
2019 Mitsubishi L200,25490000,65.000 km,Automática,Diesel
2018 Citroën Berlingo 1.6 Manual HDI VU BVM5 AA 2AB Corto,12380000,40.000 km,Manual,Diesel
2017 Chevrolet Captiva 2.2 DSL LT AWD,17000000,89.000 km,Manual,Diesel
2021 Chevrolet Silverado 5.3 Auto LT Trail Boss DC 4WD,40900000,30.000 km,Automática,Bencina
2014 Chevrolet Silverado 5.3 Auto CD 4WD,26490000,91.187 km,Automática,Bencina
