Nombre,Precio,kilometraje,Transmisión,Combustible
2014 Honda Civic 1.8 EX Coupe,10590000,109.000 km,Manual,Bencina
VOLKSWAGEN BORA 2012 BORA TRENDLINE SKY 2.0,7990000,106.338 km,Manual,Bencina
2009 Nissan D21,6000000,180.000 km,Manual,Bencina
2014 Ford EXPLORER 2.0 AT,16280000,89.308 km,Automática,Bencina
2018 Peugeot 3008 1.6 THP 165 Auto Active Pack,19600000,52.400 km,Automática,Bencina
2021 Maxus T60 GLX AT 2.8,20218100,NA,Automática,Diesel
2020 Nissan X-Trail 2.5 CVT Auto Sense,17000000,27.000 km,Automática,Bencina
2018 Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD,25970000,129.000 km,Automática,Diesel
2007 BMW 320I,8000000,200.000 km,Automática,Bencina
2016 Ford Ecosport 1.6 Titanium,10390000,47.000 km,Manual,Bencina
2012 Mercedes-Benz Ml 350,18890000,1 km,Automática,Bencina
2017 Toyota Rav4,17900000,54.300 km,Automática,Bencina
2006 Ford Focus 1.6 CLX 5P MT,3600000,159.000 km,Manual,Bencina
2015 Mercedes-Benz Cls 400,35990000,42.000 km,Automática,Bencina
2019 Haval H2 1.5T Elite,14500000,8.900 km,Manual,Bencina
2015 Hyundai Tucson,13690000,129.000 km,Manual,Bencina
2017 Mazda 6 2.5 Skyactiv-G GT Auto GPS,17200000,71.000 km,Automática,Bencina
2009 Nissan Tiida 1.6 SE,6150000,53.000 km,Manual,Bencina
2019 Hyundai CRETA CRETA GSPE 1.6 SW 5P MT OTTO,13490000,27.900 km,Manual,Bencina
2007 Hyundai Elantra HD 1.6 GLS AC 2AB,4300000,480.000 km,Manual,Bencina
2018 Chevrolet Captiva 2.2 DSL LS,18500000,52.000 km,Manual,Diesel
2021 BMW X5,149000000,2.800 km,Automática,Bencina
2007 Chevrolet Corsa SOLO 82000 KMS NUEVO AIRE ACC,3980000,82.000 km,Manual,Bencina
2016 Volkswagen Tiguan 2.0 TSI Trend & Fun Plus Auto 4WD,16490000,103.000 km,Automática,Bencina
2021 Mercedes-Benz X 250D,40500000,23.000 km,Automática,Diesel
2015 Kia Sportage,13700000,75.000 km,Automática,Bencina
2016 Dodge Journey 2.4 Auto R/T,18000000,48.000 km,Automática,Bencina
2011 Mercedes-Benz Sls Amg,140000000,70.000 km,Automática,Bencina
2021 Mitsubishi L200 2.4 TD Work CD CR,21990000,28.000 km,Manual,Diesel
2020 Ram Ram 1000 2.0D Laramie Auto DC 4WD,25900000,14.500 km,Automática,Bencina
2017 Nissan Qashqai,13900000,97.000 km,Manual,Bencina
2017 Toyota HILUX SR,19600000,142.950 km,Manual,Diesel
2003 Nissan Pathfinder,7600000,240.702 km,Automática,Bencina
2019 Peugeot 3008 1.5 BlueHDI 130 Active Pack,19560000,33.350 km,Manual,Diesel
2015 SsangYong Rexton W 2.0 Diesel,13990000,97.000 km,Manual,Diesel
2013 BMW 335,20500000,79.500 km,Automática,Bencina
2012 Nissan Qashqai,12500000,125.913 km,Automática,Otros
2021 BMW M4 Competition,89990000,9.000 km,Automática,Bencina
2012 Audi Q7 4.2 TDI Tiptronic Quattro,25500000,178.000 km,Automática,Diesel
2012 INFINITI Fx,15900000,86.000 km,Automática,Bencina
2013 Chevrolet Spark,3900000,135.000 km,Manual,Bencina
2019 Suzuki Alto 0.8 800 Manual DLX AC 2AB,7650000,44.000 km,Manual,Bencina
2018 Volkswagen Amarok 2.0 TDI Comfortline Auto 4WD,27890000,11.000 km,Automática,Diesel
2012 Mazda Cx-7,9500000,180.000 km,Automática,Bencina
2017 Nissan March 1.6 Manual Sport Drive,6790000,60.000 km,Manual,Bencina
2007 Chevrolet Equinox 3.4 LT AWD AT,6000000,170 km,Automática,Bencina
2011 SsangYong Stavic,8500000,300.000 km,Automática,Diesel
2017 Dongfeng Truck Truck doble cabina 1.3,6000000,117.000 km,Manual,Bencina
2016 Toyota COROLLA 1.8 LEI VL0 CVT AT 4P,11990000,145.800 km,Automática,Bencina
2013 Kia Rio 3 1.4 EX Manual AC DAB,7400000,83.000 km,Manual,Bencina
2012 Foton View,6000000,118 km,Manual,Bencina
2019 Peugeot Rifter ALLURE BLUE HDI 1.6,17500000,96.000 km,Manual,Diesel
2000 Suzuki Jimny,4900000,228.000 km,Manual,Bencina
2010 Jeep Wrangler,19200000,100.000 km,Automática,Bencina
2010 Citroën C3 1.4,4300000,1.500.000 km,Manual,Bencina
2012 Dfsk Cargo Box,5200000,24.000 km,Manual,Bencina
2015 Renault Clio 1.6 RS 200 EDC,14190000,74.100 km,Automática,Bencina
2013 Fiat Grande Punto,5250000,194.500 km,Manual,Otros
2014 Subaru New XV,11700000,140.000 km,Manual,Bencina
2006 Toyota 4Runner,12500000,237.000 km,Automática,Bencina
2015 Volvo V40 1.6 D2 Comfort,13690000,110 km,Manual,Diesel
2013 Mercedes-Benz C 180,17000000,112.000 km,Manual,Bencina
2020 Ram Ram 1500 5.7 Laramie Crew Cab 4WD,42980000,54.000 km,Automática,Bencina
2013 BMW 135,19990000,97.800 km,Automática,Bencina
2011 Toyota Hilux 2.5 4x4 DX DC,13980000,215.000 km,Manual,Diesel
2019 Toyota Rav4 2.0 CVT Auto Super Lujo,21990000,50.000 km,Automática,Bencina
2019 Peugeot Partner NEW PARTNER 1.6 MT 4X2 DSL AB2 90 HP EV,14900000,81.194 km,Manual,Diesel
2015 BMW 520 BMW 520 FULL EXTRAORDINARIO,23999000,52.000 km,Automática,Bencina
2005 Hyundai Elantra 2.0 GLS CRDi,4950000,217.000 km,Manual,Diesel
2018 Toyota Corolla 1.8 XLI,12790000,55.000 km,Manual,Bencina
2007 BMW 330,14500000,115.000 km,Automática,Bencina
