Nombre,Precio,kilometraje,Transmisión,Combustible
2012 Dodge Ram,26800000,135.000 km,Automática,Diesel
2007 Suzuki Swift 1.5 GL AT,6990000,110.000 km,Automática,Bencina
2006 Hyundai Terracan 2.9 GL CRDI Base MT,8500000,150.000 km,Manual,Diesel
2009 Mercedes-Benz Gl 320 GL 320 CDI,21000000,150.000 km,Automática,Diesel
2018 CHEVROLET COBALT 1.8 LTZ,11990000,72.500 km,Manual,Bencina
2009 Jeep Grand Cherokee 5.7 Overland Auto,11290000,174.000 km,Automática,Bencina
2018 Hyundai Accent 1.4 RB Manual GL AC 2AB,9800000,65.400 km,Manual,Bencina
2013 Chevrolet Aveo 1.4,4700000,90.000 km,Manual,Bencina
2012 Nissan Terrano,9100000,184.000 km,Manual,Bencina
2017 Kia Grand Carnival,24200000,81.000 km,Automática,Bencina
2020 Ford F-150 3.5 Platinum Auto Ecoboost 4WD,45500000,25.000 km,Automática,Bencina
2022 Hyundai Atos AH2 1.1 MT PLUS,9490000,1.500 km,Manual,Bencina
2018 Nissan Sentra 1.8 Advance CVT Auto,11950000,43.374 km,Automática,Bencina
2013 Nissan Terrano,12500000,199.000 km,Manual,Diesel
2017 INFINITI Q50 3.7 Auto,20600000,61.000 km,Automática,Bencina
2008 Citroën C1 1.0 12V MT,3800000,292.260 km,Manual,Bencina
2019 Kia Rio 4 1.4 LX AC ABS,9000000,50.000 km,Manual,Bencina
2016 Fiat Uno,7000000,80.000 km,Manual,Bencina
2009 Suzuki Xl7,10000000,120.000 km,Automática,Bencina
1996 Mercedes-Benz S 320 S 320 SEDAN,9000000,187.000 km,Automática,Bencina
2017 Suzuki Grand Vitara,15500000,62.000 km,Manual,Bencina
2018 Chevrolet N300 Max 1.2 Van,8100000,27.000 km,Manual,Bencina
2019 Ford Fiesta 1.6 Manual Titanium HB,12000000,24.000 km,Manual,Bencina
2017 Hyundai Grand I10 1.2 Manual GLS AC 2AB,7990000,65.000 km,Manual,Bencina
2012 Honda Cr-V,14990000,118.633 km,Automática,Bencina
2013 Chery Face 1.3 GLX,4600000,108.179 km,Manual,Bencina
2016 Fiat Cinquecento,9500000,66.000 km,Manual,Bencina
2018 Ford Explorer 3.5 XLT Auto,25800000,30.000 km,Automática,Bencina
2017 MG 3 Confort,8000000,30.000 km,Manual,Bencina
2016 Mazda Cx-5 2.0 Skyactiv R Auto,15500000,52.409 km,Automática,Bencina
2018 Citroën Berlingo 1.6 HDI,11690000,61.571 km,Manual,Diesel
2019 Suzuki Swift,9500000,20.408 km,Manual,Bencina
2013 Chevrolet Spark Gt,5200000,70.000 km,Manual,Bencina
2017 Ds Ds 4 Crossback 2.0 Auto BlueHDI 180 Sport Chic Cu,14000000,140.000 km,Automática,Diesel
2011 BMW X1 SDRIVE 18i 2.0,12680000,166.000 km,Automática,Bencina
2010 Toyota Corolla 1.6 XLI,5200000,300.262 km,Manual,Bencina
2014 Renault Fluence 2.0 Authentique,7800000,84.000 km,Manual,Bencina
2017 Dodge Ram 1500 Dodge Ram 1500 4WD AUT,24980000,92.000 km,Automática,Bencina
2016 Peugeot Boxer 2.2 HDI 150 HP L3H2,19990000,122.350 km,Manual,Diesel
2016 Honda Hr-V 1.8 LX,14500000,103.500 km,Manual,Bencina
2021 Nissan Navara 2.3D DC SE 4WD,23900000,10.000 km,Manual,Diesel
2021 Peugeot Traveller 2.0 BlueHDI 150 Active L3 8P,26900000,8.900 km,Manual,Diesel
2012 Kia Sorento,12390000,107.000 km,Automática,Bencina
2007 Mazda 3 1.6 V MT AC 2AB ABS,6000000,220.000 km,Manual,Bencina
2018 Kia Rio 5 1.4 Manual EX AC,10000000,50.000 km,Manual,Bencina
2015 Chevrolet D-Max 2.5 DC HIGH Auto 4WD,16000000,215.180 km,Automática,Diesel
CHEVROLET SAIL 2016 SAIL CLASSIC LT 1.4,8490000,81.000 km,Manual,Bencina
2016 Dodge Journey 2.4 Auto SE,15390000,90.000 km,Automática,Bencina
2012 Ford Focus 1.6 SE,7000000,58.300 km,Manual,Bencina
2016 Hyundai Santa Fe,19800000,97.497 km,Automática,Diesel
2019 Volkswagen Golf 1.4 TSI DSG Auto Sport,19500000,34.000 km,Automática,Bencina
2014 Toyota Avensis 2.0 LEI Auto,12900000,98.000 km,Automática,Bencina
2012 Subaru Xv,12490000,68.517 km,Automática,Bencina
2016 Mazda Cx-5 2.0 Skyactiv R Auto,14000000,126.000 km,Automática,Bencina
2015 Mercedes Benz GLA 250 4MATIC,24990000,74.000 km,Automática,Bencina
2016 Kia Cerato 1.6 EX Manual Special Pack,16080000,180.000 km,Manual,Bencina
2014 Nissan March 1.6 SPORT,8970000,60.500 km,Manual,Bencina
2018 Ford F-150,25500000,34.000 km,Automática,Bencina
2013 Nissan X-Trail,11500000,114.000 km,Automática,Bencina
2013 Audi S5,28800000,48.000 km,Automática,Bencina
2016 Suzuki SWIFT 1.2 GL NEB MT 5P,7990000,77.068 km,Manual,Bencina
2012 Peugeot 207,6000000,279 km,Manual,Bencina
2006 Hyundai Terracan,7500000,242.000 km,Automática,Diesel
2014 Audi A4 1.8 TFSI 170 HP Multitronic,14700000,71.000 km,Automática,Bencina
2014 Toyota Yaris SPORT GLI,8890000,83.000 km,Manual,Bencina
2018 Volvo Xc90 D5 AWD AT DIESEL,34990000,100.000 km,Automática,Diesel
2017 Kia Cerato 5 1.6 SX Manual,13200000,74.000 km,Manual,Bencina
2020 Peugeot Partner 1.6 HDI L1,16990000,38.700 km,Manual,Diesel
2009 Chery Face,3980000,64.000 km,Manual,Bencina
1992 Honda Integra,2500000,111.111 km,Automática,Bencina
2009 Suzuki Sx4 1.6 GLX,5400000,219.000 km,Manual,Bencina
2019 Volkswagen Atlas 3.6 Trendline Auto,27000000,38.000 km,Automática,Bencina
2011 Fiat Linea 1.4 Active,5280000,118.000 km,Manual,Bencina
2003 Volkswagen New Beetle 1.8 turbo 150,5500000,160.000 km,Manual,Bencina
2012 Nissan 370Z 3.7 Auto,19400000,62.000 km,Automática,Bencina
2019 Fiat Tipo 1.6 Auto Pop,10890000,18.000 km,Automática,Bencina
2019 Kia Morning 1.0 LX,8990000,53.900 km,Manual,Bencina
2003 Mitsubishi Evo,22500000,150.000 km,Manual,Bencina
2017 Mercedes-Benz A 200 1.6 Manual A 200,18980000,90.000 km,Manual,Bencina
PEUGEOT 308 2019 308 ALLURE BLUEHDI 1.5,22390000,23.000 km,Manual,Diesel
2011 Mazda Bt-50 2.5L SDX 4X2 DC ABS,11500000,294.000 km,Manual,Diesel
2018 Suzuki Swift 1.2 Manual GL,9190000,1 km,Manual,Bencina
2016 Suzuki Grand Vitara 2.4 GLX Sport 4WD,11800000,55.000 km,Manual,Bencina
1998 Chevrolet Luv,3800000,264.000 km,Automática,Bencina
2016 Jac S5 2.0T Comfort,8700000,150.000 km,Manual,Bencina
2017 Toyota Hilux 2.4D DX,19000000,120.000 km,Manual,Diesel
1974 Oldsmobile Cutlass,5490000,500.000 km,Automática,Bencina
2008 Chevrolet Corsa,1750000,188.000 km,Manual,Bencina
2016 Nissan March 1.6 Active,7500000,42.000 km,Manual,Bencina
2017 Hyundai Accent 1.4 RB Manual GL 2AB ABS AC NB,9200000,100.000 km,Manual,Bencina
2018 Fiat Fiorino 1.4 Manual,8600000,29.000 km,Manual,Bencina
2008 Toyota Yaris,5500000,121.000 km,Manual,Bencina
2018 Suzuki SWIFT 1.2,11390000,59.848 km,Manual,Bencina
2014 Chevrolet Tahoe 5.3 LT Auto 4WD,20800000,104.000 km,Automática,Bencina
2016 Kia Sorento 2.4 GSL EX,17900000,94.000 km,Manual,Bencina
2016 Nissan Np300 2.3 DSL XE,16790000,78.800 km,Manual,Diesel
2017 Kia RIO 5 RIO 5 EX 1.4 (Modelo Nuevo),9900000,75.000 km,Manual,Bencina
2017 SUBARU XV 2.0i Manual 4WD,16990000,77.000 km,Manual,Bencina
2010 Audi S4,16000000,72.000 km,Automática,Bencina
2019 Mitsubishi Outlander 2.0 Manual,16500000,45.000 km,Manual,Bencina
