Nombre,Precio,kilometraje,Transmisión,Combustible
2018 Volkswagen Golf 1.4 TSI DSG Auto Sport,16790000,48.400 km,Automática,Bencina
2017 Chevrolet N300,9900000,64.700 km,Manual,Bencina
2008 Kia Cerato EX 1.6 AUTO DH AC DAB LL,8000000,600.000 km,Automática,Bencina
2018 Nissan Np300,21900000,76.000 km,Manual,Diesel
2016 Renault Megane III,9750000,40.100 km,Automática,Bencina
2013 Volvo Xc90 2.5 T5 Auto 4WD,13990000,124.000 km,Automática,Bencina
2010 Porsche Cayenne 4.8 GTS Auto,18700000,74.000 km,Automática,Bencina
2019 Mitsubishi Eclipse Cross 1.5T RX,11500000,17.000 km,Manual,Bencina
2017 Peugeot 308 1.2 Puretech 130 Auto GT Line,16490000,71.000 km,Automática,Bencina
2020 Chevrolet PRISMA LTZ 1.4,9990000,74.000 km,Manual,Bencina
2013 Mazda Cx-9,14680000,152.000 km,Automática,Bencina
2017 Volvo Xc90 2.0 D5 Kinetic Auto 4WD,35500000,96.700 km,Automática,Diesel
2014 Volvo S60 Motor 2.0,12500000,202.000 km,Automática,Diesel
2017 SsangYong Actyon Sports 2.0D LL NAS611,16690000,239.000 km,Manual,Diesel
2015 Ford F-150 5.0 Double Cab XLT 4WD,22480000,137.000 km,Automática,Bencina
2015 Chevrolet Spark Gt,6500000,110.000 km,Manual,Bencina
2010 Chevrolet Captiva 2.0 DSL LS,10990000,165.000 km,Manual,Diesel
2016 Land Rover RANGE ROVER SPORT,59990000,60.414 km,Automática,Bencina
2017 Mclaren 650 S,129000000,6.347 km,Automática,Bencina
2011 Volkswagen Saveiro 1.6 Comfort,5800000,280.000 km,Manual,Bencina
2009 Suzuki Maruti II GL,3100000,84.000 km,Manual,Bencina
2011 BMW 116I,10200000,107.900 km,Manual,Bencina
2015 Peugeot 301 1.6 HDI Allure Pack,8300000,160.000 km,Manual,Diesel
2012 Suzuki Swift 1.4 GL Auto,7500000,90.000 km,Automática,Bencina
2017 Mazda 6 2.0R AUT,16280000,19.000 km,Automática,Bencina
2017 Mazda 3 GT 2.5,16000000,69.000 km,Automática,Bencina
2018 Chery Arrizo5 1.5 GLX,8500000,49.600 km,Manual,Bencina
2018 Toyota Rav4 2.0 Manual Lujo,16000000,42.337 km,Manual,Bencina
2019 Volkswagen Golf 1.4 TSI DSG Auto Sport,19500000,34.000 km,Automática,Bencina
2016 Mercedes-Benz Cla 180 1.6 CLA 180 DCT,15490000,57.000 km,Automática,Bencina
2021 Maxus T60 2.0D Auto GLX 4WD,19590000,NA,Automática,Diesel
2011 Jeep Compass 2.4 Sport 4X4 Auto,10000000,105.000 km,Automática,Bencina
2011 Hyundai Getz FL GL 1.4,5000000,73.695 km,Manual,Bencina
2014 Kia Rio 5 EX 1.2,8890000,125.800 km,Automática,Bencina
2012 Jeep Wrangler,23500000,200.000 km,Automática,Diesel
2011 Hyundai Sonata 2.0 YF GLS Sun Auto,9850000,90.000 km,Automática,Bencina
2013 Chevrolet Sail 1.4,5300000,80.000 km,Manual,Bencina
2012 Audi S3 2.0 TFSI S Tronic Quattro,17900000,170.000 km,Automática,Bencina
2005 Peugeot 206,3690000,119.750 km,Manual,Bencina
2016 Toyota Tundra 5.7 Limited Auto,26800000,190.000 km,Automática,Bencina
2004 Toyota Corolla Automático,3400000,170.233 km,Automática,Bencina
2012 Chrysler Grand Town Country,11500000,86.000 km,Automática,Bencina
2017 Mercedes-Benz E 300 2.0 E 300 Auto,31980000,50.000 km,Automática,Bencina
2017 Toyota Rav4 2.0 CVT Auto Super Lujo,17800000,19.000 km,Automática,Bencina
2014 BMW M6 4.4 M6 Gran Coupe,37990000,76.000 km,Automática,Bencina
2015 Mahindra Scorpio 2.2 GLX,10000000,95.000 km,Manual,Diesel
