Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Jeep Renegade,14000000,39.046 km,Manual,Bencina
2020 Opel Combo 1.6TD L1,12280000,1.600 km,Manual,Diesel
2017 Mercedes-Benz A 200 1.6 Manual A 200,18500000,87.000 km,Manual,Bencina
2013 Lotus Exige,68990000,28.600 km,Manual,Bencina
2016 Volkswagen Gti,19900000,75.000 km,Automática,Bencina
2010 Samsung Sm3 PE 1.6 Entry,4000000,179.123 km,Manual,Bencina
2015 Kia Rio 4 1.4 EX Manual AC DAB ABS,8000000,83.000 km,Manual,Bencina
2012 Hyundai Santa Fe,10000000,133.000 km,Automática,Bencina
2012 Ford Edge 3.5 SEL 4WD,13500000,180.000 km,Automática,Bencina
2015 Suzuki Grand Vitara 1.6,12900000,44.000 km,Manual,Bencina
2012 Mercedes-Benz Vito 110,10000000,258.000 km,Manual,Diesel
2018 Subaru Forester awd mt,18500000,34.678 km,Manual,Bencina
2017 Renault Clio 1.2 Expression,9000000,58.000 km,Manual,Bencina
2014 Peugeot 208 1.4 HDI 68 HP Active,9380000,120.000 km,Manual,Diesel
2016 Mitsubishi L200,17000000,16.000 km,Manual,Diesel
2008 Porsche Cayman 2.7,18990000,102.000 km,Manual,Bencina
2009 Dodge Nitro,10000000,270.000 km,Automática,Diesel
2010 Kia SPORTAGE SPORTAGE PRO II LX MEC AC DAB 4X2-1118,8590000,166.821 km,Manual,Bencina
2005 Volkswagen Gol,3250000,167.000 km,Manual,Bencina
2018 Chevrolet Tracker 1.8 LS,13800000,73.000 km,Manual,Bencina
2013 Hyundai Santa Fe 2.4 GLS,12690000,150.000 km,Manual,Bencina
2010 Kia Sportage Pro EX Auto Full 4X4 DSL,9890000,156.000 km,Automática,Diesel
2016 Fiat Dobló,8499000,107.000 km,Manual,Diesel
2015 Subaru Legacy 2.5I CVT Limited 4WD,16450000,59.000 km,Automática,Bencina
2016 Audi A3 1.4 TFSI S Tronic,16980000,53.000 km,Automática,Bencina
2016 Ford F-150,24500000,88.000 km,Automática,Bencina
2015 Chevrolet D-Max 2.5 DC HIGH Auto 4WD,17900000,176.000 km,Automática,Diesel
2012 Audi A4 1.8 TFSI,11000000,117.000 km,Automática,Bencina
2021 Mitsubishi L200 2.4 TD Work CD CR,23500000,5.500 km,Manual,Diesel
2014 Peugeot 2008 1.6 e-HDI 92 HP Premier,11200000,109.000 km,Manual,Diesel
2019 Peugeot 308 1.5 BlueHDI 130 HP Manual Allure,15990000,98.000 km,Manual,Diesel
2015 Chevrolet Cruze 1.8 LS,8290000,71.000 km,Manual,Bencina
2010 Toyota Yaris Sport 1.3 Sport XLI LS,5400000,1.890.000 km,Manual,Bencina
2013 Ford F-150 6.2 SVT Raptor Super Crew Auto 4WD,360000,81.000 km,Automática,Bencina
2017 Renault Duster bencinera,9500000,62.000 km,Manual,Bencina
2016 Nissan Frontier,15000000,95.000 km,Manual,Diesel
2014 Kia Rio 3,7200000,105.000 km,Manual,Bencina
2013 Ford Ecosport 1.6 SE,9690000,99.000 km,Manual,Bencina
2019 Chevrolet Tracker 1.8 LS,14390000,35.000 km,Manual,Bencina
1999 Jeep Grand Cherokee 4.0 LAREDO AUTO,5900000,250.000 km,Automática,Bencina
2013 Toyota Hiace 3.0 Diesel Furgon,11475000,231.410 km,Manual,Diesel
2022 MG Zx 1.5 MT COM 0KM,11790000,NA,Manual,Bencina
2007 Honda Cr-V,9000000,206.000 km,Automática,Bencina
2021 Kia Sorento 2.4 GSL EX 6AB Auto,25900000,4.705 km,Automática,Bencina
2015 Toyota Corolla 1.8 LE,10500000,63.000 km,Manual,Bencina
2014 Audi A3,12900000,110.000 km,Automática,Bencina
2018 Hyundai Porter Hr 2.5 CRDI DC GLS,16990000,74.000 km,Manual,Diesel
2018 Mercedes-Benz Glc 220 GLC 220 DC COUPE,43590000,30.000 km,Automática,Diesel
1993 Volvo 850,4200000,150.000 km,Automática,Bencina
2018 Mazda 2 1.5 Manual V Skyactive,12480000,32.000 km,Manual,Bencina
2019 Citroën C4 Cactus 1.5 BlueHDI 120 EAT6 Origins,16900000,40.080 km,Automática,Diesel
2015 Mazda 3 2.0 Skyactiv-G V Auto,12480000,130.000 km,Automática,Bencina
2015 Subaru Outback Cvt 3.6,19890000,119.000 km,Automática,Bencina
2021 Ds Ds 3 Crossback 1.2 Puretech 155 Auto Opera,24980000,7.666 km,Automática,Bencina
2014 Chery Tiggo 2.0 Auto,9000000,60.000 km,Automática,Bencina
2019 Mitsubishi Eclipse Cross 1.5T Auto RS 4WD,18500000,61.000 km,Automática,Bencina
2013 Chevrolet Cruze 1.8 Auto Full,7800000,120.700 km,Automática,Bencina
2005 Iveco Daily,6000000,183.302 km,Manual,Diesel
2018 Suzuki Ignis 1.2 Manual GLX,9890000,59.754 km,Manual,Bencina
2014 Ford Fiesta Hb,7300000,89.000 km,Manual,Bencina
2019 Opel Mokka X 1.4 Turbo Enjoy,15990000,15.000 km,Automática,Bencina
CHEVROLET TRACKER 2016 TRACKER 1.8 FWD E5 LT MT ML,15090000,32.350 km,Manual,Bencina
2016 Geely Lc 1.0 GB 2AB,4790000,75.000 km,Manual,Bencina
1996 Ford F-150,7900000,260.000 km,Automática,Bencina
2016 Subaru 2.0,14000000,50.000 km,Automática,Bencina
2010 Toyota Fj Cruiser 4.0 LTD Auto,20000000,96.000 km,Automática,Bencina
2016 Renault Megane III,8990000,54.600 km,Manual,Bencina
2010 Great Wall So Cool 2.2 4x2,4600000,300.000 km,Manual,Bencina
2009 Peugeot 607 TITANE 3.0 AUTO,6850000,170.000 km,Automática,Bencina
2017 Kia Grand Carnival,26500000,98.950 km,Automática,Diesel
2011 Chevrolet Montana Sport,6700000,170.000 km,Manual,Bencina
2019 Jaguar Xe 2.0P I4 250PS Auto Prestige,28900000,11.700 km,Automática,Bencina
2018 Ford Explorer 2.3 Ecoboost Auto,25990000,36.000 km,Automática,Bencina
2017 Nissan Np300 2.3 Manual DSL LE 4WD,22490000,123.000 km,Manual,Diesel
2015 Opel Corsa 1.4 Enjoy,7200000,110.000 km,Manual,Bencina
2016 Chevrolet Sail 1.5 LT,7700000,118.000 km,Manual,Bencina
2012 Citroën Berlingo,6290000,226.000 km,Manual,Diesel
2019 Suzuki Vitara 1.4T Manual GLX 4WD,15200000,53.000 km,Manual,Bencina
2016 Kia Morning,6840000,86.000 km,Manual,Bencina
2019 Mazda 6 SEDAN V 2.0 6AT,18580000,16.500 km,Automática,Bencina
1988 Mercedes-Benz 300,18990000,240.000 km,Automática,Bencina
1992 Nissan Quest no se,2500000,258.341 km,Manual,Bencina
2016 Peugeot Expert 2.0 HDI 163 HP L2H1,13300000,116.000 km,Manual,Diesel
2018 Ford Explorer 3.5 XLT Auto,30500000,5.500 km,Automática,Bencina
2015 Dodge Journey,14300000,82.500 km,Automática,Bencina
CHEVROLET SAIL 2015 II LS 1.4,8380000,34.000 km,Manual,Bencina
2016 Land Rover Evoque,28900000,62.000 km,Automática,Bencina
2019 SsangYong Actyon Sports 67196010555051,17400000,31.000 km,Manual,Diesel
2017 Hyundai Porter DOBLE CABINA CAJA 6TA,18490000,138.000 km,Manual,Diesel
2014 SsangYong Stavic,10500000,170.000 km,Automática,Diesel
1992 Honda Prelude,4450000,11.111 km,Manual,Bencina
2020 Nissan Murano 3.5 CVT Auto Exclusive 4WD,34500000,20.000 km,Automática,Bencina
2017 Kia Morning 1.2 EX Auto DH DAB AC ABS,8290000,49.000 km,Automática,Bencina
2021 Renault Kwid 1.0 Intens,8080000,1.240 km,Manual,Bencina
2010 Suzuki Celerio 1.0 GLX,4500000,160.000 km,Manual,Bencina
2015 Hyundai Santa Fe 2.2 DM GLS CRDI Auto,17000000,134.176 km,Automática,Diesel
2013 Nissan Sentra Advance,5100000,108.000 km,Automática,Bencina
2010 Subaru Outback OUTBACK 3.6R DRIVE,13590000,70.500 km,Automática,Bencina
2011 Chrysler Town & Country,8290000,120.000 km,Automática,Bencina
2005 Chrysler Sebring,5150000,212.000 km,Automática,Bencina
