Nombre,Precio,kilometraje,Transmisión,Combustible
2017 Ford Edge 2.0 Ecoboost Auto SEL,20980000,47.000 km,Automática,Bencina
2019 Chevrolet Sail 1.5,9500000,1 km,Manual,Bencina
2006 Hyundai Tucson,9200000,78.055 km,Manual,Bencina
2017 Mazda 3 1.6 S,13990000,23.000 km,Manual,Bencina
2017 Peugeot 3008 1.6 THP 165 Auto Allure,21000000,45.000 km,Automática,Bencina
2012 Lexus Ct,12950000,120.000 km,Automática,Híbrido
2008 Suzuki Grand Vitara,7500000,190.000 km,Manual,Bencina
2013 Alfa Romeo 159,15490000,91.348 km,Automática,Bencina
2011 SsangYong Actyon Sports,9650000,218.850 km,Manual,Diesel
2015 Chevrolet Aveo 1.4 LT,6190000,113.000 km,Manual,Bencina
2012 Chevrolet Camaro 6.2 SS AUTO,25000000,94 km,Automática,Bencina
2013 BMW 320I,18000000,36.000 km,Automática,Bencina
2013 Chevrolet Sonic 1.6,7700000,102.000 km,Manual,Bencina
2009 BMW 118,8700000,200.000 km,Automática,Bencina
2015 Hyundai Grand I10 1.0 GL,5900000,24.500 km,Manual,Bencina
2017 Peugeot Partner 1.6 HDI MANUAL MAXI,13480000,131.500 km,Manual,Bencina
2018 Kia Cerato 1.6 EX Manual AC,12990000,60.000 km,Manual,Bencina
2013 Toyota Urban Cruiser 1.3 LEI,9580000,90.000 km,Manual,Bencina
2010 Hyundai Accent MC 1.4 GL PS AE AA,4900000,101.400 km,Manual,Bencina
NISSAN QASHQAI 2017 SENSE 2.0,16180000,49.000 km,Manual,Bencina
2011 Toyota Rav4 2.4 4x2,9800000,128.445 km,Manual,Bencina
2021 Mazda Cx-3 2.0 Manual R Skyactive,18700000,14.800 km,Manual,Bencina
2016 Volkswagen Saveiro 1.6 AC,8990000,97.000 km,Manual,Bencina
2018 Suzuki Swift gl sport,9750000,29.000 km,Automática,Bencina
2019 Hyundai Grand I10,9050000,13.000 km,Manual,Bencina
2015 Toyota Rav4 2.0 Lujo,13990000,150.000 km,Manual,Bencina
2020 Peugeot Partner 1.6 HDI L2,15990000,180.000 km,Manual,Diesel
2018 BMW 318 klñ,20000000,18.000 km,Automática,Bencina
2010 Peugeot 407 Confort Pack Plus 2.0 Auto,6000000,108.689 km,Automática,Bencina
2017 Audi A5,22500000,31.000 km,Automática,Bencina
TOYOTA YARIS 2018 1.5 SPORT,11680000,74.000 km,Manual,Bencina
2019 Suzuki Baleno 1.4 GLX,11890000,19.750 km,Manual,Bencina
2012 Nissan Qashqai 2.0 4x4 Auto,12800000,78.000 km,Automática,Bencina
2011 Mercedes-Benz Clc 180,10300000,275.000 km,Automática,Bencina
2007 Suzuki Grand Nomade 2.0 GLX,6600000,340.000 km,Manual,Bencina
2000 Mitsubishi Eclipse,6800000,191 km,Manual,Bencina
2017 Dodge Ram 2500,39500000,39.000 km,Automática,Diesel
2018 Kia Morning,8200000,25.000 km,Manual,Bencina
2016 Land Rover Range Rover Sport 5.0 V8 Supercharged HSE Dynamic Auto 4WD,61970000,34.000 km,Automática,Bencina
2017 Nissan Note 1.6 Manual Sense,5500000,57.643 km,Manual,Bencina
SSANGYONG ACTYON 2019 NEW SPORT 4X2 MT,17890000,58.705 km,Manual,Diesel
2021 BMW F 900 R R,10990000,447 km,Manual,Bencina
2017 Kia Sportage 2.0 GSL GT Line Auto,16780000,104.000 km,Automática,Bencina
